index,image,llava_output,shuffled_options,prompted_questions
793,data/images/quantifier/test_793.png,"[['D'], ['D'], ['B'], ['B'], ['B']]","[{'a': 'many', 'b': 'all', 'c': 'almost none', 'd': 'some', 'e': 'few', 'f': 'almost all', 'g': 'the smaller part', 'h': 'none', 'i': 'most'}, {'a': 'most', 'b': 'almost none', 'c': 'none', 'd': 'almost all', 'e': 'many', 'f': 'all', 'g': 'few', 'h': 'the smaller part', 'i': 'some'}, {'a': 'all', 'b': 'some', 'c': 'the smaller part', 'd': 'none', 'e': 'almost none', 'f': 'few', 'g': 'many', 'h': 'most', 'i': 'almost all'}, {'a': 'few', 'b': 'almost all', 'c': 'most', 'd': 'almost none', 'e': 'the smaller part', 'f': 'some', 'g': 'all', 'h': 'many', 'i': 'none'}, {'a': 'none', 'b': 'few', 'c': 'almost none', 'd': 'most', 'e': 'some', 'f': 'many', 'g': 'the smaller part', 'h': 'almost all', 'i': 'all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: all\nC: almost none\nD: some\nE: few\nF: almost all\nG: the smaller part\nH: none\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost none\nC: none\nD: almost all\nE: many\nF: all\nG: few\nH: the smaller part\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: some\nC: the smaller part\nD: none\nE: almost none\nF: few\nG: many\nH: most\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost all\nC: most\nD: almost none\nE: the smaller part\nF: some\nG: all\nH: many\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: few\nC: almost none\nD: most\nE: some\nF: many\nG: the smaller part\nH: almost all\nI: all\nAnswer:']"
615,data/images/quantifier/test_615.png,"[['A: none'], ['B'], ['B'], ['D'], ['A']]","[{'a': 'none', 'b': 'most', 'c': 'all', 'd': 'almost none', 'e': 'many', 'f': 'the smaller part', 'g': 'some', 'h': 'almost all', 'i': 'few'}, {'a': 'almost none', 'b': 'some', 'c': 'all', 'd': 'few', 'e': 'most', 'f': 'almost all', 'g': 'none', 'h': 'the smaller part', 'i': 'many'}, {'a': 'few', 'b': 'none', 'c': 'many', 'd': 'most', 'e': 'almost all', 'f': 'all', 'g': 'some', 'h': 'almost none', 'i': 'the smaller part'}, {'a': 'many', 'b': 'almost none', 'c': 'all', 'd': 'almost all', 'e': 'some', 'f': 'none', 'g': 'most', 'h': 'few', 'i': 'the smaller part'}, {'a': 'some', 'b': 'almost none', 'c': 'few', 'd': 'the smaller part', 'e': 'many', 'f': 'most', 'g': 'all', 'h': 'almost all', 'i': 'none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: most\nC: all\nD: almost none\nE: many\nF: the smaller part\nG: some\nH: almost all\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: some\nC: all\nD: few\nE: most\nF: almost all\nG: none\nH: the smaller part\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: none\nC: many\nD: most\nE: almost all\nF: all\nG: some\nH: almost none\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost none\nC: all\nD: almost all\nE: some\nF: none\nG: most\nH: few\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: almost none\nC: few\nD: the smaller part\nE: many\nF: most\nG: all\nH: almost all\nI: none\nAnswer:']"
737,data/images/quantifier/test_737.png,"[['E'], ['A'], ['A'], ['D'], ['B']]","[{'a': 'few', 'b': 'many', 'c': 'some', 'd': 'most', 'e': 'almost none', 'f': 'all', 'g': 'none', 'h': 'almost all', 'i': 'the smaller part'}, {'a': 'few', 'b': 'many', 'c': 'all', 'd': 'most', 'e': 'none', 'f': 'almost none', 'g': 'some', 'h': 'almost all', 'i': 'the smaller part'}, {'a': 'few', 'b': 'many', 'c': 'some', 'd': 'most', 'e': 'almost none', 'f': 'almost all', 'g': 'the smaller part', 'h': 'all', 'i': 'none'}, {'a': 'almost all', 'b': 'almost none', 'c': 'the smaller part', 'd': 'some', 'e': 'all', 'f': 'few', 'g': 'none', 'h': 'many', 'i': 'most'}, {'a': 'the smaller part', 'b': 'all', 'c': 'few', 'd': 'almost all', 'e': 'many', 'f': 'almost none', 'g': 'some', 'h': 'none', 'i': 'most'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: many\nC: some\nD: most\nE: almost none\nF: all\nG: none\nH: almost all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: many\nC: all\nD: most\nE: none\nF: almost none\nG: some\nH: almost all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: many\nC: some\nD: most\nE: almost none\nF: almost all\nG: the smaller part\nH: all\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: almost none\nC: the smaller part\nD: some\nE: all\nF: few\nG: none\nH: many\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: all\nC: few\nD: almost all\nE: many\nF: almost none\nG: some\nH: none\nI: most\nAnswer:']"
758,data/images/quantifier/test_758.png,"[['B'], ['D'], ['A'], ['D'], ['D']]","[{'a': 'none', 'b': 'some', 'c': 'the smaller part', 'd': 'few', 'e': 'many', 'f': 'almost none', 'g': 'almost all', 'h': 'all', 'i': 'most'}, {'a': 'almost all', 'b': 'all', 'c': 'most', 'd': 'almost none', 'e': 'few', 'f': 'some', 'g': 'the smaller part', 'h': 'none', 'i': 'many'}, {'a': 'few', 'b': 'almost all', 'c': 'all', 'd': 'the smaller part', 'e': 'none', 'f': 'some', 'g': 'most', 'h': 'almost none', 'i': 'many'}, {'a': 'few', 'b': 'almost all', 'c': 'most', 'd': 'some', 'e': 'many', 'f': 'the smaller part', 'g': 'almost none', 'h': 'all', 'i': 'none'}, {'a': 'almost all', 'b': 'none', 'c': 'many', 'd': 'all', 'e': 'some', 'f': 'most', 'g': 'the smaller part', 'h': 'almost none', 'i': 'few'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: some\nC: the smaller part\nD: few\nE: many\nF: almost none\nG: almost all\nH: all\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: all\nC: most\nD: almost none\nE: few\nF: some\nG: the smaller part\nH: none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost all\nC: all\nD: the smaller part\nE: none\nF: some\nG: most\nH: almost none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost all\nC: most\nD: some\nE: many\nF: the smaller part\nG: almost none\nH: all\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: none\nC: many\nD: all\nE: some\nF: most\nG: the smaller part\nH: almost none\nI: few\nAnswer:']"
474,data/images/quantifier/test_474.png,"[['B'], ['D'], ['F'], ['B'], ['D']]","[{'a': 'some', 'b': 'almost all', 'c': 'the smaller part', 'd': 'all', 'e': 'many', 'f': 'few', 'g': 'almost none', 'h': 'none', 'i': 'most'}, {'a': 'most', 'b': 'many', 'c': 'few', 'd': 'almost none', 'e': 'the smaller part', 'f': 'all', 'g': 'some', 'h': 'almost all', 'i': 'none'}, {'a': 'almost none', 'b': 'most', 'c': 'some', 'd': 'many', 'e': 'all', 'f': 'few', 'g': 'the smaller part', 'h': 'none', 'i': 'almost all'}, {'a': 'the smaller part', 'b': 'none', 'c': 'almost all', 'd': 'almost none', 'e': 'all', 'f': 'many', 'g': 'most', 'h': 'some', 'i': 'few'}, {'a': 'the smaller part', 'b': 'few', 'c': 'some', 'd': 'none', 'e': 'most', 'f': 'all', 'g': 'almost none', 'h': 'many', 'i': 'almost all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: almost all\nC: the smaller part\nD: all\nE: many\nF: few\nG: almost none\nH: none\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: many\nC: few\nD: almost none\nE: the smaller part\nF: all\nG: some\nH: almost all\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: most\nC: some\nD: many\nE: all\nF: few\nG: the smaller part\nH: none\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: none\nC: almost all\nD: almost none\nE: all\nF: many\nG: most\nH: some\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: few\nC: some\nD: none\nE: most\nF: all\nG: almost none\nH: many\nI: almost all\nAnswer:']"
558,data/images/quantifier/test_558.png,"[['B'], ['A'], ['I: few'], ['D'], ['A']]","[{'a': 'some', 'b': 'almost none', 'c': 'all', 'd': 'almost all', 'e': 'many', 'f': 'the smaller part', 'g': 'none', 'h': 'most', 'i': 'few'}, {'a': 'many', 'b': 'almost all', 'c': 'some', 'd': 'almost none', 'e': 'the smaller part', 'f': 'most', 'g': 'few', 'h': 'all', 'i': 'none'}, {'a': 'none', 'b': 'many', 'c': 'all', 'd': 'the smaller part', 'e': 'some', 'f': 'most', 'g': 'almost all', 'h': 'almost none', 'i': 'few'}, {'a': 'almost all', 'b': 'none', 'c': 'many', 'd': 'almost none', 'e': 'the smaller part', 'f': 'few', 'g': 'most', 'h': 'some', 'i': 'all'}, {'a': 'most', 'b': 'almost all', 'c': 'few', 'd': 'the smaller part', 'e': 'none', 'f': 'all', 'g': 'some', 'h': 'almost none', 'i': 'many'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: almost none\nC: all\nD: almost all\nE: many\nF: the smaller part\nG: none\nH: most\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost all\nC: some\nD: almost none\nE: the smaller part\nF: most\nG: few\nH: all\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: many\nC: all\nD: the smaller part\nE: some\nF: most\nG: almost all\nH: almost none\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: none\nC: many\nD: almost none\nE: the smaller part\nF: few\nG: most\nH: some\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost all\nC: few\nD: the smaller part\nE: none\nF: all\nG: some\nH: almost none\nI: many\nAnswer:']"
512,data/images/quantifier/test_512.png,"[['C'], ['B'], ['B'], ['A: almost none'], ['B']]","[{'a': 'few', 'b': 'most', 'c': 'none', 'd': 'almost all', 'e': 'some', 'f': 'almost none', 'g': 'the smaller part', 'h': 'all', 'i': 'many'}, {'a': 'many', 'b': 'none', 'c': 'most', 'd': 'all', 'e': 'few', 'f': 'almost all', 'g': 'the smaller part', 'h': 'some', 'i': 'almost none'}, {'a': 'all', 'b': 'some', 'c': 'many', 'd': 'few', 'e': 'most', 'f': 'almost none', 'g': 'none', 'h': 'almost all', 'i': 'the smaller part'}, {'a': 'almost none', 'b': 'some', 'c': 'few', 'd': 'none', 'e': 'most', 'f': 'many', 'g': 'the smaller part', 'h': 'all', 'i': 'almost all'}, {'a': 'all', 'b': 'almost all', 'c': 'none', 'd': 'the smaller part', 'e': 'most', 'f': 'almost none', 'g': 'some', 'h': 'many', 'i': 'few'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: most\nC: none\nD: almost all\nE: some\nF: almost none\nG: the smaller part\nH: all\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: none\nC: most\nD: all\nE: few\nF: almost all\nG: the smaller part\nH: some\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: some\nC: many\nD: few\nE: most\nF: almost none\nG: none\nH: almost all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: some\nC: few\nD: none\nE: most\nF: many\nG: the smaller part\nH: all\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost all\nC: none\nD: the smaller part\nE: most\nF: almost none\nG: some\nH: many\nI: few\nAnswer:']"
487,data/images/quantifier/test_487.png,"[['A: none'], ['B'], ['D'], ['B: almost none'], ['B']]","[{'a': 'none', 'b': 'almost all', 'c': 'all', 'd': 'few', 'e': 'many', 'f': 'most', 'g': 'the smaller part', 'h': 'almost none', 'i': 'some'}, {'a': 'almost none', 'b': 'the smaller part', 'c': 'most', 'd': 'almost all', 'e': 'few', 'f': 'all', 'g': 'some', 'h': 'none', 'i': 'many'}, {'a': 'all', 'b': 'some', 'c': 'few', 'd': 'none', 'e': 'almost none', 'f': 'almost all', 'g': 'the smaller part', 'h': 'many', 'i': 'most'}, {'a': 'almost all', 'b': 'almost none', 'c': 'the smaller part', 'd': 'none', 'e': 'some', 'f': 'few', 'g': 'many', 'h': 'most', 'i': 'all'}, {'a': 'none', 'b': 'all', 'c': 'many', 'd': 'most', 'e': 'almost all', 'f': 'almost none', 'g': 'some', 'h': 'the smaller part', 'i': 'few'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost all\nC: all\nD: few\nE: many\nF: most\nG: the smaller part\nH: almost none\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: the smaller part\nC: most\nD: almost all\nE: few\nF: all\nG: some\nH: none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: some\nC: few\nD: none\nE: almost none\nF: almost all\nG: the smaller part\nH: many\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: almost none\nC: the smaller part\nD: none\nE: some\nF: few\nG: many\nH: most\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: all\nC: many\nD: most\nE: almost all\nF: almost none\nG: some\nH: the smaller part\nI: few\nAnswer:']"
507,data/images/quantifier/test_507.png,"[['A'], ['A'], ['B'], ['B'], ['A']]","[{'a': 'the smaller part', 'b': 'few', 'c': 'most', 'd': 'many', 'e': 'almost none', 'f': 'some', 'g': 'almost all', 'h': 'all', 'i': 'none'}, {'a': 'all', 'b': 'few', 'c': 'most', 'd': 'none', 'e': 'the smaller part', 'f': 'many', 'g': 'almost all', 'h': 'almost none', 'i': 'some'}, {'a': 'many', 'b': 'some', 'c': 'few', 'd': 'almost all', 'e': 'almost none', 'f': 'none', 'g': 'all', 'h': 'the smaller part', 'i': 'most'}, {'a': 'almost none', 'b': 'the smaller part', 'c': 'some', 'd': 'few', 'e': 'all', 'f': 'almost all', 'g': 'none', 'h': 'most', 'i': 'many'}, {'a': 'most', 'b': 'almost none', 'c': 'none', 'd': 'almost all', 'e': 'all', 'f': 'the smaller part', 'g': 'many', 'h': 'few', 'i': 'some'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: few\nC: most\nD: many\nE: almost none\nF: some\nG: almost all\nH: all\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: few\nC: most\nD: none\nE: the smaller part\nF: many\nG: almost all\nH: almost none\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: some\nC: few\nD: almost all\nE: almost none\nF: none\nG: all\nH: the smaller part\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: the smaller part\nC: some\nD: few\nE: all\nF: almost all\nG: none\nH: most\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost none\nC: none\nD: almost all\nE: all\nF: the smaller part\nG: many\nH: few\nI: some\nAnswer:']"
492,data/images/quantifier/test_492.png,"[['A: none'], ['D'], ['D'], ['D'], ['D']]","[{'a': 'none', 'b': 'most', 'c': 'almost all', 'd': 'almost none', 'e': 'all', 'f': 'few', 'g': 'many', 'h': 'the smaller part', 'i': 'some'}, {'a': 'few', 'b': 'most', 'c': 'some', 'd': 'many', 'e': 'almost none', 'f': 'the smaller part', 'g': 'all', 'h': 'none', 'i': 'almost all'}, {'a': 'almost none', 'b': 'almost all', 'c': 'all', 'd': 'some', 'e': 'most', 'f': 'many', 'g': 'the smaller part', 'h': 'few', 'i': 'none'}, {'a': 'none', 'b': 'almost none', 'c': 'few', 'd': 'many', 'e': 'all', 'f': 'some', 'g': 'the smaller part', 'h': 'most', 'i': 'almost all'}, {'a': 'most', 'b': 'the smaller part', 'c': 'some', 'd': 'almost none', 'e': 'none', 'f': 'almost all', 'g': 'many', 'h': 'all', 'i': 'few'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: most\nC: almost all\nD: almost none\nE: all\nF: few\nG: many\nH: the smaller part\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: most\nC: some\nD: many\nE: almost none\nF: the smaller part\nG: all\nH: none\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: almost all\nC: all\nD: some\nE: most\nF: many\nG: the smaller part\nH: few\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost none\nC: few\nD: many\nE: all\nF: some\nG: the smaller part\nH: most\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: the smaller part\nC: some\nD: almost none\nE: none\nF: almost all\nG: many\nH: all\nI: few\nAnswer:']"
212,data/images/quantifier/test_212.png,"[['A: almost none'], ['A'], ['D'], ['E'], ['B']]","[{'a': 'almost none', 'b': 'the smaller part', 'c': 'some', 'd': 'most', 'e': 'many', 'f': 'almost all', 'g': 'all', 'h': 'none', 'i': 'few'}, {'a': 'almost none', 'b': 'many', 'c': 'almost all', 'd': 'most', 'e': 'some', 'f': 'the smaller part', 'g': 'none', 'h': 'few', 'i': 'all'}, {'a': 'some', 'b': 'many', 'c': 'few', 'd': 'all', 'e': 'the smaller part', 'f': 'none', 'g': 'almost none', 'h': 'most', 'i': 'almost all'}, {'a': 'few', 'b': 'most', 'c': 'some', 'd': 'the smaller part', 'e': 'none', 'f': 'almost none', 'g': 'all', 'h': 'many', 'i': 'almost all'}, {'a': 'many', 'b': 'none', 'c': 'few', 'd': 'some', 'e': 'almost none', 'f': 'all', 'g': 'most', 'h': 'almost all', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: the smaller part\nC: some\nD: most\nE: many\nF: almost all\nG: all\nH: none\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: many\nC: almost all\nD: most\nE: some\nF: the smaller part\nG: none\nH: few\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: many\nC: few\nD: all\nE: the smaller part\nF: none\nG: almost none\nH: most\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: most\nC: some\nD: the smaller part\nE: none\nF: almost none\nG: all\nH: many\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: none\nC: few\nD: some\nE: almost none\nF: all\nG: most\nH: almost all\nI: the smaller part\nAnswer:']"
260,data/images/quantifier/test_260.png,"[['A'], ['A: almost none'], ['B'], ['D'], ['B']]","[{'a': 'some', 'b': 'few', 'c': 'all', 'd': 'almost none', 'e': 'the smaller part', 'f': 'many', 'g': 'most', 'h': 'none', 'i': 'almost all'}, {'a': 'almost none', 'b': 'almost all', 'c': 'few', 'd': 'none', 'e': 'the smaller part', 'f': 'all', 'g': 'most', 'h': 'many', 'i': 'some'}, {'a': 'almost all', 'b': 'none', 'c': 'most', 'd': 'few', 'e': 'some', 'f': 'the smaller part', 'g': 'almost none', 'h': 'all', 'i': 'many'}, {'a': 'almost all', 'b': 'all', 'c': 'some', 'd': 'the smaller part', 'e': 'none', 'f': 'few', 'g': 'many', 'h': 'most', 'i': 'almost none'}, {'a': 'the smaller part', 'b': 'some', 'c': 'many', 'd': 'none', 'e': 'few', 'f': 'almost all', 'g': 'all', 'h': 'almost none', 'i': 'most'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: few\nC: all\nD: almost none\nE: the smaller part\nF: many\nG: most\nH: none\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: almost all\nC: few\nD: none\nE: the smaller part\nF: all\nG: most\nH: many\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: none\nC: most\nD: few\nE: some\nF: the smaller part\nG: almost none\nH: all\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: all\nC: some\nD: the smaller part\nE: none\nF: few\nG: many\nH: most\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: some\nC: many\nD: none\nE: few\nF: almost all\nG: all\nH: almost none\nI: most\nAnswer:']"
326,data/images/quantifier/test_326.png,"[['A'], ['D'], ['D'], ['B'], ['B']]","[{'a': 'many', 'b': 'few', 'c': 'all', 'd': 'most', 'e': 'almost none', 'f': 'the smaller part', 'g': 'some', 'h': 'none', 'i': 'almost all'}, {'a': 'almost all', 'b': 'most', 'c': 'almost none', 'd': 'the smaller part', 'e': 'all', 'f': 'many', 'g': 'none', 'h': 'few', 'i': 'some'}, {'a': 'few', 'b': 'almost all', 'c': 'the smaller part', 'd': 'almost none', 'e': 'many', 'f': 'some', 'g': 'all', 'h': 'none', 'i': 'most'}, {'a': 'the smaller part', 'b': 'some', 'c': 'few', 'd': 'almost all', 'e': 'many', 'f': 'none', 'g': 'almost none', 'h': 'most', 'i': 'all'}, {'a': 'almost all', 'b': 'few', 'c': 'the smaller part', 'd': 'none', 'e': 'most', 'f': 'many', 'g': 'almost none', 'h': 'some', 'i': 'all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: few\nC: all\nD: most\nE: almost none\nF: the smaller part\nG: some\nH: none\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: most\nC: almost none\nD: the smaller part\nE: all\nF: many\nG: none\nH: few\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost all\nC: the smaller part\nD: almost none\nE: many\nF: some\nG: all\nH: none\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: some\nC: few\nD: almost all\nE: many\nF: none\nG: almost none\nH: most\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: few\nC: the smaller part\nD: none\nE: most\nF: many\nG: almost none\nH: some\nI: all\nAnswer:']"
384,data/images/quantifier/test_384.png,"[['B'], ['A: none'], ['C'], ['B'], ['A: none']]","[{'a': 'some', 'b': 'none', 'c': 'the smaller part', 'd': 'almost all', 'e': 'many', 'f': 'almost none', 'g': 'few', 'h': 'most', 'i': 'all'}, {'a': 'none', 'b': 'almost all', 'c': 'most', 'd': 'almost none', 'e': 'few', 'f': 'some', 'g': 'the smaller part', 'h': 'all', 'i': 'many'}, {'a': 'almost all', 'b': 'many', 'c': 'none', 'd': 'most', 'e': 'few', 'f': 'all', 'g': 'almost none', 'h': 'some', 'i': 'the smaller part'}, {'a': 'almost none', 'b': 'the smaller part', 'c': 'all', 'd': 'many', 'e': 'most', 'f': 'almost all', 'g': 'none', 'h': 'some', 'i': 'few'}, {'a': 'none', 'b': 'many', 'c': 'few', 'd': 'most', 'e': 'some', 'f': 'almost all', 'g': 'all', 'h': 'the smaller part', 'i': 'almost none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: none\nC: the smaller part\nD: almost all\nE: many\nF: almost none\nG: few\nH: most\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost all\nC: most\nD: almost none\nE: few\nF: some\nG: the smaller part\nH: all\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: many\nC: none\nD: most\nE: few\nF: all\nG: almost none\nH: some\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: the smaller part\nC: all\nD: many\nE: most\nF: almost all\nG: none\nH: some\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: many\nC: few\nD: most\nE: some\nF: almost all\nG: all\nH: the smaller part\nI: almost none\nAnswer:']"
303,data/images/quantifier/test_303.png,"[['B'], ['A'], ['B'], ['B'], ['B']]","[{'a': 'some', 'b': 'none', 'c': 'most', 'd': 'almost all', 'e': 'almost none', 'f': 'many', 'g': 'few', 'h': 'the smaller part', 'i': 'all'}, {'a': 'all', 'b': 'none', 'c': 'most', 'd': 'some', 'e': 'almost all', 'f': 'the smaller part', 'g': 'few', 'h': 'almost none', 'i': 'many'}, {'a': 'many', 'b': 'some', 'c': 'the smaller part', 'd': 'almost all', 'e': 'all', 'f': 'most', 'g': 'almost none', 'h': 'few', 'i': 'none'}, {'a': 'none', 'b': 'almost none', 'c': 'all', 'd': 'many', 'e': 'few', 'f': 'almost all', 'g': 'some', 'h': 'the smaller part', 'i': 'most'}, {'a': 'almost all', 'b': 'most', 'c': 'many', 'd': 'the smaller part', 'e': 'some', 'f': 'all', 'g': 'few', 'h': 'almost none', 'i': 'none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: none\nC: most\nD: almost all\nE: almost none\nF: many\nG: few\nH: the smaller part\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: none\nC: most\nD: some\nE: almost all\nF: the smaller part\nG: few\nH: almost none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: some\nC: the smaller part\nD: almost all\nE: all\nF: most\nG: almost none\nH: few\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost none\nC: all\nD: many\nE: few\nF: almost all\nG: some\nH: the smaller part\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: most\nC: many\nD: the smaller part\nE: some\nF: all\nG: few\nH: almost none\nI: none\nAnswer:']"
