index,image,llava_filtered_output
2472,data/images/quantifier/test_2472.png,"['almost all', 'all', 'the smaller part', 'some', 'all']"
2054,data/images/quantifier/test_2054.png,"['some', 'almost all', 'almost all', 'some', 'many']"
2111,data/images/quantifier/test_2111.png,"['almost all', 'almost all', 'few', 'few', 'few']"
2019,data/images/quantifier/test_2019.png,"['many', 'many', 'almost all', 'many', 'almost all']"
2031,data/images/quantifier/test_2031.png,"['few', 'some', 'almost all', 'almost all', 'some']"
2137,data/images/quantifier/test_2137.png,"['almost all', 'all', 'some', 'many', 'many']"
2135,data/images/quantifier/test_2135.png,"['all', 'all', 'some', 'almost all', 'many']"
1486,data/images/quantifier/test_1486.png,"['most', 'some', 'the smaller part', 'the smaller part', 'all']"
1499,data/images/quantifier/test_1499.png,"['all', 'the smaller part', 'almost all', 'almost all', 'some']"
1502,data/images/quantifier/test_1502.png,"['some', 'few', 'some', 'most', 'some']"
1554,data/images/quantifier/test_1554.png,"['almost all', 'many', 'many', 'few', 'many']"
1493,data/images/quantifier/test_1493.png,"['almost all', 'the smaller part', 'most', 'many', 'some']"
1534,data/images/quantifier/test_1534.png,"['the smaller part', 'some', 'the smaller part', 'many', 'most']"
2658,data/images/quantifier/test_2658.png,"['the smaller part', 'almost all', 'almost none', 'most', 'few']"
2632,data/images/quantifier/test_2632.png,"['many', 'some', 'almost all', 'almost all', 'most']"
2789,data/images/quantifier/test_2789.png,"['almost all', 'many', 'many', 'many', 'almost all']"
2655,data/images/quantifier/test_2655.png,"['most', 'many', 'many', 'almost all', 'almost all']"
2603,data/images/quantifier/test_2603.png,"['many', 'almost all', 'many', 'almost all', 'all']"
2731,data/images/quantifier/test_2731.png,"['some', 'some', 'some', 'all', 'some']"
1982,data/images/quantifier/test_1982.png,"['some', 'almost all', 'all', 'the smaller part', 'some']"
1878,data/images/quantifier/test_1878.png,"['all', 'most', 'some', 'almost all', 'none']"
1912,data/images/quantifier/test_1912.png,"['almost all', 'almost all', 'all', 'few', 'the smaller part']"
1947,data/images/quantifier/test_1947.png,"['almost none', 'the smaller part', 'many', 'none', 'almost all']"
1858,data/images/quantifier/test_1858.png,"['most', 'almost none', 'many', 'all', 'all']"
1965,data/images/quantifier/test_1965.png,"['some', 'many', 'few', 'some', 'most']"
2893,data/images/quantifier/test_2893.png,"['many', 'many', 'many', 'many', 'some']"
2892,data/images/quantifier/test_2892.png,"['many', 'almost all', 'some', 'many', 'many']"
2945,data/images/quantifier/test_2945.png,"['many', 'all', 'some', 'some', 'many']"
2883,data/images/quantifier/test_2883.png,"['almost all', 'many', 'some', 'some', 'few']"
2985,data/images/quantifier/test_2985.png,"['some', 'the smaller part', 'some', 'almost all', 'most']"
2817,data/images/quantifier/test_2817.png,"['all', 'some', 'all', 'all', 'almost all']"
3139,data/images/quantifier/test_3139.png,"['many', 'all', 'many', 'all', 'almost all']"
3145,data/images/quantifier/test_3145.png,"['many', 'almost all', 'almost all', 'almost all', 'all']"
3157,data/images/quantifier/test_3157.png,"['many', 'almost all', 'many', 'some', 'many']"
3184,data/images/quantifier/test_3184.png,"['almost all', 'almost all', 'many', 'almost all', 'almost all']"
3110,data/images/quantifier/test_3110.png,"['many', 'almost all', 'many', 'many', 'many']"
3004,data/images/quantifier/test_3004.png,"['almost all', 'many', 'many', 'almost all', 'most']"
3310,data/images/quantifier/test_3310.png,"['all', 'all', 'most', 'most', 'the smaller part']"
3327,data/images/quantifier/test_3327.png,"['some', 'all', 'most', 'almost all', 'all']"
3249,data/images/quantifier/test_3249.png,"['many', 'many', 'most', 'all', 'most']"
3348,data/images/quantifier/test_3348.png,"['all', 'some', 'all', 'many', 'almost none']"
3353,data/images/quantifier/test_3353.png,"['many', 'most', 'almost all', 'some', 'many']"
3268,data/images/quantifier/test_3268.png,"['many', 'almost all', 'the smaller part', 'many', 'almost all']"
