index,image_file,llava_output,shuffled_options,prompted_questions
335,data/images/quantifier/test_335.png,"[['A'], ['D'], ['B'], ['B'], ['B']]","[{'a': 'most', 'b': 'all', 'c': 'some', 'd': 'almost all', 'e': 'few', 'f': 'almost none', 'g': 'many', 'h': 'the smaller part', 'i': 'none'}, {'a': 'many', 'b': 'few', 'c': 'all', 'd': 'almost all', 'e': 'some', 'f': 'the smaller part', 'g': 'none', 'h': 'almost none', 'i': 'most'}, {'a': 'most', 'b': 'some', 'c': 'all', 'd': 'many', 'e': 'almost all', 'f': 'none', 'g': 'the smaller part', 'h': 'few', 'i': 'almost none'}, {'a': 'some', 'b': 'the smaller part', 'c': 'most', 'd': 'none', 'e': 'all', 'f': 'few', 'g': 'many', 'h': 'almost all', 'i': 'almost none'}, {'a': 'some', 'b': 'almost all', 'c': 'almost none', 'd': 'all', 'e': 'the smaller part', 'f': 'many', 'g': 'none', 'h': 'most', 'i': 'few'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: all\nC: some\nD: almost all\nE: few\nF: almost none\nG: many\nH: the smaller part\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: few\nC: all\nD: almost all\nE: some\nF: the smaller part\nG: none\nH: almost none\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: some\nC: all\nD: many\nE: almost all\nF: none\nG: the smaller part\nH: few\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: the smaller part\nC: most\nD: none\nE: all\nF: few\nG: many\nH: almost all\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: almost all\nC: almost none\nD: all\nE: the smaller part\nF: many\nG: none\nH: most\nI: few\nAnswer:']"
340,data/images/quantifier/test_340.png,"[['A: none'], ['B'], ['B'], ['I: none'], ['B']]","[{'a': 'none', 'b': 'few', 'c': 'all', 'd': 'many', 'e': 'most', 'f': 'some', 'g': 'the smaller part', 'h': 'almost none', 'i': 'almost all'}, {'a': 'all', 'b': 'some', 'c': 'few', 'd': 'most', 'e': 'the smaller part', 'f': 'almost all', 'g': 'many', 'h': 'none', 'i': 'almost none'}, {'a': 'none', 'b': 'almost all', 'c': 'all', 'd': 'many', 'e': 'most', 'f': 'some', 'g': 'the smaller part', 'h': 'few', 'i': 'almost none'}, {'a': 'the smaller part', 'b': 'all', 'c': 'most', 'd': 'almost all', 'e': 'some', 'f': 'almost none', 'g': 'many', 'h': 'few', 'i': 'none'}, {'a': 'all', 'b': 'some', 'c': 'almost none', 'd': 'most', 'e': 'almost all', 'f': 'the smaller part', 'g': 'few', 'h': 'many', 'i': 'none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: few\nC: all\nD: many\nE: most\nF: some\nG: the smaller part\nH: almost none\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: some\nC: few\nD: most\nE: the smaller part\nF: almost all\nG: many\nH: none\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost all\nC: all\nD: many\nE: most\nF: some\nG: the smaller part\nH: few\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: all\nC: most\nD: almost all\nE: some\nF: almost none\nG: many\nH: few\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: some\nC: almost none\nD: most\nE: almost all\nF: the smaller part\nG: few\nH: many\nI: none\nAnswer:']"
345,data/images/quantifier/test_345.png,"[['A: almost none'], ['A: almost none'], ['A: almost all'], ['B'], ['D']]","[{'a': 'almost none', 'b': 'few', 'c': 'all', 'd': 'many', 'e': 'some', 'f': 'most', 'g': 'almost all', 'h': 'none', 'i': 'the smaller part'}, {'a': 'almost none', 'b': 'some', 'c': 'all', 'd': 'almost all', 'e': 'most', 'f': 'few', 'g': 'the smaller part', 'h': 'none', 'i': 'many'}, {'a': 'almost all', 'b': 'few', 'c': 'none', 'd': 'the smaller part', 'e': 'most', 'f': 'all', 'g': 'almost none', 'h': 'some', 'i': 'many'}, {'a': 'some', 'b': 'none', 'c': 'almost all', 'd': 'most', 'e': 'few', 'f': 'the smaller part', 'g': 'almost none', 'h': 'many', 'i': 'all'}, {'a': 'all', 'b': 'most', 'c': 'almost none', 'd': 'some', 'e': 'many', 'f': 'almost all', 'g': 'the smaller part', 'h': 'few', 'i': 'none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: few\nC: all\nD: many\nE: some\nF: most\nG: almost all\nH: none\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: some\nC: all\nD: almost all\nE: most\nF: few\nG: the smaller part\nH: none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: few\nC: none\nD: the smaller part\nE: most\nF: all\nG: almost none\nH: some\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: none\nC: almost all\nD: most\nE: few\nF: the smaller part\nG: almost none\nH: many\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: most\nC: almost none\nD: some\nE: many\nF: almost all\nG: the smaller part\nH: few\nI: none\nAnswer:']"
348,data/images/quantifier/test_348.png,"[['I: few'], ['C'], ['A: none'], ['B'], ['B']]","[{'a': 'almost all', 'b': 'most', 'c': 'the smaller part', 'd': 'none', 'e': 'almost none', 'f': 'all', 'g': 'some', 'h': 'many', 'i': 'few'}, {'a': 'all', 'b': 'none', 'c': 'some', 'd': 'the smaller part', 'e': 'almost none', 'f': 'most', 'g': 'few', 'h': 'almost all', 'i': 'many'}, {'a': 'none', 'b': 'almost all', 'c': 'few', 'd': 'some', 'e': 'many', 'f': 'most', 'g': 'the smaller part', 'h': 'all', 'i': 'almost none'}, {'a': 'most', 'b': 'some', 'c': 'few', 'd': 'many', 'e': 'almost none', 'f': 'the smaller part', 'g': 'none', 'h': 'almost all', 'i': 'all'}, {'a': 'almost none', 'b': 'most', 'c': 'none', 'd': 'the smaller part', 'e': 'all', 'f': 'few', 'g': 'some', 'h': 'almost all', 'i': 'many'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: most\nC: the smaller part\nD: none\nE: almost none\nF: all\nG: some\nH: many\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: none\nC: some\nD: the smaller part\nE: almost none\nF: most\nG: few\nH: almost all\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost all\nC: few\nD: some\nE: many\nF: most\nG: the smaller part\nH: all\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: some\nC: few\nD: many\nE: almost none\nF: the smaller part\nG: none\nH: almost all\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: most\nC: none\nD: the smaller part\nE: all\nF: few\nG: some\nH: almost all\nI: many\nAnswer:']"
351,data/images/quantifier/test_351.png,"[['D'], ['D'], ['A'], ['B'], ['D: none']]","[{'a': 'almost all', 'b': 'the smaller part', 'c': 'all', 'd': 'many', 'e': 'almost none', 'f': 'none', 'g': 'some', 'h': 'most', 'i': 'few'}, {'a': 'all', 'b': 'few', 'c': 'most', 'd': 'the smaller part', 'e': 'some', 'f': 'almost all', 'g': 'almost none', 'h': 'many', 'i': 'none'}, {'a': 'all', 'b': 'some', 'c': 'almost all', 'd': 'few', 'e': 'almost none', 'f': 'none', 'g': 'the smaller part', 'h': 'most', 'i': 'many'}, {'a': 'none', 'b': 'almost all', 'c': 'few', 'd': 'almost none', 'e': 'all', 'f': 'most', 'g': 'some', 'h': 'many', 'i': 'the smaller part'}, {'a': 'few', 'b': 'some', 'c': 'none', 'd': 'most', 'e': 'almost none', 'f': 'many', 'g': 'almost all', 'h': 'the smaller part', 'i': 'all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: the smaller part\nC: all\nD: many\nE: almost none\nF: none\nG: some\nH: most\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: few\nC: most\nD: the smaller part\nE: some\nF: almost all\nG: almost none\nH: many\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: some\nC: almost all\nD: few\nE: almost none\nF: none\nG: the smaller part\nH: most\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost all\nC: few\nD: almost none\nE: all\nF: most\nG: some\nH: many\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: some\nC: none\nD: most\nE: almost none\nF: many\nG: almost all\nH: the smaller part\nI: all\nAnswer:']"
357,data/images/quantifier/test_357.png,"[['B'], ['A: none'], ['B: none'], ['B'], ['I']]","[{'a': 'few', 'b': 'many', 'c': 'all', 'd': 'most', 'e': 'some', 'f': 'almost none', 'g': 'almost all', 'h': 'none', 'i': 'the smaller part'}, {'a': 'none', 'b': 'few', 'c': 'some', 'd': 'almost all', 'e': 'almost none', 'f': 'all', 'g': 'most', 'h': 'many', 'i': 'the smaller part'}, {'a': 'few', 'b': 'none', 'c': 'many', 'd': 'all', 'e': 'most', 'f': 'almost all', 'g': 'almost none', 'h': 'the smaller part', 'i': 'some'}, {'a': 'many', 'b': 'some', 'c': 'the smaller part', 'd': 'few', 'e': 'all', 'f': 'almost all', 'g': 'none', 'h': 'almost none', 'i': 'most'}, {'a': 'almost all', 'b': 'most', 'c': 'all', 'd': 'the smaller part', 'e': 'many', 'f': 'some', 'g': 'few', 'h': 'almost none', 'i': 'none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: many\nC: all\nD: most\nE: some\nF: almost none\nG: almost all\nH: none\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: few\nC: some\nD: almost all\nE: almost none\nF: all\nG: most\nH: many\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: none\nC: many\nD: all\nE: most\nF: almost all\nG: almost none\nH: the smaller part\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: some\nC: the smaller part\nD: few\nE: all\nF: almost all\nG: none\nH: almost none\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: most\nC: all\nD: the smaller part\nE: many\nF: some\nG: few\nH: almost none\nI: none\nAnswer:']"
358,data/images/quantifier/test_358.png,"[['A: none'], ['A: none'], ['A: none'], ['A'], ['D']]","[{'a': 'none', 'b': 'few', 'c': 'all', 'd': 'the smaller part', 'e': 'many', 'f': 'almost none', 'g': 'some', 'h': 'almost all', 'i': 'most'}, {'a': 'none', 'b': 'many', 'c': 'all', 'd': 'almost all', 'e': 'almost none', 'f': 'the smaller part', 'g': 'few', 'h': 'most', 'i': 'some'}, {'a': 'none', 'b': 'many', 'c': 'almost none', 'd': 'most', 'e': 'all', 'f': 'almost all', 'g': 'few', 'h': 'the smaller part', 'i': 'some'}, {'a': 'many', 'b': 'some', 'c': 'almost all', 'd': 'all', 'e': 'none', 'f': 'few', 'g': 'most', 'h': 'the smaller part', 'i': 'almost none'}, {'a': 'most', 'b': 'all', 'c': 'almost none', 'd': 'some', 'e': 'almost all', 'f': 'few', 'g': 'many', 'h': 'the smaller part', 'i': 'none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: few\nC: all\nD: the smaller part\nE: many\nF: almost none\nG: some\nH: almost all\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: many\nC: all\nD: almost all\nE: almost none\nF: the smaller part\nG: few\nH: most\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: many\nC: almost none\nD: most\nE: all\nF: almost all\nG: few\nH: the smaller part\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: some\nC: almost all\nD: all\nE: none\nF: few\nG: most\nH: the smaller part\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: all\nC: almost none\nD: some\nE: almost all\nF: few\nG: many\nH: the smaller part\nI: none\nAnswer:']"
362,data/images/quantifier/test_362.png,"[['E'], ['B'], ['E'], ['A'], ['B']]","[{'a': 'almost all', 'b': 'some', 'c': 'many', 'd': 'all', 'e': 'none', 'f': 'few', 'g': 'most', 'h': 'almost none', 'i': 'the smaller part'}, {'a': 'almost none', 'b': 'some', 'c': 'many', 'd': 'most', 'e': 'the smaller part', 'f': 'almost all', 'g': 'all', 'h': 'none', 'i': 'few'}, {'a': 'some', 'b': 'almost all', 'c': 'many', 'd': 'most', 'e': 'few', 'f': 'almost none', 'g': 'none', 'h': 'all', 'i': 'the smaller part'}, {'a': 'some', 'b': 'many', 'c': 'the smaller part', 'd': 'all', 'e': 'none', 'f': 'almost none', 'g': 'most', 'h': 'almost all', 'i': 'few'}, {'a': 'some', 'b': 'the smaller part', 'c': 'few', 'd': 'almost all', 'e': 'none', 'f': 'most', 'g': 'all', 'h': 'almost none', 'i': 'many'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: some\nC: many\nD: all\nE: none\nF: few\nG: most\nH: almost none\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: some\nC: many\nD: most\nE: the smaller part\nF: almost all\nG: all\nH: none\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: almost all\nC: many\nD: most\nE: few\nF: almost none\nG: none\nH: all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: many\nC: the smaller part\nD: all\nE: none\nF: almost none\nG: most\nH: almost all\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: the smaller part\nC: few\nD: almost all\nE: none\nF: most\nG: all\nH: almost none\nI: many\nAnswer:']"
363,data/images/quantifier/test_363.png,"[['B'], ['D'], ['D'], ['B'], ['A']]","[{'a': 'none', 'b': 'some', 'c': 'almost all', 'd': 'most', 'e': 'few', 'f': 'all', 'g': 'many', 'h': 'the smaller part', 'i': 'almost none'}, {'a': 'many', 'b': 'all', 'c': 'almost all', 'd': 'some', 'e': 'few', 'f': 'none', 'g': 'almost none', 'h': 'most', 'i': 'the smaller part'}, {'a': 'almost none', 'b': 'most', 'c': 'many', 'd': 'none', 'e': 'almost all', 'f': 'few', 'g': 'the smaller part', 'h': 'all', 'i': 'some'}, {'a': 'few', 'b': 'the smaller part', 'c': 'some', 'd': 'almost all', 'e': 'almost none', 'f': 'all', 'g': 'many', 'h': 'most', 'i': 'none'}, {'a': 'few', 'b': 'almost none', 'c': 'the smaller part', 'd': 'most', 'e': 'some', 'f': 'almost all', 'g': 'many', 'h': 'all', 'i': 'none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: some\nC: almost all\nD: most\nE: few\nF: all\nG: many\nH: the smaller part\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: all\nC: almost all\nD: some\nE: few\nF: none\nG: almost none\nH: most\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: most\nC: many\nD: none\nE: almost all\nF: few\nG: the smaller part\nH: all\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: the smaller part\nC: some\nD: almost all\nE: almost none\nF: all\nG: many\nH: most\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost none\nC: the smaller part\nD: most\nE: some\nF: almost all\nG: many\nH: all\nI: none\nAnswer:']"
371,data/images/quantifier/test_371.png,"[['F'], ['I: none'], ['D'], ['D'], ['D']]","[{'a': 'almost none', 'b': 'few', 'c': 'the smaller part', 'd': 'some', 'e': 'all', 'f': 'none', 'g': 'most', 'h': 'many', 'i': 'almost all'}, {'a': 'some', 'b': 'most', 'c': 'almost all', 'd': 'many', 'e': 'all', 'f': 'the smaller part', 'g': 'almost none', 'h': 'few', 'i': 'none'}, {'a': 'many', 'b': 'the smaller part', 'c': 'most', 'd': 'none', 'e': 'almost none', 'f': 'some', 'g': 'all', 'h': 'almost all', 'i': 'few'}, {'a': 'many', 'b': 'almost all', 'c': 'few', 'd': 'none', 'e': 'most', 'f': 'all', 'g': 'the smaller part', 'h': 'some', 'i': 'almost none'}, {'a': 'most', 'b': 'all', 'c': 'almost all', 'd': 'none', 'e': 'few', 'f': 'almost none', 'g': 'the smaller part', 'h': 'some', 'i': 'many'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: few\nC: the smaller part\nD: some\nE: all\nF: none\nG: most\nH: many\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: most\nC: almost all\nD: many\nE: all\nF: the smaller part\nG: almost none\nH: few\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: the smaller part\nC: most\nD: none\nE: almost none\nF: some\nG: all\nH: almost all\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost all\nC: few\nD: none\nE: most\nF: all\nG: the smaller part\nH: some\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: all\nC: almost all\nD: none\nE: few\nF: almost none\nG: the smaller part\nH: some\nI: many\nAnswer:']"
374,data/images/quantifier/test_374.png,"[['D'], ['A'], ['A: some'], ['D'], ['D']]","[{'a': 'many', 'b': 'few', 'c': 'almost none', 'd': 'none', 'e': 'some', 'f': 'most', 'g': 'all', 'h': 'the smaller part', 'i': 'almost all'}, {'a': 'none', 'b': 'the smaller part', 'c': 'some', 'd': 'most', 'e': 'almost none', 'f': 'all', 'g': 'many', 'h': 'few', 'i': 'almost all'}, {'a': 'some', 'b': 'most', 'c': 'the smaller part', 'd': 'few', 'e': 'almost none', 'f': 'all', 'g': 'many', 'h': 'none', 'i': 'almost all'}, {'a': 'all', 'b': 'most', 'c': 'none', 'd': 'few', 'e': 'almost all', 'f': 'almost none', 'g': 'some', 'h': 'many', 'i': 'the smaller part'}, {'a': 'almost none', 'b': 'almost all', 'c': 'many', 'd': 'few', 'e': 'none', 'f': 'some', 'g': 'most', 'h': 'all', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: few\nC: almost none\nD: none\nE: some\nF: most\nG: all\nH: the smaller part\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: the smaller part\nC: some\nD: most\nE: almost none\nF: all\nG: many\nH: few\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: most\nC: the smaller part\nD: few\nE: almost none\nF: all\nG: many\nH: none\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: most\nC: none\nD: few\nE: almost all\nF: almost none\nG: some\nH: many\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: almost all\nC: many\nD: few\nE: none\nF: some\nG: most\nH: all\nI: the smaller part\nAnswer:']"
375,data/images/quantifier/test_375.png,"[['B'], ['D'], ['A'], ['D'], ['B']]","[{'a': 'many', 'b': 'all', 'c': 'almost none', 'd': 'almost all', 'e': 'the smaller part', 'f': 'none', 'g': 'some', 'h': 'few', 'i': 'most'}, {'a': 'many', 'b': 'most', 'c': 'few', 'd': 'some', 'e': 'the smaller part', 'f': 'almost all', 'g': 'none', 'h': 'almost none', 'i': 'all'}, {'a': 'few', 'b': 'almost none', 'c': 'most', 'd': 'none', 'e': 'many', 'f': 'almost all', 'g': 'all', 'h': 'the smaller part', 'i': 'some'}, {'a': 'few', 'b': 'the smaller part', 'c': 'most', 'd': 'almost none', 'e': 'some', 'f': 'almost all', 'g': 'all', 'h': 'many', 'i': 'none'}, {'a': 'most', 'b': 'many', 'c': 'none', 'd': 'the smaller part', 'e': 'few', 'f': 'almost all', 'g': 'almost none', 'h': 'some', 'i': 'all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: all\nC: almost none\nD: almost all\nE: the smaller part\nF: none\nG: some\nH: few\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: most\nC: few\nD: some\nE: the smaller part\nF: almost all\nG: none\nH: almost none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost none\nC: most\nD: none\nE: many\nF: almost all\nG: all\nH: the smaller part\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: the smaller part\nC: most\nD: almost none\nE: some\nF: almost all\nG: all\nH: many\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: many\nC: none\nD: the smaller part\nE: few\nF: almost all\nG: almost none\nH: some\nI: all\nAnswer:']"
383,data/images/quantifier/test_383.png,"[['B'], ['B'], ['B'], ['D'], ['A']]","[{'a': 'the smaller part', 'b': 'some', 'c': 'all', 'd': 'many', 'e': 'none', 'f': 'few', 'g': 'most', 'h': 'almost all', 'i': 'almost none'}, {'a': 'some', 'b': 'almost all', 'c': 'few', 'd': 'the smaller part', 'e': 'none', 'f': 'many', 'g': 'most', 'h': 'almost none', 'i': 'all'}, {'a': 'almost all', 'b': 'the smaller part', 'c': 'most', 'd': 'none', 'e': 'many', 'f': 'almost none', 'g': 'some', 'h': 'all', 'i': 'few'}, {'a': 'few', 'b': 'all', 'c': 'the smaller part', 'd': 'none', 'e': 'most', 'f': 'almost none', 'g': 'many', 'h': 'some', 'i': 'almost all'}, {'a': 'all', 'b': 'few', 'c': 'many', 'd': 'almost all', 'e': 'some', 'f': 'none', 'g': 'almost none', 'h': 'the smaller part', 'i': 'most'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: some\nC: all\nD: many\nE: none\nF: few\nG: most\nH: almost all\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: almost all\nC: few\nD: the smaller part\nE: none\nF: many\nG: most\nH: almost none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: the smaller part\nC: most\nD: none\nE: many\nF: almost none\nG: some\nH: all\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: all\nC: the smaller part\nD: none\nE: most\nF: almost none\nG: many\nH: some\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: few\nC: many\nD: almost all\nE: some\nF: none\nG: almost none\nH: the smaller part\nI: most\nAnswer:']"
385,data/images/quantifier/test_385.png,"[['A'], ['B'], ['I: few'], ['B'], ['B']]","[{'a': 'all', 'b': 'few', 'c': 'most', 'd': 'many', 'e': 'none', 'f': 'some', 'g': 'almost none', 'h': 'the smaller part', 'i': 'almost all'}, {'a': 'all', 'b': 'some', 'c': 'none', 'd': 'almost none', 'e': 'almost all', 'f': 'most', 'g': 'the smaller part', 'h': 'many', 'i': 'few'}, {'a': 'some', 'b': 'all', 'c': 'many', 'd': 'the smaller part', 'e': 'almost none', 'f': 'almost all', 'g': 'most', 'h': 'none', 'i': 'few'}, {'a': 'almost none', 'b': 'almost all', 'c': 'many', 'd': 'all', 'e': 'most', 'f': 'the smaller part', 'g': 'few', 'h': 'none', 'i': 'some'}, {'a': 'most', 'b': 'some', 'c': 'few', 'd': 'the smaller part', 'e': 'none', 'f': 'all', 'g': 'almost none', 'h': 'almost all', 'i': 'many'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: few\nC: most\nD: many\nE: none\nF: some\nG: almost none\nH: the smaller part\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: some\nC: none\nD: almost none\nE: almost all\nF: most\nG: the smaller part\nH: many\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: all\nC: many\nD: the smaller part\nE: almost none\nF: almost all\nG: most\nH: none\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: almost all\nC: many\nD: all\nE: most\nF: the smaller part\nG: few\nH: none\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: some\nC: few\nD: the smaller part\nE: none\nF: all\nG: almost none\nH: almost all\nI: many\nAnswer:']"
387,data/images/quantifier/test_387.png,"[['B: almost none'], ['I: some'], ['B: almost none'], ['D'], ['A']]","[{'a': 'few', 'b': 'almost none', 'c': 'some', 'd': 'the smaller part', 'e': 'most', 'f': 'all', 'g': 'almost all', 'h': 'none', 'i': 'many'}, {'a': 'few', 'b': 'all', 'c': 'the smaller part', 'd': 'most', 'e': 'almost all', 'f': 'many', 'g': 'none', 'h': 'almost none', 'i': 'some'}, {'a': 'all', 'b': 'almost none', 'c': 'the smaller part', 'd': 'many', 'e': 'almost all', 'f': 'few', 'g': 'none', 'h': 'most', 'i': 'some'}, {'a': 'many', 'b': 'some', 'c': 'most', 'd': 'few', 'e': 'all', 'f': 'almost none', 'g': 'almost all', 'h': 'none', 'i': 'the smaller part'}, {'a': 'almost all', 'b': 'all', 'c': 'most', 'd': 'none', 'e': 'many', 'f': 'few', 'g': 'some', 'h': 'the smaller part', 'i': 'almost none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost none\nC: some\nD: the smaller part\nE: most\nF: all\nG: almost all\nH: none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: all\nC: the smaller part\nD: most\nE: almost all\nF: many\nG: none\nH: almost none\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost none\nC: the smaller part\nD: many\nE: almost all\nF: few\nG: none\nH: most\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: some\nC: most\nD: few\nE: all\nF: almost none\nG: almost all\nH: none\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: all\nC: most\nD: none\nE: many\nF: few\nG: some\nH: the smaller part\nI: almost none\nAnswer:']"
