index,image,llava_output,shuffled_options,prompted_questions
793,data/images/quantifier/test_793.png,"[['A: none'], ['B'], ['B'], ['E'], ['I: few']]","[{'a': 'none', 'b': 'the smaller part', 'c': 'almost all', 'd': 'some', 'e': 'few', 'f': 'many', 'g': 'almost none', 'h': 'all', 'i': 'most'}, {'a': 'the smaller part', 'b': 'many', 'c': 'almost none', 'd': 'all', 'e': 'almost all', 'f': 'some', 'g': 'most', 'h': 'few', 'i': 'none'}, {'a': 'many', 'b': 'the smaller part', 'c': 'few', 'd': 'none', 'e': 'some', 'f': 'most', 'g': 'all', 'h': 'almost all', 'i': 'almost none'}, {'a': 'almost all', 'b': 'none', 'c': 'all', 'd': 'the smaller part', 'e': 'some', 'f': 'many', 'g': 'few', 'h': 'most', 'i': 'almost none'}, {'a': 'almost all', 'b': 'many', 'c': 'some', 'd': 'most', 'e': 'all', 'f': 'the smaller part', 'g': 'none', 'h': 'almost none', 'i': 'few'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: the smaller part\nC: almost all\nD: some\nE: few\nF: many\nG: almost none\nH: all\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: many\nC: almost none\nD: all\nE: almost all\nF: some\nG: most\nH: few\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: the smaller part\nC: few\nD: none\nE: some\nF: most\nG: all\nH: almost all\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: none\nC: all\nD: the smaller part\nE: some\nF: many\nG: few\nH: most\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: many\nC: some\nD: most\nE: all\nF: the smaller part\nG: none\nH: almost none\nI: few\nAnswer:']"
615,data/images/quantifier/test_615.png,"[['B'], ['I: some'], ['A'], ['B'], ['D: all']]","[{'a': 'almost none', 'b': 'the smaller part', 'c': 'few', 'd': 'many', 'e': 'none', 'f': 'almost all', 'g': 'all', 'h': 'most', 'i': 'some'}, {'a': 'the smaller part', 'b': 'many', 'c': 'few', 'd': 'most', 'e': 'all', 'f': 'almost all', 'g': 'almost none', 'h': 'none', 'i': 'some'}, {'a': 'the smaller part', 'b': 'all', 'c': 'some', 'd': 'most', 'e': 'many', 'f': 'almost none', 'g': 'few', 'h': 'almost all', 'i': 'none'}, {'a': 'almost none', 'b': 'many', 'c': 'most', 'd': 'all', 'e': 'the smaller part', 'f': 'few', 'g': 'none', 'h': 'almost all', 'i': 'some'}, {'a': 'few', 'b': 'many', 'c': 'all', 'd': 'almost none', 'e': 'the smaller part', 'f': 'none', 'g': 'some', 'h': 'most', 'i': 'almost all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: the smaller part\nC: few\nD: many\nE: none\nF: almost all\nG: all\nH: most\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: many\nC: few\nD: most\nE: all\nF: almost all\nG: almost none\nH: none\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: all\nC: some\nD: most\nE: many\nF: almost none\nG: few\nH: almost all\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: many\nC: most\nD: all\nE: the smaller part\nF: few\nG: none\nH: almost all\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: many\nC: all\nD: almost none\nE: the smaller part\nF: none\nG: some\nH: most\nI: almost all\nAnswer:']"
737,data/images/quantifier/test_737.png,"[['C'], ['I: none'], ['D'], ['D'], ['F']]","[{'a': 'many', 'b': 'some', 'c': 'few', 'd': 'most', 'e': 'almost none', 'f': 'the smaller part', 'g': 'almost all', 'h': 'none', 'i': 'all'}, {'a': 'almost none', 'b': 'the smaller part', 'c': 'some', 'd': 'few', 'e': 'almost all', 'f': 'most', 'g': 'all', 'h': 'many', 'i': 'none'}, {'a': 'none', 'b': 'all', 'c': 'many', 'd': 'few', 'e': 'the smaller part', 'f': 'almost none', 'g': 'some', 'h': 'most', 'i': 'almost all'}, {'a': 'most', 'b': 'almost none', 'c': 'some', 'd': 'the smaller part', 'e': 'none', 'f': 'few', 'g': 'almost all', 'h': 'many', 'i': 'all'}, {'a': 'some', 'b': 'many', 'c': 'most', 'd': 'almost all', 'e': 'few', 'f': 'none', 'g': 'almost none', 'h': 'all', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: some\nC: few\nD: most\nE: almost none\nF: the smaller part\nG: almost all\nH: none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: the smaller part\nC: some\nD: few\nE: almost all\nF: most\nG: all\nH: many\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: all\nC: many\nD: few\nE: the smaller part\nF: almost none\nG: some\nH: most\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost none\nC: some\nD: the smaller part\nE: none\nF: few\nG: almost all\nH: many\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: many\nC: most\nD: almost all\nE: few\nF: none\nG: almost none\nH: all\nI: the smaller part\nAnswer:']"
758,data/images/quantifier/test_758.png,"[['D'], ['D'], ['A: none'], ['D'], ['B']]","[{'a': 'all', 'b': 'the smaller part', 'c': 'none', 'd': 'some', 'e': 'few', 'f': 'many', 'g': 'almost none', 'h': 'almost all', 'i': 'most'}, {'a': 'many', 'b': 'some', 'c': 'few', 'd': 'almost all', 'e': 'the smaller part', 'f': 'all', 'g': 'most', 'h': 'almost none', 'i': 'none'}, {'a': 'none', 'b': 'some', 'c': 'the smaller part', 'd': 'almost all', 'e': 'all', 'f': 'almost none', 'g': 'few', 'h': 'most', 'i': 'many'}, {'a': 'many', 'b': 'most', 'c': 'none', 'd': 'few', 'e': 'all', 'f': 'some', 'g': 'almost all', 'h': 'almost none', 'i': 'the smaller part'}, {'a': 'few', 'b': 'almost none', 'c': 'all', 'd': 'some', 'e': 'none', 'f': 'most', 'g': 'almost all', 'h': 'the smaller part', 'i': 'many'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: the smaller part\nC: none\nD: some\nE: few\nF: many\nG: almost none\nH: almost all\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: some\nC: few\nD: almost all\nE: the smaller part\nF: all\nG: most\nH: almost none\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: some\nC: the smaller part\nD: almost all\nE: all\nF: almost none\nG: few\nH: most\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: most\nC: none\nD: few\nE: all\nF: some\nG: almost all\nH: almost none\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost none\nC: all\nD: some\nE: none\nF: most\nG: almost all\nH: the smaller part\nI: many\nAnswer:']"
474,data/images/quantifier/test_474.png,"[['A'], ['A: none'], ['C'], ['E'], ['B']]","[{'a': 'all', 'b': 'none', 'c': 'most', 'd': 'almost all', 'e': 'few', 'f': 'the smaller part', 'g': 'almost none', 'h': 'many', 'i': 'some'}, {'a': 'none', 'b': 'some', 'c': 'the smaller part', 'd': 'all', 'e': 'few', 'f': 'almost none', 'g': 'most', 'h': 'almost all', 'i': 'many'}, {'a': 'almost all', 'b': 'most', 'c': 'almost none', 'd': 'some', 'e': 'none', 'f': 'many', 'g': 'few', 'h': 'all', 'i': 'the smaller part'}, {'a': 'few', 'b': 'some', 'c': 'almost none', 'd': 'many', 'e': 'none', 'f': 'almost all', 'g': 'most', 'h': 'all', 'i': 'the smaller part'}, {'a': 'almost all', 'b': 'none', 'c': 'some', 'd': 'most', 'e': 'many', 'f': 'few', 'g': 'almost none', 'h': 'all', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: none\nC: most\nD: almost all\nE: few\nF: the smaller part\nG: almost none\nH: many\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: some\nC: the smaller part\nD: all\nE: few\nF: almost none\nG: most\nH: almost all\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: most\nC: almost none\nD: some\nE: none\nF: many\nG: few\nH: all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: some\nC: almost none\nD: many\nE: none\nF: almost all\nG: most\nH: all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: none\nC: some\nD: most\nE: many\nF: few\nG: almost none\nH: all\nI: the smaller part\nAnswer:']"
558,data/images/quantifier/test_558.png,"[['E'], ['F'], ['A: none'], ['B'], ['A']]","[{'a': 'none', 'b': 'almost all', 'c': 'all', 'd': 'almost none', 'e': 'some', 'f': 'many', 'g': 'the smaller part', 'h': 'few', 'i': 'most'}, {'a': 'none', 'b': 'almost all', 'c': 'almost none', 'd': 'most', 'e': 'some', 'f': 'few', 'g': 'the smaller part', 'h': 'all', 'i': 'many'}, {'a': 'none', 'b': 'all', 'c': 'some', 'd': 'many', 'e': 'few', 'f': 'almost none', 'g': 'almost all', 'h': 'most', 'i': 'the smaller part'}, {'a': 'all', 'b': 'the smaller part', 'c': 'none', 'd': 'almost none', 'e': 'few', 'f': 'almost all', 'g': 'many', 'h': 'some', 'i': 'most'}, {'a': 'few', 'b': 'most', 'c': 'almost none', 'd': 'some', 'e': 'the smaller part', 'f': 'all', 'g': 'none', 'h': 'almost all', 'i': 'many'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost all\nC: all\nD: almost none\nE: some\nF: many\nG: the smaller part\nH: few\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost all\nC: almost none\nD: most\nE: some\nF: few\nG: the smaller part\nH: all\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: all\nC: some\nD: many\nE: few\nF: almost none\nG: almost all\nH: most\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: the smaller part\nC: none\nD: almost none\nE: few\nF: almost all\nG: many\nH: some\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: most\nC: almost none\nD: some\nE: the smaller part\nF: all\nG: none\nH: almost all\nI: many\nAnswer:']"
512,data/images/quantifier/test_512.png,"[['B'], ['D'], ['B: none'], ['B'], ['I']]","[{'a': 'most', 'b': 'many', 'c': 'few', 'd': 'the smaller part', 'e': 'all', 'f': 'none', 'g': 'almost none', 'h': 'some', 'i': 'almost all'}, {'a': 'the smaller part', 'b': 'many', 'c': 'most', 'd': 'none', 'e': 'few', 'f': 'all', 'g': 'almost all', 'h': 'almost none', 'i': 'some'}, {'a': 'few', 'b': 'none', 'c': 'the smaller part', 'd': 'all', 'e': 'almost all', 'f': 'some', 'g': 'almost none', 'h': 'most', 'i': 'many'}, {'a': 'some', 'b': 'few', 'c': 'the smaller part', 'd': 'all', 'e': 'almost all', 'f': 'none', 'g': 'many', 'h': 'most', 'i': 'almost none'}, {'a': 'all', 'b': 'many', 'c': 'most', 'd': 'the smaller part', 'e': 'none', 'f': 'almost all', 'g': 'almost none', 'h': 'few', 'i': 'some'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: many\nC: few\nD: the smaller part\nE: all\nF: none\nG: almost none\nH: some\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: many\nC: most\nD: none\nE: few\nF: all\nG: almost all\nH: almost none\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: none\nC: the smaller part\nD: all\nE: almost all\nF: some\nG: almost none\nH: most\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: few\nC: the smaller part\nD: all\nE: almost all\nF: none\nG: many\nH: most\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: many\nC: most\nD: the smaller part\nE: none\nF: almost all\nG: almost none\nH: few\nI: some\nAnswer:']"
487,data/images/quantifier/test_487.png,"[['D'], ['D'], ['I: none'], ['B'], ['E']]","[{'a': 'some', 'b': 'few', 'c': 'most', 'd': 'the smaller part', 'e': 'all', 'f': 'many', 'g': 'almost all', 'h': 'none', 'i': 'almost none'}, {'a': 'the smaller part', 'b': 'many', 'c': 'almost none', 'd': 'none', 'e': 'some', 'f': 'almost all', 'g': 'few', 'h': 'most', 'i': 'all'}, {'a': 'the smaller part', 'b': 'some', 'c': 'almost none', 'd': 'all', 'e': 'almost all', 'f': 'most', 'g': 'few', 'h': 'many', 'i': 'none'}, {'a': 'many', 'b': 'almost none', 'c': 'the smaller part', 'd': 'all', 'e': 'some', 'f': 'few', 'g': 'none', 'h': 'most', 'i': 'almost all'}, {'a': 'many', 'b': 'few', 'c': 'most', 'd': 'all', 'e': 'the smaller part', 'f': 'some', 'g': 'almost none', 'h': 'almost all', 'i': 'none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: few\nC: most\nD: the smaller part\nE: all\nF: many\nG: almost all\nH: none\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: many\nC: almost none\nD: none\nE: some\nF: almost all\nG: few\nH: most\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: some\nC: almost none\nD: all\nE: almost all\nF: most\nG: few\nH: many\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost none\nC: the smaller part\nD: all\nE: some\nF: few\nG: none\nH: most\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: few\nC: most\nD: all\nE: the smaller part\nF: some\nG: almost none\nH: almost all\nI: none\nAnswer:']"
507,data/images/quantifier/test_507.png,"[['B'], ['G'], ['I'], ['B'], ['D']]","[{'a': 'all', 'b': 'many', 'c': 'none', 'd': 'few', 'e': 'most', 'f': 'the smaller part', 'g': 'almost none', 'h': 'some', 'i': 'almost all'}, {'a': 'most', 'b': 'almost all', 'c': 'many', 'd': 'the smaller part', 'e': 'all', 'f': 'few', 'g': 'some', 'h': 'none', 'i': 'almost none'}, {'a': 'almost none', 'b': 'almost all', 'c': 'few', 'd': 'all', 'e': 'the smaller part', 'f': 'many', 'g': 'most', 'h': 'none', 'i': 'some'}, {'a': 'most', 'b': 'almost all', 'c': 'the smaller part', 'd': 'all', 'e': 'few', 'f': 'almost none', 'g': 'none', 'h': 'some', 'i': 'many'}, {'a': 'many', 'b': 'all', 'c': 'almost all', 'd': 'the smaller part', 'e': 'almost none', 'f': 'most', 'g': 'none', 'h': 'some', 'i': 'few'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: many\nC: none\nD: few\nE: most\nF: the smaller part\nG: almost none\nH: some\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost all\nC: many\nD: the smaller part\nE: all\nF: few\nG: some\nH: none\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: almost all\nC: few\nD: all\nE: the smaller part\nF: many\nG: most\nH: none\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost all\nC: the smaller part\nD: all\nE: few\nF: almost none\nG: none\nH: some\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: all\nC: almost all\nD: the smaller part\nE: almost none\nF: most\nG: none\nH: some\nI: few\nAnswer:']"
492,data/images/quantifier/test_492.png,"[['B'], ['A'], ['G: some'], ['B'], ['D']]","[{'a': 'the smaller part', 'b': 'some', 'c': 'almost none', 'd': 'all', 'e': 'none', 'f': 'many', 'g': 'almost all', 'h': 'most', 'i': 'few'}, {'a': 'the smaller part', 'b': 'few', 'c': 'all', 'd': 'many', 'e': 'some', 'f': 'most', 'g': 'almost all', 'h': 'none', 'i': 'almost none'}, {'a': 'almost none', 'b': 'many', 'c': 'almost all', 'd': 'most', 'e': 'the smaller part', 'f': 'few', 'g': 'some', 'h': 'none', 'i': 'all'}, {'a': 'almost none', 'b': 'many', 'c': 'the smaller part', 'd': 'most', 'e': 'few', 'f': 'some', 'g': 'almost all', 'h': 'all', 'i': 'none'}, {'a': 'all', 'b': 'the smaller part', 'c': 'almost none', 'd': 'most', 'e': 'almost all', 'f': 'none', 'g': 'many', 'h': 'some', 'i': 'few'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: some\nC: almost none\nD: all\nE: none\nF: many\nG: almost all\nH: most\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: few\nC: all\nD: many\nE: some\nF: most\nG: almost all\nH: none\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: many\nC: almost all\nD: most\nE: the smaller part\nF: few\nG: some\nH: none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: many\nC: the smaller part\nD: most\nE: few\nF: some\nG: almost all\nH: all\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: the smaller part\nC: almost none\nD: most\nE: almost all\nF: none\nG: many\nH: some\nI: few\nAnswer:']"
212,data/images/quantifier/test_212.png,"[['I: almost none'], ['D'], ['B'], ['D'], ['D']]","[{'a': 'almost all', 'b': 'few', 'c': 'most', 'd': 'all', 'e': 'almost none', 'f': 'some', 'g': 'the smaller part', 'h': 'many', 'i': 'none'}, {'a': 'some', 'b': 'many', 'c': 'all', 'd': 'almost all', 'e': 'none', 'f': 'the smaller part', 'g': 'most', 'h': 'almost none', 'i': 'few'}, {'a': 'many', 'b': 'some', 'c': 'none', 'd': 'most', 'e': 'all', 'f': 'almost all', 'g': 'the smaller part', 'h': 'few', 'i': 'almost none'}, {'a': 'few', 'b': 'the smaller part', 'c': 'none', 'd': 'some', 'e': 'almost none', 'f': 'most', 'g': 'almost all', 'h': 'many', 'i': 'all'}, {'a': 'few', 'b': 'almost all', 'c': 'many', 'd': 'the smaller part', 'e': 'most', 'f': 'none', 'g': 'some', 'h': 'all', 'i': 'almost none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: few\nC: most\nD: all\nE: almost none\nF: some\nG: the smaller part\nH: many\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: many\nC: all\nD: almost all\nE: none\nF: the smaller part\nG: most\nH: almost none\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: some\nC: none\nD: most\nE: all\nF: almost all\nG: the smaller part\nH: few\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: the smaller part\nC: none\nD: some\nE: almost none\nF: most\nG: almost all\nH: many\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost all\nC: many\nD: the smaller part\nE: most\nF: none\nG: some\nH: all\nI: almost none\nAnswer:']"
260,data/images/quantifier/test_260.png,"[['A'], ['D'], ['D'], ['B: almost none'], ['D']]","[{'a': 'all', 'b': 'many', 'c': 'the smaller part', 'd': 'most', 'e': 'some', 'f': 'almost none', 'g': 'almost all', 'h': 'few', 'i': 'none'}, {'a': 'none', 'b': 'all', 'c': 'the smaller part', 'd': 'many', 'e': 'almost none', 'f': 'some', 'g': 'few', 'h': 'most', 'i': 'almost all'}, {'a': 'none', 'b': 'all', 'c': 'most', 'd': 'the smaller part', 'e': 'many', 'f': 'some', 'g': 'few', 'h': 'almost none', 'i': 'almost all'}, {'a': 'most', 'b': 'almost none', 'c': 'none', 'd': 'almost all', 'e': 'the smaller part', 'f': 'few', 'g': 'some', 'h': 'many', 'i': 'all'}, {'a': 'almost none', 'b': 'almost all', 'c': 'some', 'd': 'none', 'e': 'many', 'f': 'few', 'g': 'most', 'h': 'the smaller part', 'i': 'all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: many\nC: the smaller part\nD: most\nE: some\nF: almost none\nG: almost all\nH: few\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: all\nC: the smaller part\nD: many\nE: almost none\nF: some\nG: few\nH: most\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: all\nC: most\nD: the smaller part\nE: many\nF: some\nG: few\nH: almost none\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost none\nC: none\nD: almost all\nE: the smaller part\nF: few\nG: some\nH: many\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: almost all\nC: some\nD: none\nE: many\nF: few\nG: most\nH: the smaller part\nI: all\nAnswer:']"
326,data/images/quantifier/test_326.png,"[['A: some'], ['D'], ['B'], ['B'], ['B']]","[{'a': 'some', 'b': 'many', 'c': 'most', 'd': 'all', 'e': 'few', 'f': 'none', 'g': 'almost none', 'h': 'the smaller part', 'i': 'almost all'}, {'a': 'some', 'b': 'almost all', 'c': 'most', 'd': 'few', 'e': 'almost none', 'f': 'none', 'g': 'the smaller part', 'h': 'many', 'i': 'all'}, {'a': 'the smaller part', 'b': 'all', 'c': 'almost none', 'd': 'some', 'e': 'none', 'f': 'most', 'g': 'few', 'h': 'many', 'i': 'almost all'}, {'a': 'almost all', 'b': 'all', 'c': 'almost none', 'd': 'many', 'e': 'some', 'f': 'most', 'g': 'few', 'h': 'none', 'i': 'the smaller part'}, {'a': 'many', 'b': 'few', 'c': 'all', 'd': 'some', 'e': 'almost none', 'f': 'most', 'g': 'none', 'h': 'the smaller part', 'i': 'almost all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: many\nC: most\nD: all\nE: few\nF: none\nG: almost none\nH: the smaller part\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: almost all\nC: most\nD: few\nE: almost none\nF: none\nG: the smaller part\nH: many\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: all\nC: almost none\nD: some\nE: none\nF: most\nG: few\nH: many\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: all\nC: almost none\nD: many\nE: some\nF: most\nG: few\nH: none\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: few\nC: all\nD: some\nE: almost none\nF: most\nG: none\nH: the smaller part\nI: almost all\nAnswer:']"
384,data/images/quantifier/test_384.png,"[['B: almost none'], ['D'], ['D'], ['D'], ['I']]","[{'a': 'most', 'b': 'almost none', 'c': 'none', 'd': 'almost all', 'e': 'few', 'f': 'some', 'g': 'the smaller part', 'h': 'all', 'i': 'many'}, {'a': 'none', 'b': 'most', 'c': 'almost none', 'd': 'all', 'e': 'some', 'f': 'many', 'g': 'few', 'h': 'the smaller part', 'i': 'almost all'}, {'a': 'some', 'b': 'most', 'c': 'the smaller part', 'd': 'almost none', 'e': 'all', 'f': 'none', 'g': 'many', 'h': 'few', 'i': 'almost all'}, {'a': 'most', 'b': 'the smaller part', 'c': 'few', 'd': 'almost none', 'e': 'none', 'f': 'almost all', 'g': 'all', 'h': 'many', 'i': 'some'}, {'a': 'few', 'b': 'most', 'c': 'the smaller part', 'd': 'all', 'e': 'none', 'f': 'almost all', 'g': 'almost none', 'h': 'many', 'i': 'some'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost none\nC: none\nD: almost all\nE: few\nF: some\nG: the smaller part\nH: all\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: most\nC: almost none\nD: all\nE: some\nF: many\nG: few\nH: the smaller part\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: most\nC: the smaller part\nD: almost none\nE: all\nF: none\nG: many\nH: few\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: the smaller part\nC: few\nD: almost none\nE: none\nF: almost all\nG: all\nH: many\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: most\nC: the smaller part\nD: all\nE: none\nF: almost all\nG: almost none\nH: many\nI: some\nAnswer:']"
303,data/images/quantifier/test_303.png,"[['A'], ['B'], ['D'], ['B: almost none'], ['A']]","[{'a': 'few', 'b': 'the smaller part', 'c': 'none', 'd': 'all', 'e': 'some', 'f': 'almost all', 'g': 'most', 'h': 'almost none', 'i': 'many'}, {'a': 'most', 'b': 'some', 'c': 'the smaller part', 'd': 'many', 'e': 'few', 'f': 'almost all', 'g': 'all', 'h': 'almost none', 'i': 'none'}, {'a': 'most', 'b': 'few', 'c': 'many', 'd': 'almost none', 'e': 'all', 'f': 'none', 'g': 'the smaller part', 'h': 'some', 'i': 'almost all'}, {'a': 'few', 'b': 'almost none', 'c': 'almost all', 'd': 'some', 'e': 'none', 'f': 'all', 'g': 'most', 'h': 'many', 'i': 'the smaller part'}, {'a': 'the smaller part', 'b': 'some', 'c': 'almost all', 'd': 'most', 'e': 'all', 'f': 'none', 'g': 'many', 'h': 'few', 'i': 'almost none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: the smaller part\nC: none\nD: all\nE: some\nF: almost all\nG: most\nH: almost none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: some\nC: the smaller part\nD: many\nE: few\nF: almost all\nG: all\nH: almost none\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: few\nC: many\nD: almost none\nE: all\nF: none\nG: the smaller part\nH: some\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost none\nC: almost all\nD: some\nE: none\nF: all\nG: most\nH: many\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: some\nC: almost all\nD: most\nE: all\nF: none\nG: many\nH: few\nI: almost none\nAnswer:']"
