index,image_file,llava_output,shuffled_options,prompted_questions
997,data/images/quantifier/test_997.png,"[['A'], ['B'], ['A'], ['H'], ['B']]","[{'a': 'many', 'b': 'all', 'c': 'most', 'd': 'the smaller part', 'e': 'some', 'f': 'none', 'g': 'almost all', 'h': 'few', 'i': 'almost none'}, {'a': 'few', 'b': 'some', 'c': 'almost all', 'd': 'most', 'e': 'almost none', 'f': 'many', 'g': 'the smaller part', 'h': 'none', 'i': 'all'}, {'a': 'almost all', 'b': 'all', 'c': 'almost none', 'd': 'none', 'e': 'some', 'f': 'most', 'g': 'many', 'h': 'the smaller part', 'i': 'few'}, {'a': 'few', 'b': 'all', 'c': 'none', 'd': 'the smaller part', 'e': 'almost all', 'f': 'almost none', 'g': 'many', 'h': 'some', 'i': 'most'}, {'a': 'some', 'b': 'almost none', 'c': 'many', 'd': 'almost all', 'e': 'most', 'f': 'few', 'g': 'none', 'h': 'all', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: all\nC: most\nD: the smaller part\nE: some\nF: none\nG: almost all\nH: few\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: some\nC: almost all\nD: most\nE: almost none\nF: many\nG: the smaller part\nH: none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: all\nC: almost none\nD: none\nE: some\nF: most\nG: many\nH: the smaller part\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: all\nC: none\nD: the smaller part\nE: almost all\nF: almost none\nG: many\nH: some\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: almost none\nC: many\nD: almost all\nE: most\nF: few\nG: none\nH: all\nI: the smaller part\nAnswer:']"
999,data/images/quantifier/test_999.png,"[['H'], ['I'], ['F'], ['C'], ['E']]","[{'a': 'the smaller part', 'b': 'few', 'c': 'almost none', 'd': 'most', 'e': 'some', 'f': 'almost all', 'g': 'many', 'h': 'none', 'i': 'all'}, {'a': 'the smaller part', 'b': 'all', 'c': 'many', 'd': 'most', 'e': 'almost all', 'f': 'some', 'g': 'few', 'h': 'almost none', 'i': 'none'}, {'a': 'some', 'b': 'most', 'c': 'all', 'd': 'the smaller part', 'e': 'few', 'f': 'none', 'g': 'many', 'h': 'almost all', 'i': 'almost none'}, {'a': 'the smaller part', 'b': 'few', 'c': 'none', 'd': 'most', 'e': 'all', 'f': 'almost all', 'g': 'almost none', 'h': 'some', 'i': 'many'}, {'a': 'almost all', 'b': 'many', 'c': 'some', 'd': 'all', 'e': 'none', 'f': 'almost none', 'g': 'most', 'h': 'few', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: few\nC: almost none\nD: most\nE: some\nF: almost all\nG: many\nH: none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: all\nC: many\nD: most\nE: almost all\nF: some\nG: few\nH: almost none\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: most\nC: all\nD: the smaller part\nE: few\nF: none\nG: many\nH: almost all\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: few\nC: none\nD: most\nE: all\nF: almost all\nG: almost none\nH: some\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: many\nC: some\nD: all\nE: none\nF: almost none\nG: most\nH: few\nI: the smaller part\nAnswer:']"
1006,data/images/quantifier/test_1006.png,"[['I'], ['B'], ['D'], ['A'], ['A']]","[{'a': 'none', 'b': 'most', 'c': 'few', 'd': 'almost none', 'e': 'the smaller part', 'f': 'all', 'g': 'almost all', 'h': 'many', 'i': 'some'}, {'a': 'almost none', 'b': 'all', 'c': 'some', 'd': 'the smaller part', 'e': 'almost all', 'f': 'most', 'g': 'few', 'h': 'none', 'i': 'many'}, {'a': 'many', 'b': 'most', 'c': 'almost all', 'd': 'few', 'e': 'almost none', 'f': 'none', 'g': 'some', 'h': 'all', 'i': 'the smaller part'}, {'a': 'almost all', 'b': 'none', 'c': 'the smaller part', 'd': 'all', 'e': 'most', 'f': 'many', 'g': 'almost none', 'h': 'some', 'i': 'few'}, {'a': 'all', 'b': 'many', 'c': 'almost all', 'd': 'the smaller part', 'e': 'most', 'f': 'none', 'g': 'few', 'h': 'almost none', 'i': 'some'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: most\nC: few\nD: almost none\nE: the smaller part\nF: all\nG: almost all\nH: many\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: all\nC: some\nD: the smaller part\nE: almost all\nF: most\nG: few\nH: none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: most\nC: almost all\nD: few\nE: almost none\nF: none\nG: some\nH: all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: none\nC: the smaller part\nD: all\nE: most\nF: many\nG: almost none\nH: some\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: many\nC: almost all\nD: the smaller part\nE: most\nF: none\nG: few\nH: almost none\nI: some\nAnswer:']"
1012,data/images/quantifier/test_1012.png,"[['B'], ['D'], ['B'], ['B'], ['B']]","[{'a': 'almost none', 'b': 'few', 'c': 'many', 'd': 'almost all', 'e': 'all', 'f': 'some', 'g': 'the smaller part', 'h': 'most', 'i': 'none'}, {'a': 'most', 'b': 'many', 'c': 'the smaller part', 'd': 'almost none', 'e': 'none', 'f': 'some', 'g': 'few', 'h': 'almost all', 'i': 'all'}, {'a': 'all', 'b': 'the smaller part', 'c': 'some', 'd': 'none', 'e': 'almost all', 'f': 'many', 'g': 'most', 'h': 'few', 'i': 'almost none'}, {'a': 'many', 'b': 'almost none', 'c': 'few', 'd': 'most', 'e': 'none', 'f': 'all', 'g': 'the smaller part', 'h': 'some', 'i': 'almost all'}, {'a': 'almost all', 'b': 'few', 'c': 'most', 'd': 'all', 'e': 'many', 'f': 'almost none', 'g': 'none', 'h': 'some', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: few\nC: many\nD: almost all\nE: all\nF: some\nG: the smaller part\nH: most\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: many\nC: the smaller part\nD: almost none\nE: none\nF: some\nG: few\nH: almost all\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: the smaller part\nC: some\nD: none\nE: almost all\nF: many\nG: most\nH: few\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost none\nC: few\nD: most\nE: none\nF: all\nG: the smaller part\nH: some\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: few\nC: most\nD: all\nE: many\nF: almost none\nG: none\nH: some\nI: the smaller part\nAnswer:']"
1015,data/images/quantifier/test_1015.png,"[['A'], ['D'], ['D'], ['B'], ['D']]","[{'a': 'many', 'b': 'the smaller part', 'c': 'none', 'd': 'most', 'e': 'some', 'f': 'almost all', 'g': 'all', 'h': 'almost none', 'i': 'few'}, {'a': 'some', 'b': 'none', 'c': 'all', 'd': 'almost all', 'e': 'the smaller part', 'f': 'few', 'g': 'almost none', 'h': 'most', 'i': 'many'}, {'a': 'none', 'b': 'almost none', 'c': 'most', 'd': 'all', 'e': 'some', 'f': 'few', 'g': 'almost all', 'h': 'the smaller part', 'i': 'many'}, {'a': 'some', 'b': 'almost all', 'c': 'the smaller part', 'd': 'none', 'e': 'few', 'f': 'almost none', 'g': 'all', 'h': 'most', 'i': 'many'}, {'a': 'most', 'b': 'few', 'c': 'none', 'd': 'some', 'e': 'many', 'f': 'the smaller part', 'g': 'all', 'h': 'almost none', 'i': 'almost all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: the smaller part\nC: none\nD: most\nE: some\nF: almost all\nG: all\nH: almost none\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: none\nC: all\nD: almost all\nE: the smaller part\nF: few\nG: almost none\nH: most\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost none\nC: most\nD: all\nE: some\nF: few\nG: almost all\nH: the smaller part\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: almost all\nC: the smaller part\nD: none\nE: few\nF: almost none\nG: all\nH: most\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: few\nC: none\nD: some\nE: many\nF: the smaller part\nG: all\nH: almost none\nI: almost all\nAnswer:']"
1018,data/images/quantifier/test_1018.png,"[['D'], ['A'], ['D'], ['B'], ['A: none']]","[{'a': 'almost none', 'b': 'many', 'c': 'the smaller part', 'd': 'few', 'e': 'all', 'f': 'none', 'g': 'almost all', 'h': 'some', 'i': 'most'}, {'a': 'the smaller part', 'b': 'almost none', 'c': 'none', 'd': 'some', 'e': 'most', 'f': 'many', 'g': 'almost all', 'h': 'few', 'i': 'all'}, {'a': 'almost none', 'b': 'some', 'c': 'most', 'd': 'none', 'e': 'many', 'f': 'all', 'g': 'the smaller part', 'h': 'almost all', 'i': 'few'}, {'a': 'many', 'b': 'few', 'c': 'almost none', 'd': 'most', 'e': 'some', 'f': 'almost all', 'g': 'the smaller part', 'h': 'none', 'i': 'all'}, {'a': 'none', 'b': 'many', 'c': 'some', 'd': 'the smaller part', 'e': 'most', 'f': 'almost none', 'g': 'almost all', 'h': 'all', 'i': 'few'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: many\nC: the smaller part\nD: few\nE: all\nF: none\nG: almost all\nH: some\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost none\nC: none\nD: some\nE: most\nF: many\nG: almost all\nH: few\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: some\nC: most\nD: none\nE: many\nF: all\nG: the smaller part\nH: almost all\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: few\nC: almost none\nD: most\nE: some\nF: almost all\nG: the smaller part\nH: none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: many\nC: some\nD: the smaller part\nE: most\nF: almost none\nG: almost all\nH: all\nI: few\nAnswer:']"
1020,data/images/quantifier/test_1020.png,"[['B'], ['D'], ['A: some'], ['D'], ['D']]","[{'a': 'most', 'b': 'almost all', 'c': 'all', 'd': 'some', 'e': 'few', 'f': 'almost none', 'g': 'many', 'h': 'the smaller part', 'i': 'none'}, {'a': 'some', 'b': 'none', 'c': 'the smaller part', 'd': 'almost all', 'e': 'few', 'f': 'most', 'g': 'all', 'h': 'almost none', 'i': 'many'}, {'a': 'some', 'b': 'most', 'c': 'the smaller part', 'd': 'none', 'e': 'almost all', 'f': 'few', 'g': 'many', 'h': 'almost none', 'i': 'all'}, {'a': 'none', 'b': 'the smaller part', 'c': 'few', 'd': 'most', 'e': 'almost all', 'f': 'many', 'g': 'all', 'h': 'almost none', 'i': 'some'}, {'a': 'almost none', 'b': 'none', 'c': 'many', 'd': 'the smaller part', 'e': 'most', 'f': 'few', 'g': 'almost all', 'h': 'some', 'i': 'all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost all\nC: all\nD: some\nE: few\nF: almost none\nG: many\nH: the smaller part\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: none\nC: the smaller part\nD: almost all\nE: few\nF: most\nG: all\nH: almost none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: most\nC: the smaller part\nD: none\nE: almost all\nF: few\nG: many\nH: almost none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: the smaller part\nC: few\nD: most\nE: almost all\nF: many\nG: all\nH: almost none\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: none\nC: many\nD: the smaller part\nE: most\nF: few\nG: almost all\nH: some\nI: all\nAnswer:']"
1022,data/images/quantifier/test_1022.png,"[['B'], ['B'], ['B'], ['B'], ['B']]","[{'a': 'many', 'b': 'almost none', 'c': 'few', 'd': 'none', 'e': 'all', 'f': 'almost all', 'g': 'most', 'h': 'some', 'i': 'the smaller part'}, {'a': 'the smaller part', 'b': 'most', 'c': 'some', 'd': 'few', 'e': 'many', 'f': 'almost none', 'g': 'all', 'h': 'none', 'i': 'almost all'}, {'a': 'almost all', 'b': 'some', 'c': 'few', 'd': 'none', 'e': 'almost none', 'f': 'all', 'g': 'the smaller part', 'h': 'most', 'i': 'many'}, {'a': 'most', 'b': 'many', 'c': 'some', 'd': 'all', 'e': 'almost all', 'f': 'almost none', 'g': 'few', 'h': 'none', 'i': 'the smaller part'}, {'a': 'none', 'b': 'many', 'c': 'few', 'd': 'almost all', 'e': 'the smaller part', 'f': 'almost none', 'g': 'most', 'h': 'some', 'i': 'all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost none\nC: few\nD: none\nE: all\nF: almost all\nG: most\nH: some\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: most\nC: some\nD: few\nE: many\nF: almost none\nG: all\nH: none\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: some\nC: few\nD: none\nE: almost none\nF: all\nG: the smaller part\nH: most\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: many\nC: some\nD: all\nE: almost all\nF: almost none\nG: few\nH: none\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: many\nC: few\nD: almost all\nE: the smaller part\nF: almost none\nG: most\nH: some\nI: all\nAnswer:']"
1023,data/images/quantifier/test_1023.png,"[['D'], ['B'], ['G'], ['B'], ['A']]","[{'a': 'almost none', 'b': 'many', 'c': 'few', 'd': 'none', 'e': 'most', 'f': 'some', 'g': 'almost all', 'h': 'all', 'i': 'the smaller part'}, {'a': 'few', 'b': 'almost none', 'c': 'some', 'd': 'all', 'e': 'many', 'f': 'almost all', 'g': 'most', 'h': 'none', 'i': 'the smaller part'}, {'a': 'almost none', 'b': 'all', 'c': 'almost all', 'd': 'many', 'e': 'most', 'f': 'the smaller part', 'g': 'some', 'h': 'none', 'i': 'few'}, {'a': 'the smaller part', 'b': 'few', 'c': 'all', 'd': 'almost none', 'e': 'most', 'f': 'some', 'g': 'almost all', 'h': 'none', 'i': 'many'}, {'a': 'some', 'b': 'few', 'c': 'none', 'd': 'almost none', 'e': 'many', 'f': 'the smaller part', 'g': 'almost all', 'h': 'all', 'i': 'most'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: many\nC: few\nD: none\nE: most\nF: some\nG: almost all\nH: all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost none\nC: some\nD: all\nE: many\nF: almost all\nG: most\nH: none\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: all\nC: almost all\nD: many\nE: most\nF: the smaller part\nG: some\nH: none\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: few\nC: all\nD: almost none\nE: most\nF: some\nG: almost all\nH: none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: few\nC: none\nD: almost none\nE: many\nF: the smaller part\nG: almost all\nH: all\nI: most\nAnswer:']"
1038,data/images/quantifier/test_1038.png,"[['B'], ['B'], ['D'], ['B'], ['B']]","[{'a': 'almost none', 'b': 'most', 'c': 'almost all', 'd': 'many', 'e': 'few', 'f': 'none', 'g': 'some', 'h': 'the smaller part', 'i': 'all'}, {'a': 'most', 'b': 'almost all', 'c': 'some', 'd': 'few', 'e': 'none', 'f': 'many', 'g': 'the smaller part', 'h': 'almost none', 'i': 'all'}, {'a': 'few', 'b': 'none', 'c': 'almost none', 'd': 'some', 'e': 'most', 'f': 'the smaller part', 'g': 'many', 'h': 'all', 'i': 'almost all'}, {'a': 'few', 'b': 'the smaller part', 'c': 'none', 'd': 'most', 'e': 'many', 'f': 'almost none', 'g': 'almost all', 'h': 'all', 'i': 'some'}, {'a': 'almost all', 'b': 'all', 'c': 'the smaller part', 'd': 'none', 'e': 'few', 'f': 'many', 'g': 'almost none', 'h': 'some', 'i': 'most'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: most\nC: almost all\nD: many\nE: few\nF: none\nG: some\nH: the smaller part\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost all\nC: some\nD: few\nE: none\nF: many\nG: the smaller part\nH: almost none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: none\nC: almost none\nD: some\nE: most\nF: the smaller part\nG: many\nH: all\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: the smaller part\nC: none\nD: most\nE: many\nF: almost none\nG: almost all\nH: all\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: all\nC: the smaller part\nD: none\nE: few\nF: many\nG: almost none\nH: some\nI: most\nAnswer:']"
1039,data/images/quantifier/test_1039.png,"[['D'], ['A'], ['B'], ['B'], ['B']]","[{'a': 'almost none', 'b': 'almost all', 'c': 'most', 'd': 'some', 'e': 'none', 'f': 'many', 'g': 'few', 'h': 'all', 'i': 'the smaller part'}, {'a': 'almost none', 'b': 'few', 'c': 'many', 'd': 'all', 'e': 'almost all', 'f': 'the smaller part', 'g': 'most', 'h': 'none', 'i': 'some'}, {'a': 'many', 'b': 'almost all', 'c': 'the smaller part', 'd': 'none', 'e': 'few', 'f': 'all', 'g': 'some', 'h': 'almost none', 'i': 'most'}, {'a': 'all', 'b': 'some', 'c': 'almost all', 'd': 'almost none', 'e': 'none', 'f': 'most', 'g': 'many', 'h': 'the smaller part', 'i': 'few'}, {'a': 'some', 'b': 'almost none', 'c': 'most', 'd': 'almost all', 'e': 'the smaller part', 'f': 'all', 'g': 'few', 'h': 'none', 'i': 'many'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: almost all\nC: most\nD: some\nE: none\nF: many\nG: few\nH: all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: few\nC: many\nD: all\nE: almost all\nF: the smaller part\nG: most\nH: none\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost all\nC: the smaller part\nD: none\nE: few\nF: all\nG: some\nH: almost none\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: some\nC: almost all\nD: almost none\nE: none\nF: most\nG: many\nH: the smaller part\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: almost none\nC: most\nD: almost all\nE: the smaller part\nF: all\nG: few\nH: none\nI: many\nAnswer:']"
1040,data/images/quantifier/test_1040.png,"[['B'], ['B'], ['D'], ['A'], ['D']]","[{'a': 'none', 'b': 'almost all', 'c': 'few', 'd': 'all', 'e': 'almost none', 'f': 'many', 'g': 'most', 'h': 'some', 'i': 'the smaller part'}, {'a': 'few', 'b': 'many', 'c': 'the smaller part', 'd': 'none', 'e': 'all', 'f': 'most', 'g': 'almost all', 'h': 'almost none', 'i': 'some'}, {'a': 'none', 'b': 'all', 'c': 'most', 'd': 'the smaller part', 'e': 'many', 'f': 'few', 'g': 'some', 'h': 'almost none', 'i': 'almost all'}, {'a': 'all', 'b': 'few', 'c': 'many', 'd': 'most', 'e': 'almost all', 'f': 'the smaller part', 'g': 'some', 'h': 'almost none', 'i': 'none'}, {'a': 'none', 'b': 'most', 'c': 'almost none', 'd': 'some', 'e': 'the smaller part', 'f': 'few', 'g': 'all', 'h': 'almost all', 'i': 'many'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost all\nC: few\nD: all\nE: almost none\nF: many\nG: most\nH: some\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: many\nC: the smaller part\nD: none\nE: all\nF: most\nG: almost all\nH: almost none\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: all\nC: most\nD: the smaller part\nE: many\nF: few\nG: some\nH: almost none\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: few\nC: many\nD: most\nE: almost all\nF: the smaller part\nG: some\nH: almost none\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: most\nC: almost none\nD: some\nE: the smaller part\nF: few\nG: all\nH: almost all\nI: many\nAnswer:']"
1043,data/images/quantifier/test_1043.png,"[['D'], ['A'], ['D'], ['B'], ['A']]","[{'a': 'few', 'b': 'most', 'c': 'almost all', 'd': 'none', 'e': 'almost none', 'f': 'some', 'g': 'the smaller part', 'h': 'many', 'i': 'all'}, {'a': 'some', 'b': 'few', 'c': 'almost all', 'd': 'the smaller part', 'e': 'all', 'f': 'most', 'g': 'none', 'h': 'almost none', 'i': 'many'}, {'a': 'most', 'b': 'none', 'c': 'almost none', 'd': 'almost all', 'e': 'some', 'f': 'few', 'g': 'all', 'h': 'many', 'i': 'the smaller part'}, {'a': 'many', 'b': 'few', 'c': 'all', 'd': 'almost all', 'e': 'most', 'f': 'some', 'g': 'none', 'h': 'almost none', 'i': 'the smaller part'}, {'a': 'all', 'b': 'most', 'c': 'almost all', 'd': 'many', 'e': 'none', 'f': 'few', 'g': 'the smaller part', 'h': 'almost none', 'i': 'some'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: most\nC: almost all\nD: none\nE: almost none\nF: some\nG: the smaller part\nH: many\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: few\nC: almost all\nD: the smaller part\nE: all\nF: most\nG: none\nH: almost none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: none\nC: almost none\nD: almost all\nE: some\nF: few\nG: all\nH: many\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: few\nC: all\nD: almost all\nE: most\nF: some\nG: none\nH: almost none\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: most\nC: almost all\nD: many\nE: none\nF: few\nG: the smaller part\nH: almost none\nI: some\nAnswer:']"
1046,data/images/quantifier/test_1046.png,"[['A'], ['B'], ['B'], ['D'], ['B']]","[{'a': 'some', 'b': 'few', 'c': 'almost none', 'd': 'all', 'e': 'most', 'f': 'the smaller part', 'g': 'almost all', 'h': 'none', 'i': 'many'}, {'a': 'almost all', 'b': 'some', 'c': 'almost none', 'd': 'most', 'e': 'all', 'f': 'none', 'g': 'the smaller part', 'h': 'many', 'i': 'few'}, {'a': 'all', 'b': 'none', 'c': 'the smaller part', 'd': 'most', 'e': 'few', 'f': 'almost all', 'g': 'some', 'h': 'many', 'i': 'almost none'}, {'a': 'few', 'b': 'many', 'c': 'some', 'd': 'almost all', 'e': 'all', 'f': 'none', 'g': 'the smaller part', 'h': 'most', 'i': 'almost none'}, {'a': 'the smaller part', 'b': 'some', 'c': 'many', 'd': 'all', 'e': 'most', 'f': 'almost all', 'g': 'none', 'h': 'few', 'i': 'almost none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: few\nC: almost none\nD: all\nE: most\nF: the smaller part\nG: almost all\nH: none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: some\nC: almost none\nD: most\nE: all\nF: none\nG: the smaller part\nH: many\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: none\nC: the smaller part\nD: most\nE: few\nF: almost all\nG: some\nH: many\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: many\nC: some\nD: almost all\nE: all\nF: none\nG: the smaller part\nH: most\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: some\nC: many\nD: all\nE: most\nF: almost all\nG: none\nH: few\nI: almost none\nAnswer:']"
1047,data/images/quantifier/test_1047.png,"[['A'], ['D'], ['B'], ['B'], ['D']]","[{'a': 'some', 'b': 'many', 'c': 'few', 'd': 'the smaller part', 'e': 'most', 'f': 'almost none', 'g': 'almost all', 'h': 'none', 'i': 'all'}, {'a': 'none', 'b': 'all', 'c': 'almost all', 'd': 'most', 'e': 'almost none', 'f': 'the smaller part', 'g': 'few', 'h': 'some', 'i': 'many'}, {'a': 'almost all', 'b': 'the smaller part', 'c': 'all', 'd': 'few', 'e': 'none', 'f': 'almost none', 'g': 'most', 'h': 'some', 'i': 'many'}, {'a': 'most', 'b': 'all', 'c': 'the smaller part', 'd': 'almost all', 'e': 'some', 'f': 'none', 'g': 'almost none', 'h': 'few', 'i': 'many'}, {'a': 'most', 'b': 'almost none', 'c': 'the smaller part', 'd': 'some', 'e': 'few', 'f': 'none', 'g': 'almost all', 'h': 'all', 'i': 'many'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: many\nC: few\nD: the smaller part\nE: most\nF: almost none\nG: almost all\nH: none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: all\nC: almost all\nD: most\nE: almost none\nF: the smaller part\nG: few\nH: some\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: the smaller part\nC: all\nD: few\nE: none\nF: almost none\nG: most\nH: some\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: all\nC: the smaller part\nD: almost all\nE: some\nF: none\nG: almost none\nH: few\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost none\nC: the smaller part\nD: some\nE: few\nF: none\nG: almost all\nH: all\nI: many\nAnswer:']"
