index,image_file,llava_output,shuffled_options,prompted_questions
572,data/images/quantifier/test_572.png,"[['D'], ['B'], ['D'], ['D'], ['I: none']]","[{'a': 'none', 'b': 'few', 'c': 'almost none', 'd': 'the smaller part', 'e': 'most', 'f': 'many', 'g': 'all', 'h': 'almost all', 'i': 'some'}, {'a': 'few', 'b': 'almost none', 'c': 'all', 'd': 'many', 'e': 'most', 'f': 'the smaller part', 'g': 'none', 'h': 'some', 'i': 'almost all'}, {'a': 'few', 'b': 'many', 'c': 'all', 'd': 'almost none', 'e': 'almost all', 'f': 'most', 'g': 'the smaller part', 'h': 'some', 'i': 'none'}, {'a': 'few', 'b': 'all', 'c': 'none', 'd': 'some', 'e': 'most', 'f': 'many', 'g': 'almost none', 'h': 'almost all', 'i': 'the smaller part'}, {'a': 'almost all', 'b': 'many', 'c': 'most', 'd': 'almost none', 'e': 'some', 'f': 'the smaller part', 'g': 'all', 'h': 'few', 'i': 'none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: few\nC: almost none\nD: the smaller part\nE: most\nF: many\nG: all\nH: almost all\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost none\nC: all\nD: many\nE: most\nF: the smaller part\nG: none\nH: some\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: many\nC: all\nD: almost none\nE: almost all\nF: most\nG: the smaller part\nH: some\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: all\nC: none\nD: some\nE: most\nF: many\nG: almost none\nH: almost all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: many\nC: most\nD: almost none\nE: some\nF: the smaller part\nG: all\nH: few\nI: none\nAnswer:']"
587,data/images/quantifier/test_587.png,"[['B'], ['D'], ['B'], ['D'], ['B']]","[{'a': 'almost all', 'b': 'some', 'c': 'the smaller part', 'd': 'most', 'e': 'many', 'f': 'none', 'g': 'few', 'h': 'almost none', 'i': 'all'}, {'a': 'few', 'b': 'all', 'c': 'most', 'd': 'almost all', 'e': 'almost none', 'f': 'some', 'g': 'the smaller part', 'h': 'many', 'i': 'none'}, {'a': 'none', 'b': 'most', 'c': 'few', 'd': 'almost all', 'e': 'many', 'f': 'almost none', 'g': 'some', 'h': 'all', 'i': 'the smaller part'}, {'a': 'all', 'b': 'almost none', 'c': 'almost all', 'd': 'some', 'e': 'many', 'f': 'few', 'g': 'the smaller part', 'h': 'most', 'i': 'none'}, {'a': 'almost none', 'b': 'many', 'c': 'all', 'd': 'most', 'e': 'none', 'f': 'some', 'g': 'the smaller part', 'h': 'almost all', 'i': 'few'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: some\nC: the smaller part\nD: most\nE: many\nF: none\nG: few\nH: almost none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: all\nC: most\nD: almost all\nE: almost none\nF: some\nG: the smaller part\nH: many\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: most\nC: few\nD: almost all\nE: many\nF: almost none\nG: some\nH: all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost none\nC: almost all\nD: some\nE: many\nF: few\nG: the smaller part\nH: most\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: many\nC: all\nD: most\nE: none\nF: some\nG: the smaller part\nH: almost all\nI: few\nAnswer:']"
590,data/images/quantifier/test_590.png,"[['A'], ['B'], ['A'], ['D'], ['D']]","[{'a': 'almost none', 'b': 'few', 'c': 'many', 'd': 'some', 'e': 'none', 'f': 'almost all', 'g': 'most', 'h': 'all', 'i': 'the smaller part'}, {'a': 'few', 'b': 'some', 'c': 'most', 'd': 'the smaller part', 'e': 'almost all', 'f': 'none', 'g': 'almost none', 'h': 'many', 'i': 'all'}, {'a': 'few', 'b': 'many', 'c': 'some', 'd': 'the smaller part', 'e': 'almost all', 'f': 'all', 'g': 'almost none', 'h': 'none', 'i': 'most'}, {'a': 'almost all', 'b': 'many', 'c': 'most', 'd': 'some', 'e': 'all', 'f': 'few', 'g': 'none', 'h': 'the smaller part', 'i': 'almost none'}, {'a': 'most', 'b': 'few', 'c': 'all', 'd': 'almost all', 'e': 'none', 'f': 'some', 'g': 'many', 'h': 'the smaller part', 'i': 'almost none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: few\nC: many\nD: some\nE: none\nF: almost all\nG: most\nH: all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: some\nC: most\nD: the smaller part\nE: almost all\nF: none\nG: almost none\nH: many\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: many\nC: some\nD: the smaller part\nE: almost all\nF: all\nG: almost none\nH: none\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: many\nC: most\nD: some\nE: all\nF: few\nG: none\nH: the smaller part\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: few\nC: all\nD: almost all\nE: none\nF: some\nG: many\nH: the smaller part\nI: almost none\nAnswer:']"
592,data/images/quantifier/test_592.png,"[['D'], ['F'], ['B: none'], ['B'], ['B: almost none']]","[{'a': 'the smaller part', 'b': 'almost all', 'c': 'most', 'd': 'none', 'e': 'all', 'f': 'few', 'g': 'almost none', 'h': 'some', 'i': 'many'}, {'a': 'almost all', 'b': 'the smaller part', 'c': 'none', 'd': 'most', 'e': 'almost none', 'f': 'some', 'g': 'many', 'h': 'all', 'i': 'few'}, {'a': 'few', 'b': 'none', 'c': 'many', 'd': 'the smaller part', 'e': 'some', 'f': 'all', 'g': 'most', 'h': 'almost all', 'i': 'almost none'}, {'a': 'most', 'b': 'some', 'c': 'almost all', 'd': 'the smaller part', 'e': 'almost none', 'f': 'few', 'g': 'many', 'h': 'none', 'i': 'all'}, {'a': 'many', 'b': 'almost none', 'c': 'all', 'd': 'almost all', 'e': 'most', 'f': 'few', 'g': 'none', 'h': 'some', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost all\nC: most\nD: none\nE: all\nF: few\nG: almost none\nH: some\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: the smaller part\nC: none\nD: most\nE: almost none\nF: some\nG: many\nH: all\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: none\nC: many\nD: the smaller part\nE: some\nF: all\nG: most\nH: almost all\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: some\nC: almost all\nD: the smaller part\nE: almost none\nF: few\nG: many\nH: none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost none\nC: all\nD: almost all\nE: most\nF: few\nG: none\nH: some\nI: the smaller part\nAnswer:']"
593,data/images/quantifier/test_593.png,"[['B'], ['B: almost none'], ['A: none'], ['A'], ['B']]","[{'a': 'most', 'b': 'the smaller part', 'c': 'almost none', 'd': 'few', 'e': 'some', 'f': 'many', 'g': 'none', 'h': 'all', 'i': 'almost all'}, {'a': 'few', 'b': 'almost none', 'c': 'none', 'd': 'almost all', 'e': 'the smaller part', 'f': 'some', 'g': 'most', 'h': 'all', 'i': 'many'}, {'a': 'none', 'b': 'few', 'c': 'the smaller part', 'd': 'all', 'e': 'almost all', 'f': 'many', 'g': 'most', 'h': 'almost none', 'i': 'some'}, {'a': 'almost none', 'b': 'many', 'c': 'most', 'd': 'the smaller part', 'e': 'all', 'f': 'some', 'g': 'none', 'h': 'few', 'i': 'almost all'}, {'a': 'none', 'b': 'many', 'c': 'almost none', 'd': 'most', 'e': 'almost all', 'f': 'all', 'g': 'some', 'h': 'few', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: the smaller part\nC: almost none\nD: few\nE: some\nF: many\nG: none\nH: all\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost none\nC: none\nD: almost all\nE: the smaller part\nF: some\nG: most\nH: all\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: few\nC: the smaller part\nD: all\nE: almost all\nF: many\nG: most\nH: almost none\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: many\nC: most\nD: the smaller part\nE: all\nF: some\nG: none\nH: few\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: many\nC: almost none\nD: most\nE: almost all\nF: all\nG: some\nH: few\nI: the smaller part\nAnswer:']"
596,data/images/quantifier/test_596.png,"[['B'], ['B'], ['D'], ['B'], ['D']]","[{'a': 'almost all', 'b': 'some', 'c': 'almost none', 'd': 'none', 'e': 'few', 'f': 'most', 'g': 'many', 'h': 'all', 'i': 'the smaller part'}, {'a': 'most', 'b': 'almost none', 'c': 'almost all', 'd': 'the smaller part', 'e': 'all', 'f': 'many', 'g': 'few', 'h': 'none', 'i': 'some'}, {'a': 'many', 'b': 'few', 'c': 'almost all', 'd': 'all', 'e': 'none', 'f': 'some', 'g': 'the smaller part', 'h': 'most', 'i': 'almost none'}, {'a': 'most', 'b': 'almost none', 'c': 'the smaller part', 'd': 'some', 'e': 'almost all', 'f': 'all', 'g': 'none', 'h': 'few', 'i': 'many'}, {'a': 'almost all', 'b': 'many', 'c': 'some', 'd': 'almost none', 'e': 'none', 'f': 'all', 'g': 'the smaller part', 'h': 'most', 'i': 'few'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: some\nC: almost none\nD: none\nE: few\nF: most\nG: many\nH: all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost none\nC: almost all\nD: the smaller part\nE: all\nF: many\nG: few\nH: none\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: few\nC: almost all\nD: all\nE: none\nF: some\nG: the smaller part\nH: most\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost none\nC: the smaller part\nD: some\nE: almost all\nF: all\nG: none\nH: few\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: many\nC: some\nD: almost none\nE: none\nF: all\nG: the smaller part\nH: most\nI: few\nAnswer:']"
606,data/images/quantifier/test_606.png,"[['B'], ['B'], ['D'], ['B'], ['A: almost none']]","[{'a': 'none', 'b': 'almost all', 'c': 'the smaller part', 'd': 'few', 'e': 'many', 'f': 'all', 'g': 'some', 'h': 'almost none', 'i': 'most'}, {'a': 'the smaller part', 'b': 'none', 'c': 'some', 'd': 'almost none', 'e': 'few', 'f': 'almost all', 'g': 'many', 'h': 'all', 'i': 'most'}, {'a': 'few', 'b': 'most', 'c': 'some', 'd': 'the smaller part', 'e': 'all', 'f': 'almost all', 'g': 'many', 'h': 'almost none', 'i': 'none'}, {'a': 'few', 'b': 'none', 'c': 'most', 'd': 'almost none', 'e': 'many', 'f': 'almost all', 'g': 'some', 'h': 'all', 'i': 'the smaller part'}, {'a': 'almost none', 'b': 'none', 'c': 'many', 'd': 'most', 'e': 'almost all', 'f': 'few', 'g': 'some', 'h': 'all', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost all\nC: the smaller part\nD: few\nE: many\nF: all\nG: some\nH: almost none\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: none\nC: some\nD: almost none\nE: few\nF: almost all\nG: many\nH: all\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: most\nC: some\nD: the smaller part\nE: all\nF: almost all\nG: many\nH: almost none\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: none\nC: most\nD: almost none\nE: many\nF: almost all\nG: some\nH: all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: none\nC: many\nD: most\nE: almost all\nF: few\nG: some\nH: all\nI: the smaller part\nAnswer:']"
609,data/images/quantifier/test_609.png,"[['B'], ['B'], ['B'], ['B'], ['D']]","[{'a': 'few', 'b': 'some', 'c': 'almost all', 'd': 'the smaller part', 'e': 'many', 'f': 'most', 'g': 'all', 'h': 'none', 'i': 'almost none'}, {'a': 'almost all', 'b': 'the smaller part', 'c': 'some', 'd': 'most', 'e': 'all', 'f': 'few', 'g': 'almost none', 'h': 'none', 'i': 'many'}, {'a': 'many', 'b': 'none', 'c': 'few', 'd': 'some', 'e': 'most', 'f': 'almost all', 'g': 'almost none', 'h': 'the smaller part', 'i': 'all'}, {'a': 'most', 'b': 'some', 'c': 'many', 'd': 'few', 'e': 'none', 'f': 'almost all', 'g': 'all', 'h': 'almost none', 'i': 'the smaller part'}, {'a': 'some', 'b': 'all', 'c': 'many', 'd': 'almost all', 'e': 'almost none', 'f': 'most', 'g': 'none', 'h': 'few', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: some\nC: almost all\nD: the smaller part\nE: many\nF: most\nG: all\nH: none\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: the smaller part\nC: some\nD: most\nE: all\nF: few\nG: almost none\nH: none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: none\nC: few\nD: some\nE: most\nF: almost all\nG: almost none\nH: the smaller part\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: some\nC: many\nD: few\nE: none\nF: almost all\nG: all\nH: almost none\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: all\nC: many\nD: almost all\nE: almost none\nF: most\nG: none\nH: few\nI: the smaller part\nAnswer:']"
616,data/images/quantifier/test_616.png,"[['D'], ['B'], ['B'], ['D'], ['B']]","[{'a': 'most', 'b': 'almost all', 'c': 'few', 'd': 'none', 'e': 'many', 'f': 'all', 'g': 'almost none', 'h': 'some', 'i': 'the smaller part'}, {'a': 'almost all', 'b': 'none', 'c': 'all', 'd': 'the smaller part', 'e': 'few', 'f': 'most', 'g': 'some', 'h': 'almost none', 'i': 'many'}, {'a': 'the smaller part', 'b': 'none', 'c': 'some', 'd': 'most', 'e': 'almost all', 'f': 'many', 'g': 'few', 'h': 'all', 'i': 'almost none'}, {'a': 'almost all', 'b': 'few', 'c': 'many', 'd': 'most', 'e': 'all', 'f': 'almost none', 'g': 'none', 'h': 'some', 'i': 'the smaller part'}, {'a': 'some', 'b': 'almost none', 'c': 'none', 'd': 'many', 'e': 'all', 'f': 'the smaller part', 'g': 'few', 'h': 'almost all', 'i': 'most'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost all\nC: few\nD: none\nE: many\nF: all\nG: almost none\nH: some\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: none\nC: all\nD: the smaller part\nE: few\nF: most\nG: some\nH: almost none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: none\nC: some\nD: most\nE: almost all\nF: many\nG: few\nH: all\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: few\nC: many\nD: most\nE: all\nF: almost none\nG: none\nH: some\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: almost none\nC: none\nD: many\nE: all\nF: the smaller part\nG: few\nH: almost all\nI: most\nAnswer:']"
622,data/images/quantifier/test_622.png,"[['B'], ['A'], ['D'], ['I'], ['D']]","[{'a': 'almost all', 'b': 'some', 'c': 'many', 'd': 'the smaller part', 'e': 'most', 'f': 'none', 'g': 'few', 'h': 'all', 'i': 'almost none'}, {'a': 'some', 'b': 'all', 'c': 'many', 'd': 'few', 'e': 'the smaller part', 'f': 'almost all', 'g': 'almost none', 'h': 'none', 'i': 'most'}, {'a': 'most', 'b': 'almost none', 'c': 'all', 'd': 'few', 'e': 'many', 'f': 'none', 'g': 'some', 'h': 'the smaller part', 'i': 'almost all'}, {'a': 'almost all', 'b': 'most', 'c': 'almost none', 'd': 'none', 'e': 'many', 'f': 'the smaller part', 'g': 'all', 'h': 'few', 'i': 'some'}, {'a': 'almost none', 'b': 'none', 'c': 'most', 'd': 'some', 'e': 'the smaller part', 'f': 'few', 'g': 'many', 'h': 'all', 'i': 'almost all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: some\nC: many\nD: the smaller part\nE: most\nF: none\nG: few\nH: all\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: all\nC: many\nD: few\nE: the smaller part\nF: almost all\nG: almost none\nH: none\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost none\nC: all\nD: few\nE: many\nF: none\nG: some\nH: the smaller part\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: most\nC: almost none\nD: none\nE: many\nF: the smaller part\nG: all\nH: few\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: none\nC: most\nD: some\nE: the smaller part\nF: few\nG: many\nH: all\nI: almost all\nAnswer:']"
623,data/images/quantifier/test_623.png,"[['D'], ['B'], ['B'], ['B'], ['D']]","[{'a': 'few', 'b': 'the smaller part', 'c': 'none', 'd': 'some', 'e': 'almost all', 'f': 'almost none', 'g': 'most', 'h': 'all', 'i': 'many'}, {'a': 'many', 'b': 'none', 'c': 'the smaller part', 'd': 'some', 'e': 'most', 'f': 'few', 'g': 'almost all', 'h': 'all', 'i': 'almost none'}, {'a': 'almost all', 'b': 'some', 'c': 'almost none', 'd': 'many', 'e': 'the smaller part', 'f': 'few', 'g': 'most', 'h': 'all', 'i': 'none'}, {'a': 'almost all', 'b': 'almost none', 'c': 'the smaller part', 'd': 'many', 'e': 'all', 'f': 'most', 'g': 'some', 'h': 'none', 'i': 'few'}, {'a': 'almost none', 'b': 'most', 'c': 'all', 'd': 'almost all', 'e': 'many', 'f': 'few', 'g': 'some', 'h': 'the smaller part', 'i': 'none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: the smaller part\nC: none\nD: some\nE: almost all\nF: almost none\nG: most\nH: all\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: none\nC: the smaller part\nD: some\nE: most\nF: few\nG: almost all\nH: all\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: some\nC: almost none\nD: many\nE: the smaller part\nF: few\nG: most\nH: all\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: almost none\nC: the smaller part\nD: many\nE: all\nF: most\nG: some\nH: none\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: most\nC: all\nD: almost all\nE: many\nF: few\nG: some\nH: the smaller part\nI: none\nAnswer:']"
628,data/images/quantifier/test_628.png,"[['B'], ['B'], ['B'], ['B'], ['I: some']]","[{'a': 'most', 'b': 'all', 'c': 'almost all', 'd': 'the smaller part', 'e': 'many', 'f': 'few', 'g': 'none', 'h': 'almost none', 'i': 'some'}, {'a': 'all', 'b': 'the smaller part', 'c': 'few', 'd': 'none', 'e': 'almost all', 'f': 'most', 'g': 'many', 'h': 'some', 'i': 'almost none'}, {'a': 'none', 'b': 'almost none', 'c': 'the smaller part', 'd': 'few', 'e': 'some', 'f': 'all', 'g': 'most', 'h': 'almost all', 'i': 'many'}, {'a': 'almost none', 'b': 'almost all', 'c': 'some', 'd': 'many', 'e': 'none', 'f': 'all', 'g': 'few', 'h': 'the smaller part', 'i': 'most'}, {'a': 'many', 'b': 'almost none', 'c': 'the smaller part', 'd': 'most', 'e': 'few', 'f': 'almost all', 'g': 'none', 'h': 'all', 'i': 'some'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: all\nC: almost all\nD: the smaller part\nE: many\nF: few\nG: none\nH: almost none\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: the smaller part\nC: few\nD: none\nE: almost all\nF: most\nG: many\nH: some\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost none\nC: the smaller part\nD: few\nE: some\nF: all\nG: most\nH: almost all\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: almost all\nC: some\nD: many\nE: none\nF: all\nG: few\nH: the smaller part\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost none\nC: the smaller part\nD: most\nE: few\nF: almost all\nG: none\nH: all\nI: some\nAnswer:']"
637,data/images/quantifier/test_637.png,"[['B'], ['B'], ['D'], ['B'], ['B']]","[{'a': 'many', 'b': 'few', 'c': 'almost all', 'd': 'the smaller part', 'e': 'none', 'f': 'all', 'g': 'most', 'h': 'some', 'i': 'almost none'}, {'a': 'almost none', 'b': 'few', 'c': 'many', 'd': 'almost all', 'e': 'all', 'f': 'none', 'g': 'the smaller part', 'h': 'some', 'i': 'most'}, {'a': 'the smaller part', 'b': 'many', 'c': 'almost none', 'd': 'almost all', 'e': 'some', 'f': 'most', 'g': 'none', 'h': 'all', 'i': 'few'}, {'a': 'some', 'b': 'almost all', 'c': 'almost none', 'd': 'few', 'e': 'all', 'f': 'many', 'g': 'the smaller part', 'h': 'none', 'i': 'most'}, {'a': 'none', 'b': 'some', 'c': 'few', 'd': 'most', 'e': 'the smaller part', 'f': 'almost all', 'g': 'almost none', 'h': 'many', 'i': 'all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: few\nC: almost all\nD: the smaller part\nE: none\nF: all\nG: most\nH: some\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: few\nC: many\nD: almost all\nE: all\nF: none\nG: the smaller part\nH: some\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: many\nC: almost none\nD: almost all\nE: some\nF: most\nG: none\nH: all\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: almost all\nC: almost none\nD: few\nE: all\nF: many\nG: the smaller part\nH: none\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: some\nC: few\nD: most\nE: the smaller part\nF: almost all\nG: almost none\nH: many\nI: all\nAnswer:']"
638,data/images/quantifier/test_638.png,"[['B'], ['B'], ['B'], ['A'], ['B']]","[{'a': 'none', 'b': 'some', 'c': 'the smaller part', 'd': 'almost none', 'e': 'all', 'f': 'almost all', 'g': 'few', 'h': 'many', 'i': 'most'}, {'a': 'almost all', 'b': 'the smaller part', 'c': 'none', 'd': 'all', 'e': 'most', 'f': 'few', 'g': 'many', 'h': 'some', 'i': 'almost none'}, {'a': 'none', 'b': 'some', 'c': 'all', 'd': 'almost none', 'e': 'almost all', 'f': 'the smaller part', 'g': 'many', 'h': 'most', 'i': 'few'}, {'a': 'all', 'b': 'many', 'c': 'almost all', 'd': 'none', 'e': 'most', 'f': 'the smaller part', 'g': 'some', 'h': 'almost none', 'i': 'few'}, {'a': 'almost none', 'b': 'few', 'c': 'all', 'd': 'almost all', 'e': 'the smaller part', 'f': 'none', 'g': 'many', 'h': 'some', 'i': 'most'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: some\nC: the smaller part\nD: almost none\nE: all\nF: almost all\nG: few\nH: many\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: the smaller part\nC: none\nD: all\nE: most\nF: few\nG: many\nH: some\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: some\nC: all\nD: almost none\nE: almost all\nF: the smaller part\nG: many\nH: most\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: many\nC: almost all\nD: none\nE: most\nF: the smaller part\nG: some\nH: almost none\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: few\nC: all\nD: almost all\nE: the smaller part\nF: none\nG: many\nH: some\nI: most\nAnswer:']"
644,data/images/quantifier/test_644.png,"[['B'], ['B'], ['A'], ['D'], ['B']]","[{'a': 'almost none', 'b': 'some', 'c': 'all', 'd': 'the smaller part', 'e': 'few', 'f': 'none', 'g': 'most', 'h': 'almost all', 'i': 'many'}, {'a': 'almost all', 'b': 'none', 'c': 'many', 'd': 'almost none', 'e': 'few', 'f': 'some', 'g': 'all', 'h': 'most', 'i': 'the smaller part'}, {'a': 'few', 'b': 'the smaller part', 'c': 'almost none', 'd': 'all', 'e': 'none', 'f': 'almost all', 'g': 'some', 'h': 'most', 'i': 'many'}, {'a': 'the smaller part', 'b': 'many', 'c': 'most', 'd': 'few', 'e': 'almost all', 'f': 'none', 'g': 'almost none', 'h': 'some', 'i': 'all'}, {'a': 'many', 'b': 'the smaller part', 'c': 'none', 'd': 'all', 'e': 'most', 'f': 'almost none', 'g': 'some', 'h': 'few', 'i': 'almost all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: some\nC: all\nD: the smaller part\nE: few\nF: none\nG: most\nH: almost all\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: none\nC: many\nD: almost none\nE: few\nF: some\nG: all\nH: most\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: the smaller part\nC: almost none\nD: all\nE: none\nF: almost all\nG: some\nH: most\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: many\nC: most\nD: few\nE: almost all\nF: none\nG: almost none\nH: some\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: the smaller part\nC: none\nD: all\nE: most\nF: almost none\nG: some\nH: few\nI: almost all\nAnswer:']"
