index,image,blip2_filtered_output
492,data/images/quantifier/test_492.png,"['none', 'all', 'the smaller part', 'the smaller part', 'almost none']"
326,data/images/quantifier/test_326.png,"['many', 'the smaller part', 'all', 'the smaller part', 'most']"
384,data/images/quantifier/test_384.png,"['the smaller part', 'few', 'most', 'almost all', 'all']"
2229,data/images/quantifier/test_2229.png,"['all', 'many', 'the smaller part', 'almost none', 'none']"
2243,data/images/quantifier/test_2243.png,"['the smaller part', 'many', 'some', 'all', 'all']"
1255,data/images/quantifier/test_1255.png,"['all', 'most', 'none', 'many', 'the smaller part']"
1341,data/images/quantifier/test_1341.png,"['all', 'some', 'few', 'the smaller part', 'few']"
1294,data/images/quantifier/test_1294.png,"['few', 'most', 'all', 'the smaller part', 'few']"
1272,data/images/quantifier/test_1272.png,"['all', 'the smaller part', 'many', 'none', 'few']"
2557,data/images/quantifier/test_2557.png,"['the smaller part', 'the smaller part', 'the smaller part', 'few', 'all']"
2592,data/images/quantifier/test_2592.png,"['most', 'all', 'none', 'many', 'the smaller part']"
2472,data/images/quantifier/test_2472.png,"['some', 'all', 'the smaller part', 'almost none', 'some']"
2054,data/images/quantifier/test_2054.png,"['almost all', 'almost none', 'many', 'almost all', 'many']"
2111,data/images/quantifier/test_2111.png,"['all', 'some', 'none', 'some', 'the smaller part']"
2019,data/images/quantifier/test_2019.png,"['many', 'few', 'none', 'most', 'many']"
2031,data/images/quantifier/test_2031.png,"['almost none', 'some', 'few', 'almost none', 'none']"
2137,data/images/quantifier/test_2137.png,"['the smaller part', 'none', 'almost none', 'some', 'almost all']"
2135,data/images/quantifier/test_2135.png,"['none', 'all', 'some', 'the smaller part', 'all']"
1499,data/images/quantifier/test_1499.png,"['almost all', 'most', 'all', 'the smaller part', 'almost all']"
1502,data/images/quantifier/test_1502.png,"['all', 'all', 'almost none', 'the smaller part', 'none']"
1554,data/images/quantifier/test_1554.png,"['the smaller part', 'none', 'all', 'most', 'few']"
2789,data/images/quantifier/test_2789.png,"['none', 'almost none', 'some', 'most', 'most']"
2655,data/images/quantifier/test_2655.png,"['almost all', 'most', 'all', 'all', 'none']"
1878,data/images/quantifier/test_1878.png,"['none', 'many', 'many', 'the smaller part', 'many']"
1912,data/images/quantifier/test_1912.png,"['some', 'the smaller part', 'the smaller part', 'none', 'all']"
1947,data/images/quantifier/test_1947.png,"['many', 'few', 'some', 'none', 'almost none']"
1858,data/images/quantifier/test_1858.png,"['many', 'many', 'none', 'the smaller part', 'none']"
1965,data/images/quantifier/test_1965.png,"['all', 'all', 'none', 'almost all', 'all']"
2893,data/images/quantifier/test_2893.png,"['some', 'all', 'almost none', 'the smaller part', 'many']"
2892,data/images/quantifier/test_2892.png,"['the smaller part', 'all', 'most', 'almost all', 'none']"
2945,data/images/quantifier/test_2945.png,"['none', 'few', 'almost all', 'all', 'almost all']"
2985,data/images/quantifier/test_2985.png,"['almost all', 'most', 'none', 'the smaller part', 'the smaller part']"
2817,data/images/quantifier/test_2817.png,"['all', 'all', 'the smaller part', 'most', 'all']"
3145,data/images/quantifier/test_3145.png,"['all', 'all', 'some', 'few', 'almost none']"
3157,data/images/quantifier/test_3157.png,"['most', 'all', 'none', 'some', 'many']"
3110,data/images/quantifier/test_3110.png,"['all', 'many', 'almost none', 'all', 'almost none']"
3327,data/images/quantifier/test_3327.png,"['all', 'the smaller part', 'none', 'the smaller part', 'none']"
3348,data/images/quantifier/test_3348.png,"['almost all', 'few', 'all', 'many', 'all']"
3268,data/images/quantifier/test_3268.png,"['the smaller part', 'most', 'some', 'the smaller part', 'almost all']"
