index,image_file,blip2_output,shuffled_options,prompted_questions
308,data/images/quantifier/test_308.png,"[[''], ['i'], ['all'], ['b'], ['i']]","[{'a': 'all', 'b': 'almost all', 'c': 'few', 'd': 'almost none', 'e': 'many', 'f': 'none', 'g': 'the smaller part', 'h': 'some', 'i': 'most'}, {'a': 'most', 'b': 'none', 'c': 'the smaller part', 'd': 'all', 'e': 'almost none', 'f': 'few', 'g': 'many', 'h': 'almost all', 'i': 'some'}, {'a': 'most', 'b': 'few', 'c': 'almost all', 'd': 'the smaller part', 'e': 'almost none', 'f': 'none', 'g': 'some', 'h': 'all', 'i': 'many'}, {'a': 'the smaller part', 'b': 'many', 'c': 'some', 'd': 'almost none', 'e': 'few', 'f': 'almost all', 'g': 'all', 'h': 'none', 'i': 'most'}, {'a': 'the smaller part', 'b': 'almost all', 'c': 'few', 'd': 'some', 'e': 'none', 'f': 'most', 'g': 'almost none', 'h': 'many', 'i': 'all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost all\nC: few\nD: almost none\nE: many\nF: none\nG: the smaller part\nH: some\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: none\nC: the smaller part\nD: all\nE: almost none\nF: few\nG: many\nH: almost all\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: few\nC: almost all\nD: the smaller part\nE: almost none\nF: none\nG: some\nH: all\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: many\nC: some\nD: almost none\nE: few\nF: almost all\nG: all\nH: none\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost all\nC: few\nD: some\nE: none\nF: most\nG: almost none\nH: many\nI: all\nAnswer:']"
317,data/images/quantifier/test_317.png,"[['i'], ['b'], ['c'], ['all'], ['the smaller part']]","[{'a': 'almost none', 'b': 'many', 'c': 'all', 'd': 'most', 'e': 'few', 'f': 'almost all', 'g': 'some', 'h': 'none', 'i': 'the smaller part'}, {'a': 'all', 'b': 'some', 'c': 'almost all', 'd': 'many', 'e': 'none', 'f': 'the smaller part', 'g': 'most', 'h': 'few', 'i': 'almost none'}, {'a': 'the smaller part', 'b': 'almost all', 'c': 'most', 'd': 'almost none', 'e': 'none', 'f': 'many', 'g': 'some', 'h': 'few', 'i': 'all'}, {'a': 'some', 'b': 'few', 'c': 'many', 'd': 'almost none', 'e': 'almost all', 'f': 'all', 'g': 'the smaller part', 'h': 'none', 'i': 'most'}, {'a': 'none', 'b': 'almost none', 'c': 'most', 'd': 'some', 'e': 'few', 'f': 'almost all', 'g': 'the smaller part', 'h': 'all', 'i': 'many'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: many\nC: all\nD: most\nE: few\nF: almost all\nG: some\nH: none\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: some\nC: almost all\nD: many\nE: none\nF: the smaller part\nG: most\nH: few\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost all\nC: most\nD: almost none\nE: none\nF: many\nG: some\nH: few\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: few\nC: many\nD: almost none\nE: almost all\nF: all\nG: the smaller part\nH: none\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost none\nC: most\nD: some\nE: few\nF: almost all\nG: the smaller part\nH: all\nI: many\nAnswer:']"
324,data/images/quantifier/test_324.png,"[['b'], ['d'], ['many'], ['all the animals are there'], ['a']]","[{'a': 'almost all', 'b': 'some', 'c': 'the smaller part', 'd': 'all', 'e': 'almost none', 'f': 'most', 'g': 'none', 'h': 'many', 'i': 'few'}, {'a': 'most', 'b': 'almost none', 'c': 'few', 'd': 'some', 'e': 'almost all', 'f': 'all', 'g': 'the smaller part', 'h': 'none', 'i': 'many'}, {'a': 'none', 'b': 'all', 'c': 'almost all', 'd': 'the smaller part', 'e': 'few', 'f': 'almost none', 'g': 'most', 'h': 'many', 'i': 'some'}, {'a': 'almost none', 'b': 'most', 'c': 'the smaller part', 'd': 'some', 'e': 'many', 'f': 'all', 'g': 'almost all', 'h': 'none', 'i': 'few'}, {'a': 'most', 'b': 'almost none', 'c': 'none', 'd': 'few', 'e': 'all', 'f': 'almost all', 'g': 'many', 'h': 'some', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: some\nC: the smaller part\nD: all\nE: almost none\nF: most\nG: none\nH: many\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost none\nC: few\nD: some\nE: almost all\nF: all\nG: the smaller part\nH: none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: all\nC: almost all\nD: the smaller part\nE: few\nF: almost none\nG: most\nH: many\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: most\nC: the smaller part\nD: some\nE: many\nF: all\nG: almost all\nH: none\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost none\nC: none\nD: few\nE: all\nF: almost all\nG: many\nH: some\nI: the smaller part\nAnswer:']"
328,data/images/quantifier/test_328.png,"[['d'], ['the smaller part'], ['some'], ['all'], ['g, a few']]","[{'a': 'almost all', 'b': 'all', 'c': 'some', 'd': 'the smaller part', 'e': 'almost none', 'f': 'many', 'g': 'most', 'h': 'none', 'i': 'few'}, {'a': 'many', 'b': 'almost all', 'c': 'some', 'd': 'all', 'e': 'most', 'f': 'few', 'g': 'the smaller part', 'h': 'almost none', 'i': 'none'}, {'a': 'most', 'b': 'almost all', 'c': 'all', 'd': 'the smaller part', 'e': 'some', 'f': 'many', 'g': 'almost none', 'h': 'few', 'i': 'none'}, {'a': 'most', 'b': 'some', 'c': 'almost none', 'd': 'all', 'e': 'the smaller part', 'f': 'none', 'g': 'many', 'h': 'few', 'i': 'almost all'}, {'a': 'all', 'b': 'few', 'c': 'almost none', 'd': 'some', 'e': 'almost all', 'f': 'the smaller part', 'g': 'none', 'h': 'most', 'i': 'many'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: all\nC: some\nD: the smaller part\nE: almost none\nF: many\nG: most\nH: none\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost all\nC: some\nD: all\nE: most\nF: few\nG: the smaller part\nH: almost none\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost all\nC: all\nD: the smaller part\nE: some\nF: many\nG: almost none\nH: few\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: some\nC: almost none\nD: all\nE: the smaller part\nF: none\nG: many\nH: few\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: few\nC: almost none\nD: some\nE: almost all\nF: the smaller part\nG: none\nH: most\nI: many\nAnswer:']"
333,data/images/quantifier/test_333.png,"[['all'], ['g'], ['a'], ['a'], ['g']]","[{'a': 'some', 'b': 'all', 'c': 'many', 'd': 'few', 'e': 'most', 'f': 'almost all', 'g': 'almost none', 'h': 'none', 'i': 'the smaller part'}, {'a': 'none', 'b': 'almost all', 'c': 'most', 'd': 'the smaller part', 'e': 'almost none', 'f': 'many', 'g': 'few', 'h': 'some', 'i': 'all'}, {'a': 'most', 'b': 'the smaller part', 'c': 'none', 'd': 'some', 'e': 'few', 'f': 'almost all', 'g': 'almost none', 'h': 'all', 'i': 'many'}, {'a': 'most', 'b': 'many', 'c': 'some', 'd': 'almost none', 'e': 'few', 'f': 'none', 'g': 'the smaller part', 'h': 'almost all', 'i': 'all'}, {'a': 'almost none', 'b': 'none', 'c': 'some', 'd': 'most', 'e': 'many', 'f': 'the smaller part', 'g': 'almost all', 'h': 'all', 'i': 'few'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: all\nC: many\nD: few\nE: most\nF: almost all\nG: almost none\nH: none\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost all\nC: most\nD: the smaller part\nE: almost none\nF: many\nG: few\nH: some\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: the smaller part\nC: none\nD: some\nE: few\nF: almost all\nG: almost none\nH: all\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: many\nC: some\nD: almost none\nE: few\nF: none\nG: the smaller part\nH: almost all\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: none\nC: some\nD: most\nE: many\nF: the smaller part\nG: almost all\nH: all\nI: few\nAnswer:']"
335,data/images/quantifier/test_335.png,"[['all'], ['g'], ['c'], ['c'], ['b']]","[{'a': 'almost none', 'b': 'the smaller part', 'c': 'almost all', 'd': 'all', 'e': 'none', 'f': 'most', 'g': 'many', 'h': 'some', 'i': 'few'}, {'a': 'some', 'b': 'all', 'c': 'the smaller part', 'd': 'none', 'e': 'almost none', 'f': 'few', 'g': 'almost all', 'h': 'many', 'i': 'most'}, {'a': 'almost none', 'b': 'almost all', 'c': 'all', 'd': 'the smaller part', 'e': 'none', 'f': 'few', 'g': 'some', 'h': 'many', 'i': 'most'}, {'a': 'most', 'b': 'almost all', 'c': 'many', 'd': 'some', 'e': 'almost none', 'f': 'all', 'g': 'the smaller part', 'h': 'few', 'i': 'none'}, {'a': 'almost all', 'b': 'some', 'c': 'few', 'd': 'most', 'e': 'the smaller part', 'f': 'none', 'g': 'all', 'h': 'many', 'i': 'almost none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: the smaller part\nC: almost all\nD: all\nE: none\nF: most\nG: many\nH: some\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: all\nC: the smaller part\nD: none\nE: almost none\nF: few\nG: almost all\nH: many\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: almost all\nC: all\nD: the smaller part\nE: none\nF: few\nG: some\nH: many\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost all\nC: many\nD: some\nE: almost none\nF: all\nG: the smaller part\nH: few\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: some\nC: few\nD: most\nE: the smaller part\nF: none\nG: all\nH: many\nI: almost none\nAnswer:']"
340,data/images/quantifier/test_340.png,"[['the bigger part'], ['some'], ['there are 2 animals in the image'], ['b'], ['all of the above']]","[{'a': 'some', 'b': 'the smaller part', 'c': 'almost all', 'd': 'few', 'e': 'none', 'f': 'most', 'g': 'almost none', 'h': 'many', 'i': 'all'}, {'a': 'many', 'b': 'some', 'c': 'almost all', 'd': 'none', 'e': 'most', 'f': 'all', 'g': 'few', 'h': 'almost none', 'i': 'the smaller part'}, {'a': 'the smaller part', 'b': 'almost all', 'c': 'some', 'd': 'most', 'e': 'none', 'f': 'all', 'g': 'few', 'h': 'almost none', 'i': 'many'}, {'a': 'all', 'b': 'almost all', 'c': 'some', 'd': 'many', 'e': 'none', 'f': 'the smaller part', 'g': 'almost none', 'h': 'few', 'i': 'most'}, {'a': 'almost none', 'b': 'most', 'c': 'none', 'd': 'few', 'e': 'the smaller part', 'f': 'almost all', 'g': 'some', 'h': 'many', 'i': 'all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: the smaller part\nC: almost all\nD: few\nE: none\nF: most\nG: almost none\nH: many\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: some\nC: almost all\nD: none\nE: most\nF: all\nG: few\nH: almost none\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost all\nC: some\nD: most\nE: none\nF: all\nG: few\nH: almost none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost all\nC: some\nD: many\nE: none\nF: the smaller part\nG: almost none\nH: few\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: most\nC: none\nD: few\nE: the smaller part\nF: almost all\nG: some\nH: many\nI: all\nAnswer:']"
345,data/images/quantifier/test_345.png,"[['d'], ['b'], ['a'], ['b'], ['d']]","[{'a': 'most', 'b': 'few', 'c': 'almost none', 'd': 'many', 'e': 'some', 'f': 'all', 'g': 'none', 'h': 'the smaller part', 'i': 'almost all'}, {'a': 'many', 'b': 'some', 'c': 'all', 'd': 'the smaller part', 'e': 'most', 'f': 'almost none', 'g': 'almost all', 'h': 'few', 'i': 'none'}, {'a': 'some', 'b': 'all', 'c': 'none', 'd': 'almost all', 'e': 'few', 'f': 'most', 'g': 'almost none', 'h': 'the smaller part', 'i': 'many'}, {'a': 'all', 'b': 'the smaller part', 'c': 'none', 'd': 'almost none', 'e': 'many', 'f': 'most', 'g': 'few', 'h': 'almost all', 'i': 'some'}, {'a': 'many', 'b': 'all', 'c': 'the smaller part', 'd': 'few', 'e': 'none', 'f': 'most', 'g': 'almost none', 'h': 'almost all', 'i': 'some'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: few\nC: almost none\nD: many\nE: some\nF: all\nG: none\nH: the smaller part\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: some\nC: all\nD: the smaller part\nE: most\nF: almost none\nG: almost all\nH: few\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: all\nC: none\nD: almost all\nE: few\nF: most\nG: almost none\nH: the smaller part\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: the smaller part\nC: none\nD: almost none\nE: many\nF: most\nG: few\nH: almost all\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: all\nC: the smaller part\nD: few\nE: none\nF: most\nG: almost none\nH: almost all\nI: some\nAnswer:']"
348,data/images/quantifier/test_348.png,"[['almost all'], ['almost all'], ['b'], ['some'], ['d']]","[{'a': 'none', 'b': 'some', 'c': 'few', 'd': 'many', 'e': 'most', 'f': 'almost all', 'g': 'the smaller part', 'h': 'almost none', 'i': 'all'}, {'a': 'none', 'b': 'some', 'c': 'all', 'd': 'almost none', 'e': 'the smaller part', 'f': 'most', 'g': 'almost all', 'h': 'many', 'i': 'few'}, {'a': 'the smaller part', 'b': 'many', 'c': 'none', 'd': 'almost all', 'e': 'some', 'f': 'almost none', 'g': 'most', 'h': 'all', 'i': 'few'}, {'a': 'almost all', 'b': 'some', 'c': 'most', 'd': 'the smaller part', 'e': 'all', 'f': 'many', 'g': 'almost none', 'h': 'none', 'i': 'few'}, {'a': 'almost none', 'b': 'many', 'c': 'almost all', 'd': 'none', 'e': 'the smaller part', 'f': 'some', 'g': 'all', 'h': 'few', 'i': 'most'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: some\nC: few\nD: many\nE: most\nF: almost all\nG: the smaller part\nH: almost none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: some\nC: all\nD: almost none\nE: the smaller part\nF: most\nG: almost all\nH: many\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: many\nC: none\nD: almost all\nE: some\nF: almost none\nG: most\nH: all\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: some\nC: most\nD: the smaller part\nE: all\nF: many\nG: almost none\nH: none\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: many\nC: almost all\nD: none\nE: the smaller part\nF: some\nG: all\nH: few\nI: most\nAnswer:']"
351,data/images/quantifier/test_351.png,"[[''], ['c'], ['none'], ['c'], ['e']]","[{'a': 'few', 'b': 'the smaller part', 'c': 'many', 'd': 'almost all', 'e': 'most', 'f': 'almost none', 'g': 'none', 'h': 'some', 'i': 'all'}, {'a': 'almost none', 'b': 'almost all', 'c': 'the smaller part', 'd': 'many', 'e': 'all', 'f': 'none', 'g': 'few', 'h': 'some', 'i': 'most'}, {'a': 'all', 'b': 'almost all', 'c': 'almost none', 'd': 'none', 'e': 'some', 'f': 'most', 'g': 'many', 'h': 'the smaller part', 'i': 'few'}, {'a': 'almost all', 'b': 'few', 'c': 'none', 'd': 'almost none', 'e': 'the smaller part', 'f': 'all', 'g': 'many', 'h': 'most', 'i': 'some'}, {'a': 'almost none', 'b': 'most', 'c': 'few', 'd': 'many', 'e': 'all', 'f': 'the smaller part', 'g': 'almost all', 'h': 'none', 'i': 'some'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: the smaller part\nC: many\nD: almost all\nE: most\nF: almost none\nG: none\nH: some\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: almost all\nC: the smaller part\nD: many\nE: all\nF: none\nG: few\nH: some\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost all\nC: almost none\nD: none\nE: some\nF: most\nG: many\nH: the smaller part\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: few\nC: none\nD: almost none\nE: the smaller part\nF: all\nG: many\nH: most\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: most\nC: few\nD: many\nE: all\nF: the smaller part\nG: almost all\nH: none\nI: some\nAnswer:']"
357,data/images/quantifier/test_357.png,"[['d'], ['a few'], ['a'], ['almost all'], ['d']]","[{'a': 'the smaller part', 'b': 'all', 'c': 'almost all', 'd': 'some', 'e': 'almost none', 'f': 'most', 'g': 'none', 'h': 'few', 'i': 'many'}, {'a': 'the smaller part', 'b': 'few', 'c': 'some', 'd': 'most', 'e': 'all', 'f': 'almost none', 'g': 'none', 'h': 'many', 'i': 'almost all'}, {'a': 'all', 'b': 'some', 'c': 'almost none', 'd': 'many', 'e': 'almost all', 'f': 'none', 'g': 'most', 'h': 'the smaller part', 'i': 'few'}, {'a': 'most', 'b': 'many', 'c': 'the smaller part', 'd': 'all', 'e': 'none', 'f': 'almost none', 'g': 'few', 'h': 'some', 'i': 'almost all'}, {'a': 'all', 'b': 'many', 'c': 'some', 'd': 'the smaller part', 'e': 'none', 'f': 'almost all', 'g': 'few', 'h': 'most', 'i': 'almost none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: all\nC: almost all\nD: some\nE: almost none\nF: most\nG: none\nH: few\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: few\nC: some\nD: most\nE: all\nF: almost none\nG: none\nH: many\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: some\nC: almost none\nD: many\nE: almost all\nF: none\nG: most\nH: the smaller part\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: many\nC: the smaller part\nD: all\nE: none\nF: almost none\nG: few\nH: some\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: many\nC: some\nD: the smaller part\nE: none\nF: almost all\nG: few\nH: most\nI: almost none\nAnswer:']"
358,data/images/quantifier/test_358.png,"[['i'], ['almost all'], ['the smaller part'], ['d'], ['h']]","[{'a': 'none', 'b': 'some', 'c': 'all', 'd': 'the smaller part', 'e': 'few', 'f': 'almost none', 'g': 'most', 'h': 'almost all', 'i': 'many'}, {'a': 'almost none', 'b': 'all', 'c': 'the smaller part', 'd': 'some', 'e': 'few', 'f': 'none', 'g': 'most', 'h': 'almost all', 'i': 'many'}, {'a': 'almost none', 'b': 'none', 'c': 'most', 'd': 'all', 'e': 'some', 'f': 'few', 'g': 'many', 'h': 'the smaller part', 'i': 'almost all'}, {'a': 'all', 'b': 'many', 'c': 'some', 'd': 'few', 'e': 'almost none', 'f': 'almost all', 'g': 'the smaller part', 'h': 'none', 'i': 'most'}, {'a': 'all', 'b': 'almost none', 'c': 'none', 'd': 'many', 'e': 'most', 'f': 'almost all', 'g': 'some', 'h': 'the smaller part', 'i': 'few'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: some\nC: all\nD: the smaller part\nE: few\nF: almost none\nG: most\nH: almost all\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: all\nC: the smaller part\nD: some\nE: few\nF: none\nG: most\nH: almost all\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: none\nC: most\nD: all\nE: some\nF: few\nG: many\nH: the smaller part\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: many\nC: some\nD: few\nE: almost none\nF: almost all\nG: the smaller part\nH: none\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost none\nC: none\nD: many\nE: most\nF: almost all\nG: some\nH: the smaller part\nI: few\nAnswer:']"
362,data/images/quantifier/test_362.png,"[['all the small objects in the image are present in the image'], ['a'], ['all'], ['some'], ['i']]","[{'a': 'some', 'b': 'almost all', 'c': 'almost none', 'd': 'all', 'e': 'none', 'f': 'most', 'g': 'few', 'h': 'many', 'i': 'the smaller part'}, {'a': 'all', 'b': 'the smaller part', 'c': 'almost all', 'd': 'some', 'e': 'most', 'f': 'almost none', 'g': 'many', 'h': 'few', 'i': 'none'}, {'a': 'almost none', 'b': 'some', 'c': 'many', 'd': 'most', 'e': 'the smaller part', 'f': 'almost all', 'g': 'none', 'h': 'few', 'i': 'all'}, {'a': 'few', 'b': 'none', 'c': 'most', 'd': 'some', 'e': 'many', 'f': 'the smaller part', 'g': 'almost none', 'h': 'all', 'i': 'almost all'}, {'a': 'few', 'b': 'all', 'c': 'almost none', 'd': 'some', 'e': 'almost all', 'f': 'most', 'g': 'many', 'h': 'none', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: almost all\nC: almost none\nD: all\nE: none\nF: most\nG: few\nH: many\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: the smaller part\nC: almost all\nD: some\nE: most\nF: almost none\nG: many\nH: few\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: some\nC: many\nD: most\nE: the smaller part\nF: almost all\nG: none\nH: few\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: none\nC: most\nD: some\nE: many\nF: the smaller part\nG: almost none\nH: all\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: all\nC: almost none\nD: some\nE: almost all\nF: most\nG: many\nH: none\nI: the smaller part\nAnswer:']"
363,data/images/quantifier/test_363.png,"[['c'], ['a'], ['all'], ['a'], ['']]","[{'a': 'many', 'b': 'none', 'c': 'all', 'd': 'almost none', 'e': 'few', 'f': 'most', 'g': 'almost all', 'h': 'some', 'i': 'the smaller part'}, {'a': 'few', 'b': 'most', 'c': 'all', 'd': 'none', 'e': 'some', 'f': 'almost all', 'g': 'many', 'h': 'almost none', 'i': 'the smaller part'}, {'a': 'few', 'b': 'none', 'c': 'many', 'd': 'some', 'e': 'all', 'f': 'almost none', 'g': 'almost all', 'h': 'most', 'i': 'the smaller part'}, {'a': 'none', 'b': 'the smaller part', 'c': 'all', 'd': 'almost none', 'e': 'some', 'f': 'many', 'g': 'few', 'h': 'almost all', 'i': 'most'}, {'a': 'almost none', 'b': 'almost all', 'c': 'all', 'd': 'some', 'e': 'many', 'f': 'the smaller part', 'g': 'few', 'h': 'most', 'i': 'none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: none\nC: all\nD: almost none\nE: few\nF: most\nG: almost all\nH: some\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: most\nC: all\nD: none\nE: some\nF: almost all\nG: many\nH: almost none\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: none\nC: many\nD: some\nE: all\nF: almost none\nG: almost all\nH: most\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: the smaller part\nC: all\nD: almost none\nE: some\nF: many\nG: few\nH: almost all\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: almost all\nC: all\nD: some\nE: many\nF: the smaller part\nG: few\nH: most\nI: none\nAnswer:']"
371,data/images/quantifier/test_371.png,"[['the smaller part'], ['g'], ['there are almost no animals in the image'], ['g'], ['c']]","[{'a': 'none', 'b': 'almost all', 'c': 'some', 'd': 'few', 'e': 'the smaller part', 'f': 'all', 'g': 'many', 'h': 'almost none', 'i': 'most'}, {'a': 'the smaller part', 'b': 'none', 'c': 'many', 'd': 'all', 'e': 'most', 'f': 'almost none', 'g': 'some', 'h': 'almost all', 'i': 'few'}, {'a': 'most', 'b': 'many', 'c': 'some', 'd': 'none', 'e': 'almost none', 'f': 'all', 'g': 'few', 'h': 'almost all', 'i': 'the smaller part'}, {'a': 'all', 'b': 'almost all', 'c': 'most', 'd': 'the smaller part', 'e': 'some', 'f': 'many', 'g': 'almost none', 'h': 'none', 'i': 'few'}, {'a': 'some', 'b': 'many', 'c': 'most', 'd': 'all', 'e': 'few', 'f': 'almost none', 'g': 'the smaller part', 'h': 'none', 'i': 'almost all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost all\nC: some\nD: few\nE: the smaller part\nF: all\nG: many\nH: almost none\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: none\nC: many\nD: all\nE: most\nF: almost none\nG: some\nH: almost all\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: many\nC: some\nD: none\nE: almost none\nF: all\nG: few\nH: almost all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost all\nC: most\nD: the smaller part\nE: some\nF: many\nG: almost none\nH: none\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: many\nC: most\nD: all\nE: few\nF: almost none\nG: the smaller part\nH: none\nI: almost all\nAnswer:']"
