index,image_file,blip2_output,shuffled_options,prompted_questions
1058,data/images/quantifier/test_1058.png,"[['most'], ['a'], [''], ['b'], ['there are 12 different animals in the image']]","[{'a': 'the smaller part', 'b': 'few', 'c': 'some', 'd': 'most', 'e': 'none', 'f': 'many', 'g': 'all', 'h': 'almost all', 'i': 'almost none'}, {'a': 'none', 'b': 'some', 'c': 'all', 'd': 'few', 'e': 'the smaller part', 'f': 'almost all', 'g': 'most', 'h': 'almost none', 'i': 'many'}, {'a': 'almost none', 'b': 'the smaller part', 'c': 'none', 'd': 'all', 'e': 'most', 'f': 'some', 'g': 'almost all', 'h': 'few', 'i': 'many'}, {'a': 'almost all', 'b': 'all', 'c': 'most', 'd': 'none', 'e': 'the smaller part', 'f': 'many', 'g': 'some', 'h': 'almost none', 'i': 'few'}, {'a': 'few', 'b': 'most', 'c': 'almost none', 'd': 'the smaller part', 'e': 'none', 'f': 'many', 'g': 'all', 'h': 'some', 'i': 'almost all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: few\nC: some\nD: most\nE: none\nF: many\nG: all\nH: almost all\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: some\nC: all\nD: few\nE: the smaller part\nF: almost all\nG: most\nH: almost none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: the smaller part\nC: none\nD: all\nE: most\nF: some\nG: almost all\nH: few\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: all\nC: most\nD: none\nE: the smaller part\nF: many\nG: some\nH: almost none\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: most\nC: almost none\nD: the smaller part\nE: none\nF: many\nG: all\nH: some\nI: almost all\nAnswer:']"
1065,data/images/quantifier/test_1065.png,"[['all'], ['g'], ['a lot of animals'], ['b'], ['i']]","[{'a': 'many', 'b': 'most', 'c': 'almost all', 'd': 'all', 'e': 'the smaller part', 'f': 'few', 'g': 'some', 'h': 'none', 'i': 'almost none'}, {'a': 'all', 'b': 'almost none', 'c': 'none', 'd': 'the smaller part', 'e': 'some', 'f': 'many', 'g': 'almost all', 'h': 'most', 'i': 'few'}, {'a': 'the smaller part', 'b': 'almost none', 'c': 'some', 'd': 'most', 'e': 'all', 'f': 'many', 'g': 'none', 'h': 'almost all', 'i': 'few'}, {'a': 'almost all', 'b': 'many', 'c': 'few', 'd': 'none', 'e': 'some', 'f': 'all', 'g': 'almost none', 'h': 'the smaller part', 'i': 'most'}, {'a': 'some', 'b': 'few', 'c': 'almost all', 'd': 'most', 'e': 'the smaller part', 'f': 'all', 'g': 'almost none', 'h': 'none', 'i': 'many'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: most\nC: almost all\nD: all\nE: the smaller part\nF: few\nG: some\nH: none\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost none\nC: none\nD: the smaller part\nE: some\nF: many\nG: almost all\nH: most\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost none\nC: some\nD: most\nE: all\nF: many\nG: none\nH: almost all\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: many\nC: few\nD: none\nE: some\nF: all\nG: almost none\nH: the smaller part\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: few\nC: almost all\nD: most\nE: the smaller part\nF: all\nG: almost none\nH: none\nI: many\nAnswer:']"
1068,data/images/quantifier/test_1068.png,"[['h'], ['d'], ['the smaller part'], ['h, the most'], ['all']]","[{'a': 'many', 'b': 'almost all', 'c': 'few', 'd': 'the smaller part', 'e': 'none', 'f': 'some', 'g': 'almost none', 'h': 'most', 'i': 'all'}, {'a': 'almost all', 'b': 'the smaller part', 'c': 'most', 'd': 'some', 'e': 'none', 'f': 'many', 'g': 'all', 'h': 'almost none', 'i': 'few'}, {'a': 'none', 'b': 'almost all', 'c': 'the smaller part', 'd': 'most', 'e': 'all', 'f': 'few', 'g': 'many', 'h': 'almost none', 'i': 'some'}, {'a': 'the smaller part', 'b': 'none', 'c': 'few', 'd': 'almost all', 'e': 'some', 'f': 'most', 'g': 'all', 'h': 'almost none', 'i': 'many'}, {'a': 'all', 'b': 'almost all', 'c': 'none', 'd': 'few', 'e': 'some', 'f': 'almost none', 'g': 'many', 'h': 'most', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost all\nC: few\nD: the smaller part\nE: none\nF: some\nG: almost none\nH: most\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: the smaller part\nC: most\nD: some\nE: none\nF: many\nG: all\nH: almost none\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost all\nC: the smaller part\nD: most\nE: all\nF: few\nG: many\nH: almost none\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: none\nC: few\nD: almost all\nE: some\nF: most\nG: all\nH: almost none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost all\nC: none\nD: few\nE: some\nF: almost none\nG: many\nH: most\nI: the smaller part\nAnswer:']"
1077,data/images/quantifier/test_1077.png,"[[''], ['there are many animals in the image'], ['a is correct'], ['g'], ['none']]","[{'a': 'almost none', 'b': 'all', 'c': 'some', 'd': 'none', 'e': 'most', 'f': 'almost all', 'g': 'many', 'h': 'few', 'i': 'the smaller part'}, {'a': 'some', 'b': 'none', 'c': 'the smaller part', 'd': 'almost none', 'e': 'few', 'f': 'almost all', 'g': 'most', 'h': 'all', 'i': 'many'}, {'a': 'none', 'b': 'all', 'c': 'most', 'd': 'many', 'e': 'almost all', 'f': 'the smaller part', 'g': 'almost none', 'h': 'some', 'i': 'few'}, {'a': 'almost none', 'b': 'many', 'c': 'some', 'd': 'almost all', 'e': 'none', 'f': 'most', 'g': 'all', 'h': 'few', 'i': 'the smaller part'}, {'a': 'many', 'b': 'almost none', 'c': 'some', 'd': 'few', 'e': 'none', 'f': 'the smaller part', 'g': 'almost all', 'h': 'most', 'i': 'all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: all\nC: some\nD: none\nE: most\nF: almost all\nG: many\nH: few\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: none\nC: the smaller part\nD: almost none\nE: few\nF: almost all\nG: most\nH: all\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: all\nC: most\nD: many\nE: almost all\nF: the smaller part\nG: almost none\nH: some\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: many\nC: some\nD: almost all\nE: none\nF: most\nG: all\nH: few\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost none\nC: some\nD: few\nE: none\nF: the smaller part\nG: almost all\nH: most\nI: all\nAnswer:']"
1080,data/images/quantifier/test_1080.png,"[['a, b'], ['all'], ['almost all'], ['a, the smaller part'], ['g']]","[{'a': 'many', 'b': 'some', 'c': 'the smaller part', 'd': 'almost none', 'e': 'none', 'f': 'few', 'g': 'all', 'h': 'most', 'i': 'almost all'}, {'a': 'few', 'b': 'almost all', 'c': 'none', 'd': 'many', 'e': 'all', 'f': 'almost none', 'g': 'the smaller part', 'h': 'some', 'i': 'most'}, {'a': 'the smaller part', 'b': 'all', 'c': 'most', 'd': 'many', 'e': 'almost none', 'f': 'few', 'g': 'none', 'h': 'almost all', 'i': 'some'}, {'a': 'all', 'b': 'the smaller part', 'c': 'some', 'd': 'none', 'e': 'almost none', 'f': 'many', 'g': 'most', 'h': 'few', 'i': 'almost all'}, {'a': 'the smaller part', 'b': 'almost none', 'c': 'almost all', 'd': 'some', 'e': 'none', 'f': 'few', 'g': 'all', 'h': 'many', 'i': 'most'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: some\nC: the smaller part\nD: almost none\nE: none\nF: few\nG: all\nH: most\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost all\nC: none\nD: many\nE: all\nF: almost none\nG: the smaller part\nH: some\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: all\nC: most\nD: many\nE: almost none\nF: few\nG: none\nH: almost all\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: the smaller part\nC: some\nD: none\nE: almost none\nF: many\nG: most\nH: few\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost none\nC: almost all\nD: some\nE: none\nF: few\nG: all\nH: many\nI: most\nAnswer:']"
1084,data/images/quantifier/test_1084.png,"[['d'], ['a'], ['all'], ['b'], ['c']]","[{'a': 'most', 'b': 'almost all', 'c': 'all', 'd': 'the smaller part', 'e': 'none', 'f': 'some', 'g': 'almost none', 'h': 'many', 'i': 'few'}, {'a': 'the smaller part', 'b': 'some', 'c': 'almost all', 'd': 'all', 'e': 'almost none', 'f': 'many', 'g': 'few', 'h': 'most', 'i': 'none'}, {'a': 'almost none', 'b': 'some', 'c': 'many', 'd': 'most', 'e': 'none', 'f': 'the smaller part', 'g': 'all', 'h': 'few', 'i': 'almost all'}, {'a': 'almost all', 'b': 'some', 'c': 'many', 'd': 'the smaller part', 'e': 'none', 'f': 'most', 'g': 'almost none', 'h': 'all', 'i': 'few'}, {'a': 'none', 'b': 'few', 'c': 'all', 'd': 'almost none', 'e': 'some', 'f': 'many', 'g': 'the smaller part', 'h': 'almost all', 'i': 'most'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost all\nC: all\nD: the smaller part\nE: none\nF: some\nG: almost none\nH: many\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: some\nC: almost all\nD: all\nE: almost none\nF: many\nG: few\nH: most\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: some\nC: many\nD: most\nE: none\nF: the smaller part\nG: all\nH: few\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: some\nC: many\nD: the smaller part\nE: none\nF: most\nG: almost none\nH: all\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: few\nC: all\nD: almost none\nE: some\nF: many\nG: the smaller part\nH: almost all\nI: most\nAnswer:']"
1085,data/images/quantifier/test_1085.png,"[['d'], ['c'], ['the small part'], ['a) the smaller part'], ['b']]","[{'a': 'the smaller part', 'b': 'almost all', 'c': 'some', 'd': 'all', 'e': 'almost none', 'f': 'many', 'g': 'most', 'h': 'few', 'i': 'none'}, {'a': 'few', 'b': 'most', 'c': 'many', 'd': 'the smaller part', 'e': 'some', 'f': 'none', 'g': 'almost all', 'h': 'all', 'i': 'almost none'}, {'a': 'almost all', 'b': 'the smaller part', 'c': 'many', 'd': 'most', 'e': 'some', 'f': 'none', 'g': 'all', 'h': 'almost none', 'i': 'few'}, {'a': 'almost none', 'b': 'none', 'c': 'some', 'd': 'many', 'e': 'all', 'f': 'the smaller part', 'g': 'most', 'h': 'almost all', 'i': 'few'}, {'a': 'many', 'b': 'almost all', 'c': 'some', 'd': 'none', 'e': 'most', 'f': 'almost none', 'g': 'few', 'h': 'all', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost all\nC: some\nD: all\nE: almost none\nF: many\nG: most\nH: few\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: most\nC: many\nD: the smaller part\nE: some\nF: none\nG: almost all\nH: all\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: the smaller part\nC: many\nD: most\nE: some\nF: none\nG: all\nH: almost none\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: none\nC: some\nD: many\nE: all\nF: the smaller part\nG: most\nH: almost all\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost all\nC: some\nD: none\nE: most\nF: almost none\nG: few\nH: all\nI: the smaller part\nAnswer:']"
1089,data/images/quantifier/test_1089.png,"[['a'], ['b'], ['the smaller part'], ['c'], ['g, none, some, some']]","[{'a': 'most', 'b': 'the smaller part', 'c': 'few', 'd': 'many', 'e': 'almost all', 'f': 'almost none', 'g': 'none', 'h': 'all', 'i': 'some'}, {'a': 'almost all', 'b': 'almost none', 'c': 'the smaller part', 'd': 'many', 'e': 'few', 'f': 'all', 'g': 'none', 'h': 'some', 'i': 'most'}, {'a': 'some', 'b': 'all', 'c': 'none', 'd': 'almost none', 'e': 'the smaller part', 'f': 'many', 'g': 'most', 'h': 'few', 'i': 'almost all'}, {'a': 'the smaller part', 'b': 'few', 'c': 'none', 'd': 'some', 'e': 'most', 'f': 'almost none', 'g': 'almost all', 'h': 'many', 'i': 'all'}, {'a': 'the smaller part', 'b': 'few', 'c': 'all', 'd': 'almost all', 'e': 'some', 'f': 'almost none', 'g': 'none', 'h': 'most', 'i': 'many'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: the smaller part\nC: few\nD: many\nE: almost all\nF: almost none\nG: none\nH: all\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: almost none\nC: the smaller part\nD: many\nE: few\nF: all\nG: none\nH: some\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: all\nC: none\nD: almost none\nE: the smaller part\nF: many\nG: most\nH: few\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: few\nC: none\nD: some\nE: most\nF: almost none\nG: almost all\nH: many\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: few\nC: all\nD: almost all\nE: some\nF: almost none\nG: none\nH: most\nI: many\nAnswer:']"
1094,data/images/quantifier/test_1094.png,"[['all, most, some, some, some, some, some, some'], ['some, most'], ['all'], ['the smaller part'], ['some']]","[{'a': 'all', 'b': 'many', 'c': 'few', 'd': 'almost all', 'e': 'none', 'f': 'almost none', 'g': 'most', 'h': 'some', 'i': 'the smaller part'}, {'a': 'almost none', 'b': 'none', 'c': 'the smaller part', 'd': 'most', 'e': 'many', 'f': 'some', 'g': 'almost all', 'h': 'all', 'i': 'few'}, {'a': 'none', 'b': 'some', 'c': 'all', 'd': 'many', 'e': 'few', 'f': 'almost none', 'g': 'almost all', 'h': 'the smaller part', 'i': 'most'}, {'a': 'the smaller part', 'b': 'some', 'c': 'none', 'd': 'few', 'e': 'most', 'f': 'all', 'g': 'many', 'h': 'almost none', 'i': 'almost all'}, {'a': 'most', 'b': 'some', 'c': 'almost none', 'd': 'all', 'e': 'none', 'f': 'almost all', 'g': 'many', 'h': 'few', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: many\nC: few\nD: almost all\nE: none\nF: almost none\nG: most\nH: some\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: none\nC: the smaller part\nD: most\nE: many\nF: some\nG: almost all\nH: all\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: some\nC: all\nD: many\nE: few\nF: almost none\nG: almost all\nH: the smaller part\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: some\nC: none\nD: few\nE: most\nF: all\nG: many\nH: almost none\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: some\nC: almost none\nD: all\nE: none\nF: almost all\nG: many\nH: few\nI: the smaller part\nAnswer:']"
1096,data/images/quantifier/test_1096.png,"[['all'], ['the smaller part'], ['the smaller part'], ['g'], ['g']]","[{'a': 'almost all', 'b': 'none', 'c': 'almost none', 'd': 'some', 'e': 'all', 'f': 'the smaller part', 'g': 'many', 'h': 'few', 'i': 'most'}, {'a': 'most', 'b': 'few', 'c': 'the smaller part', 'd': 'none', 'e': 'almost none', 'f': 'all', 'g': 'almost all', 'h': 'many', 'i': 'some'}, {'a': 'few', 'b': 'some', 'c': 'most', 'd': 'almost none', 'e': 'none', 'f': 'many', 'g': 'the smaller part', 'h': 'all', 'i': 'almost all'}, {'a': 'the smaller part', 'b': 'none', 'c': 'some', 'd': 'almost all', 'e': 'few', 'f': 'many', 'g': 'most', 'h': 'all', 'i': 'almost none'}, {'a': 'almost all', 'b': 'many', 'c': 'the smaller part', 'd': 'some', 'e': 'almost none', 'f': 'none', 'g': 'few', 'h': 'most', 'i': 'all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: none\nC: almost none\nD: some\nE: all\nF: the smaller part\nG: many\nH: few\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: few\nC: the smaller part\nD: none\nE: almost none\nF: all\nG: almost all\nH: many\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: some\nC: most\nD: almost none\nE: none\nF: many\nG: the smaller part\nH: all\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: none\nC: some\nD: almost all\nE: few\nF: many\nG: most\nH: all\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: many\nC: the smaller part\nD: some\nE: almost none\nF: none\nG: few\nH: most\nI: all\nAnswer:']"
1102,data/images/quantifier/test_1102.png,"[['none'], ['d'], ['a'], ['g'], ['d']]","[{'a': 'some', 'b': 'many', 'c': 'the smaller part', 'd': 'all', 'e': 'none', 'f': 'few', 'g': 'almost all', 'h': 'most', 'i': 'almost none'}, {'a': 'almost all', 'b': 'almost none', 'c': 'none', 'd': 'some', 'e': 'all', 'f': 'few', 'g': 'the smaller part', 'h': 'many', 'i': 'most'}, {'a': 'all', 'b': 'almost none', 'c': 'many', 'd': 'the smaller part', 'e': 'almost all', 'f': 'most', 'g': 'some', 'h': 'none', 'i': 'few'}, {'a': 'some', 'b': 'almost all', 'c': 'all', 'd': 'the smaller part', 'e': 'few', 'f': 'many', 'g': 'most', 'h': 'none', 'i': 'almost none'}, {'a': 'many', 'b': 'few', 'c': 'almost all', 'd': 'most', 'e': 'all', 'f': 'none', 'g': 'almost none', 'h': 'the smaller part', 'i': 'some'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: many\nC: the smaller part\nD: all\nE: none\nF: few\nG: almost all\nH: most\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: almost none\nC: none\nD: some\nE: all\nF: few\nG: the smaller part\nH: many\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost none\nC: many\nD: the smaller part\nE: almost all\nF: most\nG: some\nH: none\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: almost all\nC: all\nD: the smaller part\nE: few\nF: many\nG: most\nH: none\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: few\nC: almost all\nD: most\nE: all\nF: none\nG: almost none\nH: the smaller part\nI: some\nAnswer:']"
1103,data/images/quantifier/test_1103.png,"[['none'], ['some'], ['a few'], ['a'], ['d']]","[{'a': 'many', 'b': 'almost all', 'c': 'few', 'd': 'most', 'e': 'the smaller part', 'f': 'almost none', 'g': 'all', 'h': 'none', 'i': 'some'}, {'a': 'almost none', 'b': 'many', 'c': 'few', 'd': 'some', 'e': 'none', 'f': 'most', 'g': 'almost all', 'h': 'the smaller part', 'i': 'all'}, {'a': 'some', 'b': 'all', 'c': 'few', 'd': 'none', 'e': 'almost none', 'f': 'many', 'g': 'most', 'h': 'the smaller part', 'i': 'almost all'}, {'a': 'few', 'b': 'most', 'c': 'all', 'd': 'none', 'e': 'the smaller part', 'f': 'some', 'g': 'many', 'h': 'almost all', 'i': 'almost none'}, {'a': 'few', 'b': 'many', 'c': 'some', 'd': 'almost all', 'e': 'almost none', 'f': 'the smaller part', 'g': 'most', 'h': 'none', 'i': 'all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost all\nC: few\nD: most\nE: the smaller part\nF: almost none\nG: all\nH: none\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: many\nC: few\nD: some\nE: none\nF: most\nG: almost all\nH: the smaller part\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: all\nC: few\nD: none\nE: almost none\nF: many\nG: most\nH: the smaller part\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: most\nC: all\nD: none\nE: the smaller part\nF: some\nG: many\nH: almost all\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: many\nC: some\nD: almost all\nE: almost none\nF: the smaller part\nG: most\nH: none\nI: all\nAnswer:']"
1104,data/images/quantifier/test_1104.png,"[['almost all'], ['g'], ['a'], ['some'], ['g']]","[{'a': 'some', 'b': 'most', 'c': 'all', 'd': 'almost all', 'e': 'few', 'f': 'almost none', 'g': 'the smaller part', 'h': 'none', 'i': 'many'}, {'a': 'few', 'b': 'the smaller part', 'c': 'some', 'd': 'many', 'e': 'almost none', 'f': 'most', 'g': 'almost all', 'h': 'none', 'i': 'all'}, {'a': 'many', 'b': 'almost none', 'c': 'almost all', 'd': 'few', 'e': 'some', 'f': 'most', 'g': 'all', 'h': 'the smaller part', 'i': 'none'}, {'a': 'none', 'b': 'most', 'c': 'the smaller part', 'd': 'all', 'e': 'almost none', 'f': 'few', 'g': 'almost all', 'h': 'many', 'i': 'some'}, {'a': 'the smaller part', 'b': 'none', 'c': 'many', 'd': 'few', 'e': 'almost all', 'f': 'almost none', 'g': 'some', 'h': 'all', 'i': 'most'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: most\nC: all\nD: almost all\nE: few\nF: almost none\nG: the smaller part\nH: none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: the smaller part\nC: some\nD: many\nE: almost none\nF: most\nG: almost all\nH: none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost none\nC: almost all\nD: few\nE: some\nF: most\nG: all\nH: the smaller part\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: most\nC: the smaller part\nD: all\nE: almost none\nF: few\nG: almost all\nH: many\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: none\nC: many\nD: few\nE: almost all\nF: almost none\nG: some\nH: all\nI: most\nAnswer:']"
1105,data/images/quantifier/test_1105.png,"[['some of the animals are seen on the left side of the image'], ['a'], ['d'], ['b'], ['']]","[{'a': 'few', 'b': 'all', 'c': 'most', 'd': 'some', 'e': 'almost all', 'f': 'almost none', 'g': 'many', 'h': 'the smaller part', 'i': 'none'}, {'a': 'almost all', 'b': 'some', 'c': 'none', 'd': 'most', 'e': 'the smaller part', 'f': 'all', 'g': 'few', 'h': 'almost none', 'i': 'many'}, {'a': 'the smaller part', 'b': 'none', 'c': 'few', 'd': 'many', 'e': 'almost none', 'f': 'most', 'g': 'almost all', 'h': 'some', 'i': 'all'}, {'a': 'many', 'b': 'none', 'c': 'some', 'd': 'few', 'e': 'most', 'f': 'the smaller part', 'g': 'almost none', 'h': 'all', 'i': 'almost all'}, {'a': 'almost none', 'b': 'few', 'c': 'all', 'd': 'none', 'e': 'many', 'f': 'most', 'g': 'the smaller part', 'h': 'almost all', 'i': 'some'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: all\nC: most\nD: some\nE: almost all\nF: almost none\nG: many\nH: the smaller part\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: some\nC: none\nD: most\nE: the smaller part\nF: all\nG: few\nH: almost none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: none\nC: few\nD: many\nE: almost none\nF: most\nG: almost all\nH: some\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: none\nC: some\nD: few\nE: most\nF: the smaller part\nG: almost none\nH: all\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: few\nC: all\nD: none\nE: many\nF: most\nG: the smaller part\nH: almost all\nI: some\nAnswer:']"
1112,data/images/quantifier/test_1112.png,"[['a'], ['a'], ['all'], ['the small part'], ['all']]","[{'a': 'almost all', 'b': 'many', 'c': 'almost none', 'd': 'none', 'e': 'the smaller part', 'f': 'few', 'g': 'some', 'h': 'all', 'i': 'most'}, {'a': 'none', 'b': 'many', 'c': 'most', 'd': 'almost all', 'e': 'the smaller part', 'f': 'few', 'g': 'some', 'h': 'almost none', 'i': 'all'}, {'a': 'the smaller part', 'b': 'some', 'c': 'none', 'd': 'most', 'e': 'few', 'f': 'all', 'g': 'almost all', 'h': 'almost none', 'i': 'many'}, {'a': 'almost none', 'b': 'the smaller part', 'c': 'few', 'd': 'most', 'e': 'some', 'f': 'all', 'g': 'almost all', 'h': 'none', 'i': 'many'}, {'a': 'few', 'b': 'some', 'c': 'many', 'd': 'almost none', 'e': 'almost all', 'f': 'the smaller part', 'g': 'all', 'h': 'none', 'i': 'most'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: many\nC: almost none\nD: none\nE: the smaller part\nF: few\nG: some\nH: all\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: many\nC: most\nD: almost all\nE: the smaller part\nF: few\nG: some\nH: almost none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: some\nC: none\nD: most\nE: few\nF: all\nG: almost all\nH: almost none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: the smaller part\nC: few\nD: most\nE: some\nF: all\nG: almost all\nH: none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: some\nC: many\nD: almost none\nE: almost all\nF: the smaller part\nG: all\nH: none\nI: most\nAnswer:']"
