index,image_file,blip2_output,shuffled_options,prompted_questions
796,data/images/quantifier/test_796.png,"[['a'], ['a'], ['c'], [''], ['a']]","[{'a': 'the smaller part', 'b': 'none', 'c': 'most', 'd': 'almost all', 'e': 'all', 'f': 'many', 'g': 'some', 'h': 'almost none', 'i': 'few'}, {'a': 'the smaller part', 'b': 'almost none', 'c': 'some', 'd': 'few', 'e': 'most', 'f': 'many', 'g': 'all', 'h': 'almost all', 'i': 'none'}, {'a': 'many', 'b': 'few', 'c': 'all', 'd': 'the smaller part', 'e': 'none', 'f': 'almost all', 'g': 'most', 'h': 'almost none', 'i': 'some'}, {'a': 'the smaller part', 'b': 'all', 'c': 'many', 'd': 'some', 'e': 'most', 'f': 'almost all', 'g': 'none', 'h': 'almost none', 'i': 'few'}, {'a': 'almost all', 'b': 'many', 'c': 'some', 'd': 'the smaller part', 'e': 'few', 'f': 'none', 'g': 'almost none', 'h': 'all', 'i': 'most'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: none\nC: most\nD: almost all\nE: all\nF: many\nG: some\nH: almost none\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost none\nC: some\nD: few\nE: most\nF: many\nG: all\nH: almost all\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: few\nC: all\nD: the smaller part\nE: none\nF: almost all\nG: most\nH: almost none\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: all\nC: many\nD: some\nE: most\nF: almost all\nG: none\nH: almost none\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: many\nC: some\nD: the smaller part\nE: few\nF: none\nG: almost none\nH: all\nI: most\nAnswer:']"
799,data/images/quantifier/test_799.png,"[['the smaller part'], ['g'], ['a'], ['a'], ['none']]","[{'a': 'none', 'b': 'almost none', 'c': 'few', 'd': 'many', 'e': 'most', 'f': 'almost all', 'g': 'the smaller part', 'h': 'all', 'i': 'some'}, {'a': 'almost all', 'b': 'few', 'c': 'almost none', 'd': 'most', 'e': 'many', 'f': 'the smaller part', 'g': 'none', 'h': 'all', 'i': 'some'}, {'a': 'none', 'b': 'almost all', 'c': 'almost none', 'd': 'few', 'e': 'the smaller part', 'f': 'all', 'g': 'most', 'h': 'many', 'i': 'some'}, {'a': 'many', 'b': 'almost all', 'c': 'almost none', 'd': 'all', 'e': 'the smaller part', 'f': 'some', 'g': 'none', 'h': 'most', 'i': 'few'}, {'a': 'almost all', 'b': 'many', 'c': 'almost none', 'd': 'the smaller part', 'e': 'few', 'f': 'most', 'g': 'some', 'h': 'all', 'i': 'none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost none\nC: few\nD: many\nE: most\nF: almost all\nG: the smaller part\nH: all\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: few\nC: almost none\nD: most\nE: many\nF: the smaller part\nG: none\nH: all\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost all\nC: almost none\nD: few\nE: the smaller part\nF: all\nG: most\nH: many\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost all\nC: almost none\nD: all\nE: the smaller part\nF: some\nG: none\nH: most\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: many\nC: almost none\nD: the smaller part\nE: few\nF: most\nG: some\nH: all\nI: none\nAnswer:']"
800,data/images/quantifier/test_800.png,"[['a'], ['a'], ['the smaller part'], [''], ['g']]","[{'a': 'all', 'b': 'almost none', 'c': 'none', 'd': 'almost all', 'e': 'few', 'f': 'some', 'g': 'the smaller part', 'h': 'most', 'i': 'many'}, {'a': 'most', 'b': 'few', 'c': 'some', 'd': 'almost none', 'e': 'none', 'f': 'almost all', 'g': 'all', 'h': 'many', 'i': 'the smaller part'}, {'a': 'few', 'b': 'most', 'c': 'all', 'd': 'almost none', 'e': 'the smaller part', 'f': 'almost all', 'g': 'some', 'h': 'none', 'i': 'many'}, {'a': 'some', 'b': 'most', 'c': 'few', 'd': 'almost all', 'e': 'almost none', 'f': 'none', 'g': 'many', 'h': 'the smaller part', 'i': 'all'}, {'a': 'some', 'b': 'the smaller part', 'c': 'none', 'd': 'almost none', 'e': 'few', 'f': 'almost all', 'g': 'all', 'h': 'many', 'i': 'most'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost none\nC: none\nD: almost all\nE: few\nF: some\nG: the smaller part\nH: most\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: few\nC: some\nD: almost none\nE: none\nF: almost all\nG: all\nH: many\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: most\nC: all\nD: almost none\nE: the smaller part\nF: almost all\nG: some\nH: none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: most\nC: few\nD: almost all\nE: almost none\nF: none\nG: many\nH: the smaller part\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: the smaller part\nC: none\nD: almost none\nE: few\nF: almost all\nG: all\nH: many\nI: most\nAnswer:']"
804,data/images/quantifier/test_804.png,"[['d'], ['d'], ['almost all'], ['most'], ['none']]","[{'a': 'all', 'b': 'almost all', 'c': 'many', 'd': 'almost none', 'e': 'few', 'f': 'none', 'g': 'most', 'h': 'some', 'i': 'the smaller part'}, {'a': 'some', 'b': 'many', 'c': 'the smaller part', 'd': 'most', 'e': 'almost none', 'f': 'none', 'g': 'few', 'h': 'almost all', 'i': 'all'}, {'a': 'none', 'b': 'almost all', 'c': 'most', 'd': 'some', 'e': 'almost none', 'f': 'few', 'g': 'the smaller part', 'h': 'all', 'i': 'many'}, {'a': 'most', 'b': 'all', 'c': 'few', 'd': 'almost all', 'e': 'none', 'f': 'almost none', 'g': 'some', 'h': 'the smaller part', 'i': 'many'}, {'a': 'the smaller part', 'b': 'all', 'c': 'almost all', 'd': 'almost none', 'e': 'many', 'f': 'some', 'g': 'most', 'h': 'none', 'i': 'few'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost all\nC: many\nD: almost none\nE: few\nF: none\nG: most\nH: some\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: many\nC: the smaller part\nD: most\nE: almost none\nF: none\nG: few\nH: almost all\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost all\nC: most\nD: some\nE: almost none\nF: few\nG: the smaller part\nH: all\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: all\nC: few\nD: almost all\nE: none\nF: almost none\nG: some\nH: the smaller part\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: all\nC: almost all\nD: almost none\nE: many\nF: some\nG: most\nH: none\nI: few\nAnswer:']"
806,data/images/quantifier/test_806.png,"[['e'], ['a'], ['d'], ['some'], ['g']]","[{'a': 'the smaller part', 'b': 'some', 'c': 'almost none', 'd': 'all', 'e': 'almost all', 'f': 'most', 'g': 'few', 'h': 'none', 'i': 'many'}, {'a': 'the smaller part', 'b': 'few', 'c': 'almost all', 'd': 'most', 'e': 'many', 'f': 'almost none', 'g': 'some', 'h': 'none', 'i': 'all'}, {'a': 'almost none', 'b': 'most', 'c': 'the smaller part', 'd': 'all', 'e': 'almost all', 'f': 'some', 'g': 'many', 'h': 'few', 'i': 'none'}, {'a': 'few', 'b': 'almost all', 'c': 'none', 'd': 'most', 'e': 'many', 'f': 'almost none', 'g': 'some', 'h': 'all', 'i': 'the smaller part'}, {'a': 'many', 'b': 'most', 'c': 'none', 'd': 'all', 'e': 'almost all', 'f': 'some', 'g': 'almost none', 'h': 'few', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: some\nC: almost none\nD: all\nE: almost all\nF: most\nG: few\nH: none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: few\nC: almost all\nD: most\nE: many\nF: almost none\nG: some\nH: none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: most\nC: the smaller part\nD: all\nE: almost all\nF: some\nG: many\nH: few\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost all\nC: none\nD: most\nE: many\nF: almost none\nG: some\nH: all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: most\nC: none\nD: all\nE: almost all\nF: some\nG: almost none\nH: few\nI: the smaller part\nAnswer:']"
812,data/images/quantifier/test_812.png,"[['d'], ['c'], ['all animals'], ['most'], ['all']]","[{'a': 'almost all', 'b': 'some', 'c': 'almost none', 'd': 'many', 'e': 'most', 'f': 'few', 'g': 'none', 'h': 'all', 'i': 'the smaller part'}, {'a': 'none', 'b': 'all', 'c': 'many', 'd': 'almost all', 'e': 'the smaller part', 'f': 'some', 'g': 'few', 'h': 'most', 'i': 'almost none'}, {'a': 'some', 'b': 'many', 'c': 'the smaller part', 'd': 'few', 'e': 'most', 'f': 'all', 'g': 'almost all', 'h': 'almost none', 'i': 'none'}, {'a': 'some', 'b': 'all', 'c': 'almost none', 'd': 'most', 'e': 'the smaller part', 'f': 'none', 'g': 'almost all', 'h': 'few', 'i': 'many'}, {'a': 'the smaller part', 'b': 'almost none', 'c': 'most', 'd': 'many', 'e': 'all', 'f': 'none', 'g': 'few', 'h': 'some', 'i': 'almost all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: some\nC: almost none\nD: many\nE: most\nF: few\nG: none\nH: all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: all\nC: many\nD: almost all\nE: the smaller part\nF: some\nG: few\nH: most\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: many\nC: the smaller part\nD: few\nE: most\nF: all\nG: almost all\nH: almost none\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: all\nC: almost none\nD: most\nE: the smaller part\nF: none\nG: almost all\nH: few\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost none\nC: most\nD: many\nE: all\nF: none\nG: few\nH: some\nI: almost all\nAnswer:']"
818,data/images/quantifier/test_818.png,"[[''], ['d'], ['f'], ['all'], ['']]","[{'a': 'many', 'b': 'some', 'c': 'all', 'd': 'most', 'e': 'almost all', 'f': 'the smaller part', 'g': 'few', 'h': 'none', 'i': 'almost none'}, {'a': 'all', 'b': 'almost all', 'c': 'many', 'd': 'none', 'e': 'the smaller part', 'f': 'most', 'g': 'almost none', 'h': 'few', 'i': 'some'}, {'a': 'all', 'b': 'almost none', 'c': 'the smaller part', 'd': 'none', 'e': 'few', 'f': 'some', 'g': 'almost all', 'h': 'most', 'i': 'many'}, {'a': 'some', 'b': 'few', 'c': 'none', 'd': 'almost all', 'e': 'almost none', 'f': 'all', 'g': 'many', 'h': 'the smaller part', 'i': 'most'}, {'a': 'almost all', 'b': 'almost none', 'c': 'many', 'd': 'all', 'e': 'none', 'f': 'most', 'g': 'few', 'h': 'the smaller part', 'i': 'some'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: some\nC: all\nD: most\nE: almost all\nF: the smaller part\nG: few\nH: none\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost all\nC: many\nD: none\nE: the smaller part\nF: most\nG: almost none\nH: few\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost none\nC: the smaller part\nD: none\nE: few\nF: some\nG: almost all\nH: most\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: few\nC: none\nD: almost all\nE: almost none\nF: all\nG: many\nH: the smaller part\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: almost none\nC: many\nD: all\nE: none\nF: most\nG: few\nH: the smaller part\nI: some\nAnswer:']"
819,data/images/quantifier/test_819.png,"[['almost all'], ['a'], ['a'], ['d'], ['most']]","[{'a': 'almost all', 'b': 'some', 'c': 'many', 'd': 'few', 'e': 'almost none', 'f': 'most', 'g': 'all', 'h': 'the smaller part', 'i': 'none'}, {'a': 'few', 'b': 'none', 'c': 'all', 'd': 'most', 'e': 'some', 'f': 'almost none', 'g': 'many', 'h': 'almost all', 'i': 'the smaller part'}, {'a': 'few', 'b': 'many', 'c': 'none', 'd': 'most', 'e': 'almost all', 'f': 'all', 'g': 'almost none', 'h': 'the smaller part', 'i': 'some'}, {'a': 'almost all', 'b': 'most', 'c': 'many', 'd': 'almost none', 'e': 'the smaller part', 'f': 'some', 'g': 'none', 'h': 'few', 'i': 'all'}, {'a': 'few', 'b': 'many', 'c': 'some', 'd': 'the smaller part', 'e': 'none', 'f': 'all', 'g': 'most', 'h': 'almost all', 'i': 'almost none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: some\nC: many\nD: few\nE: almost none\nF: most\nG: all\nH: the smaller part\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: none\nC: all\nD: most\nE: some\nF: almost none\nG: many\nH: almost all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: many\nC: none\nD: most\nE: almost all\nF: all\nG: almost none\nH: the smaller part\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: most\nC: many\nD: almost none\nE: the smaller part\nF: some\nG: none\nH: few\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: many\nC: some\nD: the smaller part\nE: none\nF: all\nG: most\nH: almost all\nI: almost none\nAnswer:']"
820,data/images/quantifier/test_820.png,"[['c'], ['a, c, d, g, h'], ['d'], ['a'], ['there are 8 animals in the image']]","[{'a': 'few', 'b': 'some', 'c': 'none', 'd': 'all', 'e': 'almost all', 'f': 'almost none', 'g': 'many', 'h': 'most', 'i': 'the smaller part'}, {'a': 'almost none', 'b': 'many', 'c': 'some', 'd': 'almost all', 'e': 'most', 'f': 'none', 'g': 'few', 'h': 'all', 'i': 'the smaller part'}, {'a': 'few', 'b': 'almost all', 'c': 'the smaller part', 'd': 'many', 'e': 'almost none', 'f': 'none', 'g': 'most', 'h': 'some', 'i': 'all'}, {'a': 'the smaller part', 'b': 'almost none', 'c': 'few', 'd': 'some', 'e': 'none', 'f': 'most', 'g': 'many', 'h': 'all', 'i': 'almost all'}, {'a': 'some', 'b': 'most', 'c': 'many', 'd': 'almost all', 'e': 'few', 'f': 'none', 'g': 'almost none', 'h': 'the smaller part', 'i': 'all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: some\nC: none\nD: all\nE: almost all\nF: almost none\nG: many\nH: most\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: many\nC: some\nD: almost all\nE: most\nF: none\nG: few\nH: all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost all\nC: the smaller part\nD: many\nE: almost none\nF: none\nG: most\nH: some\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost none\nC: few\nD: some\nE: none\nF: most\nG: many\nH: all\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: most\nC: many\nD: almost all\nE: few\nF: none\nG: almost none\nH: the smaller part\nI: all\nAnswer:']"
823,data/images/quantifier/test_823.png,"[['e'], ['most'], ['all'], ['a'], ['b']]","[{'a': 'many', 'b': 'none', 'c': 'some', 'd': 'almost none', 'e': 'few', 'f': 'all', 'g': 'almost all', 'h': 'most', 'i': 'the smaller part'}, {'a': 'none', 'b': 'almost none', 'c': 'almost all', 'd': 'some', 'e': 'all', 'f': 'the smaller part', 'g': 'many', 'h': 'few', 'i': 'most'}, {'a': 'most', 'b': 'none', 'c': 'some', 'd': 'few', 'e': 'many', 'f': 'all', 'g': 'almost all', 'h': 'the smaller part', 'i': 'almost none'}, {'a': 'few', 'b': 'none', 'c': 'many', 'd': 'some', 'e': 'most', 'f': 'almost all', 'g': 'the smaller part', 'h': 'almost none', 'i': 'all'}, {'a': 'almost all', 'b': 'all', 'c': 'none', 'd': 'most', 'e': 'some', 'f': 'many', 'g': 'few', 'h': 'almost none', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: none\nC: some\nD: almost none\nE: few\nF: all\nG: almost all\nH: most\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost none\nC: almost all\nD: some\nE: all\nF: the smaller part\nG: many\nH: few\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: none\nC: some\nD: few\nE: many\nF: all\nG: almost all\nH: the smaller part\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: none\nC: many\nD: some\nE: most\nF: almost all\nG: the smaller part\nH: almost none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: all\nC: none\nD: most\nE: some\nF: many\nG: few\nH: almost none\nI: the smaller part\nAnswer:']"
829,data/images/quantifier/test_829.png,"[['all'], ['g'], ['a'], ['a'], ['b']]","[{'a': 'none', 'b': 'some', 'c': 'almost none', 'd': 'few', 'e': 'the smaller part', 'f': 'all', 'g': 'almost all', 'h': 'most', 'i': 'many'}, {'a': 'some', 'b': 'almost all', 'c': 'all', 'd': 'many', 'e': 'most', 'f': 'almost none', 'g': 'the smaller part', 'h': 'none', 'i': 'few'}, {'a': 'none', 'b': 'the smaller part', 'c': 'most', 'd': 'some', 'e': 'few', 'f': 'many', 'g': 'almost all', 'h': 'all', 'i': 'almost none'}, {'a': 'almost all', 'b': 'none', 'c': 'few', 'd': 'the smaller part', 'e': 'almost none', 'f': 'some', 'g': 'most', 'h': 'many', 'i': 'all'}, {'a': 'almost none', 'b': 'some', 'c': 'all', 'd': 'few', 'e': 'almost all', 'f': 'many', 'g': 'most', 'h': 'the smaller part', 'i': 'none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: some\nC: almost none\nD: few\nE: the smaller part\nF: all\nG: almost all\nH: most\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: almost all\nC: all\nD: many\nE: most\nF: almost none\nG: the smaller part\nH: none\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: the smaller part\nC: most\nD: some\nE: few\nF: many\nG: almost all\nH: all\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: none\nC: few\nD: the smaller part\nE: almost none\nF: some\nG: most\nH: many\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: some\nC: all\nD: few\nE: almost all\nF: many\nG: most\nH: the smaller part\nI: none\nAnswer:']"
835,data/images/quantifier/test_835.png,"[['some'], ['some'], ['b'], ['g'], ['all']]","[{'a': 'almost none', 'b': 'all', 'c': 'none', 'd': 'almost all', 'e': 'some', 'f': 'many', 'g': 'the smaller part', 'h': 'most', 'i': 'few'}, {'a': 'almost all', 'b': 'almost none', 'c': 'few', 'd': 'none', 'e': 'all', 'f': 'some', 'g': 'the smaller part', 'h': 'most', 'i': 'many'}, {'a': 'most', 'b': 'all', 'c': 'none', 'd': 'few', 'e': 'almost all', 'f': 'the smaller part', 'g': 'some', 'h': 'almost none', 'i': 'many'}, {'a': 'almost all', 'b': 'almost none', 'c': 'all', 'd': 'few', 'e': 'the smaller part', 'f': 'some', 'g': 'none', 'h': 'many', 'i': 'most'}, {'a': 'the smaller part', 'b': 'almost none', 'c': 'almost all', 'd': 'some', 'e': 'all', 'f': 'most', 'g': 'none', 'h': 'many', 'i': 'few'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: all\nC: none\nD: almost all\nE: some\nF: many\nG: the smaller part\nH: most\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: almost none\nC: few\nD: none\nE: all\nF: some\nG: the smaller part\nH: most\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: all\nC: none\nD: few\nE: almost all\nF: the smaller part\nG: some\nH: almost none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: almost none\nC: all\nD: few\nE: the smaller part\nF: some\nG: none\nH: many\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost none\nC: almost all\nD: some\nE: all\nF: most\nG: none\nH: many\nI: few\nAnswer:']"
836,data/images/quantifier/test_836.png,"[['e'], ['d'], ['a'], ['almost all the animals'], ['b']]","[{'a': 'all', 'b': 'almost none', 'c': 'the smaller part', 'd': 'many', 'e': 'few', 'f': 'some', 'g': 'almost all', 'h': 'none', 'i': 'most'}, {'a': 'few', 'b': 'many', 'c': 'most', 'd': 'almost none', 'e': 'almost all', 'f': 'some', 'g': 'the smaller part', 'h': 'all', 'i': 'none'}, {'a': 'almost all', 'b': 'few', 'c': 'most', 'd': 'almost none', 'e': 'many', 'f': 'none', 'g': 'some', 'h': 'all', 'i': 'the smaller part'}, {'a': 'almost none', 'b': 'many', 'c': 'few', 'd': 'most', 'e': 'the smaller part', 'f': 'some', 'g': 'none', 'h': 'all', 'i': 'almost all'}, {'a': 'all', 'b': 'almost all', 'c': 'none', 'd': 'most', 'e': 'some', 'f': 'the smaller part', 'g': 'almost none', 'h': 'many', 'i': 'few'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost none\nC: the smaller part\nD: many\nE: few\nF: some\nG: almost all\nH: none\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: many\nC: most\nD: almost none\nE: almost all\nF: some\nG: the smaller part\nH: all\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: few\nC: most\nD: almost none\nE: many\nF: none\nG: some\nH: all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: many\nC: few\nD: most\nE: the smaller part\nF: some\nG: none\nH: all\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost all\nC: none\nD: most\nE: some\nF: the smaller part\nG: almost none\nH: many\nI: few\nAnswer:']"
837,data/images/quantifier/test_837.png,"[['all'], ['a'], ['many'], [''], ['c']]","[{'a': 'many', 'b': 'some', 'c': 'the smaller part', 'd': 'few', 'e': 'none', 'f': 'almost all', 'g': 'almost none', 'h': 'all', 'i': 'most'}, {'a': 'few', 'b': 'none', 'c': 'most', 'd': 'almost none', 'e': 'the smaller part', 'f': 'all', 'g': 'almost all', 'h': 'some', 'i': 'many'}, {'a': 'few', 'b': 'almost none', 'c': 'the smaller part', 'd': 'none', 'e': 'most', 'f': 'some', 'g': 'many', 'h': 'all', 'i': 'almost all'}, {'a': 'all', 'b': 'most', 'c': 'few', 'd': 'many', 'e': 'almost all', 'f': 'almost none', 'g': 'the smaller part', 'h': 'none', 'i': 'some'}, {'a': 'all', 'b': 'almost all', 'c': 'none', 'd': 'most', 'e': 'the smaller part', 'f': 'few', 'g': 'many', 'h': 'some', 'i': 'almost none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: some\nC: the smaller part\nD: few\nE: none\nF: almost all\nG: almost none\nH: all\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: none\nC: most\nD: almost none\nE: the smaller part\nF: all\nG: almost all\nH: some\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost none\nC: the smaller part\nD: none\nE: most\nF: some\nG: many\nH: all\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: most\nC: few\nD: many\nE: almost all\nF: almost none\nG: the smaller part\nH: none\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost all\nC: none\nD: most\nE: the smaller part\nF: few\nG: many\nH: some\nI: almost none\nAnswer:']"
849,data/images/quantifier/test_849.png,"[['a few'], ['all animals in the image'], [''], ['a'], ['a']]","[{'a': 'many', 'b': 'almost all', 'c': 'some', 'd': 'all', 'e': 'few', 'f': 'most', 'g': 'the smaller part', 'h': 'almost none', 'i': 'none'}, {'a': 'all', 'b': 'none', 'c': 'most', 'd': 'some', 'e': 'almost none', 'f': 'many', 'g': 'almost all', 'h': 'the smaller part', 'i': 'few'}, {'a': 'most', 'b': 'few', 'c': 'many', 'd': 'none', 'e': 'some', 'f': 'the smaller part', 'g': 'almost none', 'h': 'almost all', 'i': 'all'}, {'a': 'none', 'b': 'some', 'c': 'almost none', 'd': 'all', 'e': 'most', 'f': 'many', 'g': 'few', 'h': 'almost all', 'i': 'the smaller part'}, {'a': 'almost all', 'b': 'none', 'c': 'almost none', 'd': 'some', 'e': 'most', 'f': 'many', 'g': 'all', 'h': 'the smaller part', 'i': 'few'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost all\nC: some\nD: all\nE: few\nF: most\nG: the smaller part\nH: almost none\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: none\nC: most\nD: some\nE: almost none\nF: many\nG: almost all\nH: the smaller part\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: few\nC: many\nD: none\nE: some\nF: the smaller part\nG: almost none\nH: almost all\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: some\nC: almost none\nD: all\nE: most\nF: many\nG: few\nH: almost all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: none\nC: almost none\nD: some\nE: most\nF: many\nG: all\nH: the smaller part\nI: few\nAnswer:']"
