index,image_file,blip2_filtered_output
66,data/images/quantifier/test_66.png,"['many', 'most', 'most', 'all', 'the smaller part', 'all', 'none', 'all', 'the smaller part', 'many', 'few', 'some', 'none', 'most', 'all', 'none', 'all', 'many', 'all', 'all', 'all']"
69,data/images/quantifier/test_69.png,"['almost all', 'none', 'almost all', 'all', 'most', 'all', 'some', 'few', 'all', 'all', 'many', 'all', 'many', 'almost none', 'most', 'almost all', 'almost all', 'almost all', 'none', 'none', 'all']"
76,data/images/quantifier/test_76.png,"['many', 'all', 'some', 'all', 'some', 'some', 'few', 'few', 'almost all', 'all', 'some', 'the smaller part', 'all', 'some', 'the smaller part', 'none', 'almost all', 'most', 'none', 'few', 'many']"
84,data/images/quantifier/test_84.png,"['few', 'few', 'almost all', 'the smaller part', 'all', 'none', 'all', 'many', 'none', 'almost all', 'the smaller part', 'all', 'some', 'none', 'few', 'none', 'all', 'the smaller part', 'all', 'none', 'almost none']"
86,data/images/quantifier/test_86.png,"['the smaller part', 'none', 'some', 'none', 'none', 'most', 'all', 'most', 'none', 'none', 'none', 'all', 'all', 'some', 'few', 'all', 'many', 'all', 'the smaller part', 'the smaller part', 'most']"
93,data/images/quantifier/test_93.png,"['many', 'most', 'few', 'all', 'almost none', 'most', 'the smaller part', 'some', 'almost all', 'all', 'all', 'none', 'almost all', 'all', 'all', 'almost all', 'the smaller part', 'almost none', 'the smaller part', 'the smaller part', 'all']"
95,data/images/quantifier/test_95.png,"['almost all', 'many', 'none', 'some', 'all', 'almost all', 'almost none', 'almost none', 'all', 'all', 'all', 'some', 'the smaller part', 'the smaller part', 'the smaller part', 'few', 'the smaller part', 'all', 'all', 'the smaller part', 'all']"
111,data/images/quantifier/test_111.png,"['some', 'none', 'some', 'the smaller part', 'few', 'none', 'some', 'almost none', 'all', 'all', 'none', 'the smaller part', 'all', 'all', 'all', 'almost none', 'the smaller part', 'some', 'all', 'almost all', 'all']"
112,data/images/quantifier/test_112.png,"['none', 'few', 'many', 'many', 'some', 'the smaller part', 'the smaller part', 'some', 'all', 'most', 'almost none', 'almost none', 'almost all', 'few', 'all', 'all', 'all', 'some', 'the smaller part', 'none', 'some']"
114,data/images/quantifier/test_114.png,"['some', 'none', 'all', 'all', 'all', 'all', 'most', 'most', 'the smaller part', 'all', 'all', 'some', 'almost none', 'many', 'all', 'most', 'none', 'some', 'none', 'all', 'all']"
115,data/images/quantifier/test_115.png,"['most', 'almost none', 'none', 'all', 'all', 'some', 'all', 'none', 'many', 'most', 'all', 'all', 'most', 'almost none', 'most', 'none', 'some', 'all', 'many', 'most', 'most']"
116,data/images/quantifier/test_116.png,"['most', 'some', 'all', 'the smaller part', 'none', 'many', 'almost none', 'all', 'all', 'almost none', 'most', 'all', 'many', 'many', 'some', 'none', 'none', 'some', 'none', 'none', 'all']"
117,data/images/quantifier/test_117.png,"['all', 'the smaller part', 'many', 'all', 'some', 'few', 'all', 'the smaller part', 'almost all', 'some', 'all', 'many', 'most', 'many', 'almost all', 'all', 'few', 'none', 'almost all', 'none', 'none']"
119,data/images/quantifier/test_119.png,"['some', 'none', 'almost all', 'the smaller part', 'some', 'many', 'almost none', 'all', 'some', 'some', 'the smaller part', 'all', 'none', 'all', 'all', 'all', 'almost all', 'none', 'most', 'all', 'all']"
121,data/images/quantifier/test_121.png,"['all', 'none', 'all', 'all', 'the smaller part', 'most', 'almost none', 'all', 'all', 'all', 'all', 'all', 'some', 'many', 'some', 'the smaller part', 'all', 'all', 'all', 'some', 'most']"
122,data/images/quantifier/test_122.png,"['all', 'some', 'all', 'none', 'few', 'none', 'none', 'almost none', 'some', 'most', 'all', 'all', 'almost none', 'most', 'most', 'many', 'all', 'all', 'most', 'almost none', 'some']"
128,data/images/quantifier/test_128.png,"['many', 'all', 'the smaller part', 'the smaller part', 'some', 'some', 'few', 'the smaller part', 'almost none', 'some', 'many', 'the smaller part', 'almost all', 'all', 'most', 'the smaller part', 'few', 'none', 'none', 'almost none', 'none']"
132,data/images/quantifier/test_132.png,"['some', 'most', 'none', 'almost none', 'most', 'none', 'none', 'few', 'most', 'the smaller part', 'all', 'none', 'some', 'many', 'all', 'most', 'some', 'the smaller part', 'all', 'almost all', 'none']"
134,data/images/quantifier/test_134.png,"['none', 'many', 'the smaller part', 'the smaller part', 'none', 'almost all', 'the smaller part', 'all', 'none', 'almost none', 'none', 'none', 'none', 'many', 'almost all', 'none', 'almost all', 'some', 'most', 'none', 'most']"
137,data/images/quantifier/test_137.png,"['none', 'most', 'almost all', 'all', 'none', 'the smaller part', 'most', 'almost none', 'most', 'many', 'almost all', 'the smaller part', 'none', 'all', 'all', 'all', 'almost all', 'almost all', 'the smaller part', 'none', 'most']"
143,data/images/quantifier/test_143.png,"['none', 'most', 'some', 'none', 'all', 'none', 'the smaller part', 'most', 'none', 'most', 'the smaller part', 'none', 'many', 'some', 'all', 'the smaller part', 'almost all', 'almost none', 'all', 'none', 'almost all']"
146,data/images/quantifier/test_146.png,"['many', 'all', 'none', 'all', 'almost all', 'all', 'almost all', 'most', 'some', 'many', 'all', 'most', 'the smaller part', 'most', 'most', 'most', 'most', 'none', 'few', 'none', 'many']"
148,data/images/quantifier/test_148.png,"['the smaller part', 'none', 'most', 'almost all', 'almost all', 'all', 'few', 'all', 'some', 'many', 'all', 'most', 'some', 'all', 'almost all', 'many', 'most', 'almost all', 'almost all', 'none', 'many']"
153,data/images/quantifier/test_153.png,"['some', 'almost none', 'all', 'none', 'few', 'none', 'some', 'all', 'almost all', 'none', 'almost all', 'all', 'none', 'all', 'the smaller part', 'many', 'almost none', 'none', 'most', 'none', 'none']"
155,data/images/quantifier/test_155.png,"['none', 'all', 'none', 'the smaller part', 'all', 'almost none', 'few', 'all', 'all', 'all', 'none', 'none', 'all', 'most', 'some', 'all', 'some', 'many', 'none', 'many', 'almost none']"
166,data/images/quantifier/test_166.png,"['almost none', 'all', 'most', 'few', 'almost none', 'the smaller part', 'all', 'few', 'none', 'none', 'all', 'the smaller part', 'many', 'all', 'none', 'many', 'many', 'all', 'some', 'few', 'the smaller part']"
170,data/images/quantifier/test_170.png,"['the smaller part', 'almost none', 'none', 'many', 'almost all', 'almost all', 'none', 'some', 'most', 'all', 'almost all', 'many', 'some', 'all', 'all', 'all', 'none', 'some', 'some', 'almost all', 'almost none']"
174,data/images/quantifier/test_174.png,"['few', 'none', 'most', 'few', 'many', 'many', 'the smaller part', 'the smaller part', 'none', 'most', 'all', 'none', 'none', 'all', 'almost none', 'many', 'most', 'all', 'few', 'all', 'almost all']"
176,data/images/quantifier/test_176.png,"['some', 'all', 'none', 'most', 'the smaller part', 'almost none', 'some', 'many', 'almost none', 'the smaller part', 'most', 'all', 'the smaller part', 'none', 'most', 'all', 'some', 'none', 'the smaller part', 'some', 'many']"
178,data/images/quantifier/test_178.png,"['none', 'all', 'some', 'few', 'some', 'most', 'some', 'most', 'all', 'almost all', 'almost none', 'some', 'many', 'many', 'none', 'almost none', 'many', 'most', 'some', 'few', 'all']"
180,data/images/quantifier/test_180.png,"['all', 'all', 'the smaller part', 'none', 'all', 'almost none', 'none', 'many', 'most', 'many', 'some', 'all', 'most', 'many', 'most', 'all', 'some', 'all', 'some', 'none', 'almost all']"
182,data/images/quantifier/test_182.png,"['all', 'none', 'the smaller part', 'all', 'some', 'most', 'all', 'few', 'some', 'most', 'all', 'many', 'the smaller part', 'some', 'almost all', 'all', 'almost all', 'many', 'none', 'the smaller part', 'none']"
195,data/images/quantifier/test_195.png,"['all', 'few', 'none', 'some', 'most', 'all', 'none', 'all', 'many', 'none', 'few', 'many', 'many', 'all', 'some', 'all', 'all', 'most', 'all', 'the smaller part', 'some']"
196,data/images/quantifier/test_196.png,"['some', 'all', 'some', 'all', 'some', 'almost all', 'none', 'all', 'most', 'most', 'all', 'none', 'all', 'some', 'all', 'all', 'many', 'some', 'some', 'almost all', 'many']"
203,data/images/quantifier/test_203.png,"['some', 'many', 'all', 'most', 'most', 'most', 'most', 'many', 'none', 'many', 'many', 'many', 'none', 'many', 'some', 'most', 'many', 'most', 'many', 'many', 'most']"
205,data/images/quantifier/test_205.png,"['almost none', 'none', 'most', 'none', 'the smaller part', 'the smaller part', 'few', 'the smaller part', 'almost all', 'most', 'some', 'all', 'most', 'almost none', 'the smaller part', 'the smaller part', 'many', 'many', 'many', 'many', 'the smaller part']"
207,data/images/quantifier/test_207.png,"['none', 'none', 'many', 'all', 'most', 'the smaller part', 'few', 'none', 'none', 'almost all', 'none', 'all', 'some', 'some', 'none', 'most', 'all', 'some', 'most', 'the smaller part', 'almost none']"
211,data/images/quantifier/test_211.png,"['most', 'none', 'the smaller part', 'almost all', 'none', 'all', 'none', 'some', 'all', 'many', 'many', 'almost none', 'almost all', 'none', 'none', 'none', 'some', 'most', 'the smaller part', 'the smaller part', 'all']"
212,data/images/quantifier/test_212.png,"['most', 'the smaller part', 'all', 'all', 'some', 'some', 'all', 'few', 'all', 'most', 'most', 'the smaller part', 'many', 'none', 'few', 'almost none', 'some', 'none', 'all', 'few', 'all']"
215,data/images/quantifier/test_215.png,"['some', 'all', 'almost all', 'none', 'most', 'none', 'the smaller part', 'most', 'the smaller part', 'all', 'almost all', 'many', 'all', 'few', 'most', 'most', 'some', 'many', 'the smaller part', 'all', 'all']"
219,data/images/quantifier/test_219.png,"['none', 'none', 'almost none', 'all', 'almost none', 'all', 'some', 'all', 'many', 'all', 'most', 'few', 'some', 'all', 'none', 'most', 'most', 'some', 'the smaller part', 'all', 'most']"
223,data/images/quantifier/test_223.png,"['many', 'none', 'some', 'all', 'some', 'all', 'the smaller part', 'the smaller part', 'most', 'many', 'some', 'some', 'the smaller part', 'none', 'most', 'many', 'almost none', 'none', 'the smaller part', 'most', 'all']"
224,data/images/quantifier/test_224.png,"['none', 'most', 'all', 'almost none', 'the smaller part', 'none', 'many', 'almost all', 'many', 'many', 'the smaller part', 'the smaller part', 'some', 'none', 'almost none', 'all', 'all', 'the smaller part', 'the smaller part', 'none', 'the smaller part']"
225,data/images/quantifier/test_225.png,"['the smaller part', 'few', 'many', 'most', 'some', 'almost all', 'the smaller part', 'none', 'many', 'the smaller part', 'all', 'all', 'almost all', 'some', 'the smaller part', 'many', 'most', 'some', 'all', 'many', 'all']"
230,data/images/quantifier/test_230.png,"['some', 'most', 'none', 'many', 'some', 'none', 'the smaller part', 'all', 'some', 'most', 'none', 'few', 'none', 'almost all', 'most', 'all', 'some', 'all', 'the smaller part', 'all', 'almost all']"
231,data/images/quantifier/test_231.png,"['none', 'all', 'some', 'many', 'many', 'some', 'some', 'all', 'most', 'all', 'some', 'few', 'all', 'the smaller part', 'none', 'few', 'few', 'most', 'none', 'some', 'some']"
235,data/images/quantifier/test_235.png,"['none', 'none', 'all', 'all', 'many', 'almost none', 'almost none', 'many', 'many', 'all', 'most', 'all', 'none', 'few', 'most', 'all', 'none', 'most', 'none', 'most', 'few']"
242,data/images/quantifier/test_242.png,"['all', 'all', 'all', 'none', 'all', 'the smaller part', 'all', 'all', 'the smaller part', 'all', 'all', 'almost none', 'almost none', 'almost none', 'many', 'some', 'some', 'none', 'few', 'all', 'almost none']"
246,data/images/quantifier/test_246.png,"['all', 'many', 'none', 'all', 'most', 'none', 'almost none', 'some', 'all', 'few', 'few', 'none', 'few', 'some', 'none', 'most', 'the smaller part', 'all', 'none', 'few', 'none']"
247,data/images/quantifier/test_247.png,"['many', 'the smaller part', 'none', 'almost none', 'all', 'none', 'some', 'many', 'few', 'all', 'few', 'none', 'all', 'many', 'almost none', 'some', 'most', 'few', 'most', 'most', 'almost all']"
252,data/images/quantifier/test_252.png,"['few', 'all', 'all', 'almost none', 'none', 'some', 'the smaller part', 'almost none', 'none', 'almost all', 'the smaller part', 'some', 'some', 'none', 'almost all', 'few', 'all', 'none', 'all', 'almost all', 'almost none']"
255,data/images/quantifier/test_255.png,"['the smaller part', 'the smaller part', 'almost none', 'none', 'few', 'some', 'almost none', 'most', 'most', 'almost all', 'many', 'some', 'many', 'none', 'none', 'almost none', 'all', 'none', 'all', 'all', 'most']"
260,data/images/quantifier/test_260.png,"['almost all', 'none', 'most', 'many', 'most', 'almost none', 'some', 'none', 'most', 'almost none', 'few', 'the smaller part', 'almost all', 'many', 'many', 'most', 'none', 'the smaller part', 'few', 'few', 'all']"
261,data/images/quantifier/test_261.png,"['the smaller part', 'all', 'the smaller part', 'none', 'all', 'all', 'none', 'some', 'all', 'all', 'the smaller part', 'many', 'most', 'many', 'all', 'many', 'some', 'few', 'none', 'none', 'almost none']"
263,data/images/quantifier/test_263.png,"['all', 'most', 'many', 'all', 'some', 'all', 'few', 'all', 'all', 'none', 'the smaller part', 'all', 'all', 'most', 'the smaller part', 'the smaller part', 'none', 'some', 'most', 'the smaller part', 'all']"
278,data/images/quantifier/test_278.png,"['none', 'some', 'none', 'none', 'many', 'most', 'some', 'the smaller part', 'the smaller part', 'the smaller part', 'some', 'almost none', 'some', 'none', 'all', 'the smaller part', 'none', 'many', 'many', 'all', 'many']"
279,data/images/quantifier/test_279.png,"['all', 'the smaller part', 'the smaller part', 'few', 'none', 'some', 'all', 'none', 'the smaller part', 'almost all', 'almost all', 'some', 'many', 'some', 'most', 'the smaller part', 'all', 'all', 'none', 'the smaller part', 'few']"
287,data/images/quantifier/test_287.png,"['some', 'almost all', 'none', 'all', 'the smaller part', 'all', 'all', 'many', 'none', 'most', 'none', 'many', 'few', 'almost none', 'none', 'almost all', 'many', 'all', 'the smaller part', 'some', 'all']"
289,data/images/quantifier/test_289.png,"['almost none', 'some', 'almost all', 'many', 'none', 'none', 'all', 'most', 'the smaller part', 'all', 'some', 'some', 'few', 'all', 'some', 'some', 'almost none', 'the smaller part', 'many', 'some', 'the smaller part']"
307,data/images/quantifier/test_307.png,"['some', 'none', 'all', 'almost all', 'the smaller part', 'the smaller part', 'many', 'some', 'few', 'all', 'none', 'the smaller part', 'many', 'almost all', 'none', 'all', 'the smaller part', 'all', 'some', 'some', 'none']"
308,data/images/quantifier/test_308.png,"['all', 'few', 'the smaller part', 'almost all', 'none', 'many', 'none', 'the smaller part', 'the smaller part', 'none', 'all', 'all', 'almost all', 'almost all', 'almost none', 'the smaller part', 'all', 'the smaller part', 'many', 'almost none', 'almost all']"
317,data/images/quantifier/test_317.png,"['some', 'some', 'many', 'all', 'all', 'none', 'almost none', 'some', 'few', 'all', 'many', 'all', 'few', 'none', 'all', 'none', 'none', 'all', 'all', 'none', 'almost none']"
324,data/images/quantifier/test_324.png,"['many', 'almost all', 'all', 'some', 'many', 'all', 'all', 'most', 'all', 'none', 'all', 'none', 'almost none', 'none', 'all', 'many', 'none', 'all', 'some', 'all', 'most']"
328,data/images/quantifier/test_328.png,"['the smaller part', 'the smaller part', 'none', 'most', 'the smaller part', 'few', 'none', 'none', 'all', 'none', 'many', 'the smaller part', 'most', 'most', 'all', 'some', 'the smaller part', 'all', 'some', 'many', 'most']"
333,data/images/quantifier/test_333.png,"['most', 'none', 'the smaller part', 'almost all', 'almost none', 'some', 'most', 'some', 'many', 'the smaller part', 'all', 'few', 'all', 'none', 'the smaller part', 'none', 'some', 'all', 'all', 'almost none', 'the smaller part']"
335,data/images/quantifier/test_335.png,"['few', 'none', 'some', 'the smaller part', 'most', 'few', 'all', 'almost none', 'some', 'all', 'few', 'all', 'some', 'almost none', 'none', 'few', 'some', 'almost none', 'many', 'the smaller part', 'none']"
340,data/images/quantifier/test_340.png,"['all', 'none', 'many', 'the smaller part', 'almost none', 'the smaller part', 'few', 'all', 'the smaller part', 'the smaller part', 'some', 'almost none', 'few', 'some', 'the smaller part', 'some', 'all', 'none', 'none', 'many', 'all']"
345,data/images/quantifier/test_345.png,"['none', 'almost all', 'almost all', 'all', 'all', 'none', 'all', 'all', 'almost all', 'many', 'some', 'none', 'all', 'all', 'all', 'many', 'none', 'none', 'all', 'almost none', 'many']"
348,data/images/quantifier/test_348.png,"['none', 'none', 'all', 'none', 'almost none', 'almost none', 'none', 'most', 'almost all', 'most', 'none', 'all', 'many', 'many', 'few', 'few', 'almost none', 'all', 'all', 'many', 'many']"
351,data/images/quantifier/test_351.png,"['the smaller part', 'most', 'the smaller part', 'all', 'none', 'many', 'none', 'all', 'all', 'the smaller part', 'none', 'the smaller part', 'many', 'all', 'many', 'all', 'most', 'some', 'most', 'the smaller part', 'the smaller part']"
357,data/images/quantifier/test_357.png,"['some', 'most', 'some', 'all', 'almost none', 'all', 'almost none', 'none', 'many', 'almost all', 'all', 'the smaller part', 'all', 'most', 'none', 'many', 'none', 'all', 'none', 'none', 'some']"
358,data/images/quantifier/test_358.png,"['almost none', 'all', 'all', 'all', 'almost all', 'none', 'the smaller part', 'almost all', 'all', 'almost all', 'none', 'all', 'few', 'almost all', 'the smaller part', 'the smaller part', 'some', 'almost none', 'almost all', 'the smaller part', 'none']"
362,data/images/quantifier/test_362.png,"['some', 'none', 'none', 'many', 'all', 'none', 'all', 'most', 'almost none', 'many', 'most', 'almost all', 'most', 'all', 'none', 'some', 'most', 'few', 'almost all', 'most', 'all']"
363,data/images/quantifier/test_363.png,"['the smaller part', 'none', 'all', 'almost all', 'some', 'all', 'none', 'almost all', 'almost all', 'none', 'none', 'almost none', 'almost all', 'most', 'almost none', 'the smaller part', 'few', 'the smaller part', 'few', 'all', 'many']"
371,data/images/quantifier/test_371.png,"['few', 'none', 'the smaller part', 'the smaller part', 'most', 'none', 'some', 'most', 'all', 'most', 'few', 'none', 'the smaller part', 'almost all', 'few', 'most', 'almost all', 'some', 'none', 'none', 'the smaller part']"
374,data/images/quantifier/test_374.png,"['all', 'all', 'some', 'many', 'the smaller part', 'none', 'all', 'most', 'almost none', 'the smaller part', 'all', 'some', 'some', 'most', 'all', 'the smaller part', 'all', 'none', 'many', 'all', 'most']"
375,data/images/quantifier/test_375.png,"['all', 'many', 'all', 'none', 'most', 'almost none', 'most', 'few', 'many', 'some', 'most', 'all', 'none', 'none', 'some', 'the smaller part', 'all', 'the smaller part', 'almost none', 'most', 'all']"
383,data/images/quantifier/test_383.png,"['the smaller part', 'all', 'the smaller part', 'all', 'many', 'all', 'few', 'few', 'all', 'all', 'all', 'almost all', 'almost none', 'none', 'few', 'the smaller part', 'the smaller part', 'some', 'many', 'none', 'most']"
385,data/images/quantifier/test_385.png,"['none', 'almost all', 'the smaller part', 'most', 'almost none', 'all', 'all', 'most', 'some', 'none', 'all', 'all', 'none', 'all', 'almost all', 'none', 'the smaller part', 'some', 'none', 'almost none', 'all']"
387,data/images/quantifier/test_387.png,"['some', 'all', 'none', 'all', 'none', 'the smaller part', 'the smaller part', 'almost none', 'almost none', 'most', 'many', 'none', 'none', 'almost none', 'all', 'many', 'none', 'almost all', 'almost none', 'the smaller part', 'most']"
390,data/images/quantifier/test_390.png,"['none', 'all', 'none', 'the smaller part', 'almost none', 'all', 'none', 'all', 'none', 'none', 'all', 'some', 'many', 'most', 'most', 'the smaller part', 'most', 'many', 'some', 'most', 'all']"
394,data/images/quantifier/test_394.png,"['all', 'none', 'most', 'none', 'none', 'the smaller part', 'all', 'some', 'all', 'all', 'all', 'the smaller part', 'most', 'none', 'all', 'few', 'all', 'some', 'many', 'the smaller part', 'all']"
396,data/images/quantifier/test_396.png,"['all', 'all', 'none', 'almost all', 'all', 'all', 'all', 'some', 'some', 'most', 'all', 'almost all', 'few', 'all', 'most', 'the smaller part', 'none', 'none', 'all', 'the smaller part', 'most']"
398,data/images/quantifier/test_398.png,"['none', 'none', 'some', 'the smaller part', 'all', 'none', 'all', 'some', 'the smaller part', 'almost all', 'all', 'none', 'none', 'many', 'almost all', 'few', 'none', 'none', 'many', 'almost none', 'many']"
404,data/images/quantifier/test_404.png,"['almost none', 'almost all', 'all', 'almost all', 'all', 'all', 'none', 'few', 'all', 'all', 'many', 'some', 'some', 'almost none', 'almost all', 'most', 'some', 'all', 'all', 'almost all', 'the smaller part']"
406,data/images/quantifier/test_406.png,"['all', 'almost all', 'none', 'most', 'some', 'almost all', 'almost all', 'none', 'almost all', 'all', 'some', 'none', 'most', 'most', 'some', 'none', 'some', 'almost all', 'all', 'the smaller part', 'some']"
407,data/images/quantifier/test_407.png,"['all', 'many', 'the smaller part', 'almost none', 'few', 'none', 'all', 'none', 'all', 'few', 'the smaller part', 'all', 'all', 'most', 'some', 'some', 'few', 'none', 'few', 'the smaller part', 'most']"
410,data/images/quantifier/test_410.png,"['many', 'most', 'all', 'all', 'all', 'all', 'many', 'none', 'all', 'almost none', 'all', 'all', 'all', 'many', 'few', 'all', 'none', 'some', 'the smaller part', 'all', 'some']"
411,data/images/quantifier/test_411.png,"['some', 'most', 'none', 'all', 'few', 'the smaller part', 'few', 'the smaller part', 'none', 'none', 'almost none', 'many', 'all', 'the smaller part', 'many', 'almost all', 'some', 'all', 'almost none', 'some', 'most']"
413,data/images/quantifier/test_413.png,"['almost all', 'some', 'all', 'none', 'all', 'none', 'many', 'all', 'almost all', 'most', 'all', 'all', 'none', 'some', 'many', 'some', 'none', 'almost all', 'all', 'none', 'all']"
417,data/images/quantifier/test_417.png,"['all', 'some', 'few', 'some', 'many', 'all', 'some', 'many', 'many', 'the smaller part', 'few', 'most', 'few', 'all', 'almost all', 'some', 'none', 'all', 'none', 'all', 'most']"
419,data/images/quantifier/test_419.png,"['all', 'none', 'most', 'some', 'none', 'none', 'most', 'none', 'all', 'none', 'some', 'all', 'all', 'the smaller part', 'most', 'few', 'none', 'few', 'some', 'all', 'some']"
426,data/images/quantifier/test_426.png,"['none', 'all', 'some', 'none', 'many', 'almost none', 'almost none', 'all', 'all', 'many', 'none', 'few', 'all', 'some', 'many', 'almost none', 'all', 'all', 'many', 'few', 'almost none']"
428,data/images/quantifier/test_428.png,"['all', 'the smaller part', 'none', 'some', 'many', 'some', 'the smaller part', 'the smaller part', 'none', 'none', 'the smaller part', 'the smaller part', 'all', 'many', 'none', 'none', 'all', 'none', 'the smaller part', 'almost none', 'none']"
429,data/images/quantifier/test_429.png,"['some', 'almost none', 'none', 'some', 'almost none', 'none', 'most', 'none', 'all', 'all', 'the smaller part', 'some', 'the smaller part', 'none', 'most', 'some', 'many', 'all', 'none', 'all', 'almost all']"
432,data/images/quantifier/test_432.png,"['some', 'some', 'the smaller part', 'all', 'none', 'none', 'the smaller part', 'almost none', 'the smaller part', 'almost all', 'all', 'all', 'some', 'all', 'most', 'the smaller part', 'all', 'all', 'the smaller part', 'some', 'all']"
433,data/images/quantifier/test_433.png,"['some', 'all', 'the smaller part', 'all', 'most', 'the smaller part', 'many', 'some', 'all', 'few', 'almost none', 'all', 'none', 'some', 'all', 'many', 'almost all', 'almost none', 'almost none', 'many', 'some']"
434,data/images/quantifier/test_434.png,"['none', 'all', 'all', 'all', 'almost all', 'almost none', 'all', 'all', 'all', 'all', 'most', 'none', 'few', 'none', 'many', 'none', 'none', 'most', 'all', 'few', 'almost none']"
436,data/images/quantifier/test_436.png,"['almost none', 'none', 'some', 'few', 'some', 'all', 'the smaller part', 'none', 'none', 'most', 'none', 'none', 'the smaller part', 'none', 'none', 'the smaller part', 'none', 'the smaller part', 'most', 'all', 'some']"
443,data/images/quantifier/test_443.png,"['none', 'all', 'most', 'most', 'almost all', 'some', 'almost all', 'all', 'some', 'all', 'all', 'the smaller part', 'the smaller part', 'none', 'none', 'few', 'many', 'all', 'none', 'many', 'the smaller part']"
445,data/images/quantifier/test_445.png,"['none', 'many', 'most', 'all', 'none', 'most', 'some', 'almost none', 'many', 'few', 'all', 'many', 'some', 'none', 'some', 'the smaller part', 'none', 'the smaller part', 'all', 'none', 'the smaller part']"
454,data/images/quantifier/test_454.png,"['many', 'the smaller part', 'few', 'many', 'all', 'almost none', 'many', 'most', 'none', 'the smaller part', 'almost none', 'all', 'most', 'none', 'none', 'all', 'some', 'some', 'none', 'none', 'all']"
