index,image,ratio,none,almost_none,the_smaller_part,few,some,many,most,almost_all,all
18,data/images/quantifier/test_18.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
19,data/images/quantifier/test_19.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
20,data/images/quantifier/test_20.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
21,data/images/quantifier/test_21.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
22,data/images/quantifier/test_22.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
23,data/images/quantifier/test_23.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
24,data/images/quantifier/test_24.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
25,data/images/quantifier/test_25.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
26,data/images/quantifier/test_26.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
27,data/images/quantifier/test_27.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
28,data/images/quantifier/test_28.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
29,data/images/quantifier/test_29.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
30,data/images/quantifier/test_30.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
31,data/images/quantifier/test_31.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
32,data/images/quantifier/test_32.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
33,data/images/quantifier/test_33.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
34,data/images/quantifier/test_34.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
35,data/images/quantifier/test_35.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
36,data/images/quantifier/test_36.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
37,data/images/quantifier/test_37.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
38,data/images/quantifier/test_38.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
39,data/images/quantifier/test_39.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
40,data/images/quantifier/test_40.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
41,data/images/quantifier/test_41.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
42,data/images/quantifier/test_42.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
43,data/images/quantifier/test_43.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
44,data/images/quantifier/test_44.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
45,data/images/quantifier/test_45.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
46,data/images/quantifier/test_46.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
47,data/images/quantifier/test_47.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
48,data/images/quantifier/test_48.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
49,data/images/quantifier/test_49.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
50,data/images/quantifier/test_50.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
51,data/images/quantifier/test_51.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
52,data/images/quantifier/test_52.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
53,data/images/quantifier/test_53.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
54,data/images/quantifier/test_54.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
55,data/images/quantifier/test_55.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
56,data/images/quantifier/test_56.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
57,data/images/quantifier/test_57.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
58,data/images/quantifier/test_58.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
59,data/images/quantifier/test_59.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
60,data/images/quantifier/test_60.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
61,data/images/quantifier/test_61.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
62,data/images/quantifier/test_62.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
63,data/images/quantifier/test_63.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
64,data/images/quantifier/test_64.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
65,data/images/quantifier/test_65.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
66,data/images/quantifier/test_66.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
67,data/images/quantifier/test_67.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
68,data/images/quantifier/test_68.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
69,data/images/quantifier/test_69.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
70,data/images/quantifier/test_70.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
71,data/images/quantifier/test_71.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
72,data/images/quantifier/test_72.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
73,data/images/quantifier/test_73.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
74,data/images/quantifier/test_74.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
75,data/images/quantifier/test_75.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
76,data/images/quantifier/test_76.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
77,data/images/quantifier/test_77.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
78,data/images/quantifier/test_78.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
79,data/images/quantifier/test_79.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
80,data/images/quantifier/test_80.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
81,data/images/quantifier/test_81.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
82,data/images/quantifier/test_82.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
83,data/images/quantifier/test_83.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
84,data/images/quantifier/test_84.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
85,data/images/quantifier/test_85.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
86,data/images/quantifier/test_86.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
87,data/images/quantifier/test_87.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
88,data/images/quantifier/test_88.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
89,data/images/quantifier/test_89.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
90,data/images/quantifier/test_90.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
91,data/images/quantifier/test_91.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
92,data/images/quantifier/test_92.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
93,data/images/quantifier/test_93.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
94,data/images/quantifier/test_94.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
95,data/images/quantifier/test_95.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
96,data/images/quantifier/test_96.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
97,data/images/quantifier/test_97.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
98,data/images/quantifier/test_98.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
99,data/images/quantifier/test_99.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
100,data/images/quantifier/test_100.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
101,data/images/quantifier/test_101.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
102,data/images/quantifier/test_102.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
103,data/images/quantifier/test_103.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
104,data/images/quantifier/test_104.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
105,data/images/quantifier/test_105.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
106,data/images/quantifier/test_106.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
107,data/images/quantifier/test_107.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
108,data/images/quantifier/test_108.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
109,data/images/quantifier/test_109.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
110,data/images/quantifier/test_110.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
111,data/images/quantifier/test_111.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
112,data/images/quantifier/test_112.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
113,data/images/quantifier/test_113.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
114,data/images/quantifier/test_114.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
115,data/images/quantifier/test_115.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
116,data/images/quantifier/test_116.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
117,data/images/quantifier/test_117.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
118,data/images/quantifier/test_118.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
119,data/images/quantifier/test_119.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
120,data/images/quantifier/test_120.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
121,data/images/quantifier/test_121.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
122,data/images/quantifier/test_122.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
123,data/images/quantifier/test_123.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
124,data/images/quantifier/test_124.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
125,data/images/quantifier/test_125.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
126,data/images/quantifier/test_126.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
127,data/images/quantifier/test_127.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
128,data/images/quantifier/test_128.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
129,data/images/quantifier/test_129.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
130,data/images/quantifier/test_130.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
131,data/images/quantifier/test_131.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
132,data/images/quantifier/test_132.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
133,data/images/quantifier/test_133.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
134,data/images/quantifier/test_134.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
135,data/images/quantifier/test_135.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
136,data/images/quantifier/test_136.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
137,data/images/quantifier/test_137.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
138,data/images/quantifier/test_138.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
139,data/images/quantifier/test_139.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
140,data/images/quantifier/test_140.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
141,data/images/quantifier/test_141.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
142,data/images/quantifier/test_142.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
143,data/images/quantifier/test_143.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
144,data/images/quantifier/test_144.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
145,data/images/quantifier/test_145.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
146,data/images/quantifier/test_146.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
147,data/images/quantifier/test_147.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
148,data/images/quantifier/test_148.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
149,data/images/quantifier/test_149.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
150,data/images/quantifier/test_150.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
151,data/images/quantifier/test_151.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
152,data/images/quantifier/test_152.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
153,data/images/quantifier/test_153.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
154,data/images/quantifier/test_154.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
155,data/images/quantifier/test_155.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
156,data/images/quantifier/test_156.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
157,data/images/quantifier/test_157.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
158,data/images/quantifier/test_158.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
159,data/images/quantifier/test_159.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
160,data/images/quantifier/test_160.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
161,data/images/quantifier/test_161.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
162,data/images/quantifier/test_162.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
163,data/images/quantifier/test_163.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
164,data/images/quantifier/test_164.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
165,data/images/quantifier/test_165.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
166,data/images/quantifier/test_166.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
167,data/images/quantifier/test_167.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
168,data/images/quantifier/test_168.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
169,data/images/quantifier/test_169.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
170,data/images/quantifier/test_170.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
171,data/images/quantifier/test_171.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
172,data/images/quantifier/test_172.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
173,data/images/quantifier/test_173.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
174,data/images/quantifier/test_174.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
175,data/images/quantifier/test_175.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
176,data/images/quantifier/test_176.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
177,data/images/quantifier/test_177.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
178,data/images/quantifier/test_178.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
179,data/images/quantifier/test_179.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
180,data/images/quantifier/test_180.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
181,data/images/quantifier/test_181.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
182,data/images/quantifier/test_182.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
183,data/images/quantifier/test_183.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
184,data/images/quantifier/test_184.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
185,data/images/quantifier/test_185.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
186,data/images/quantifier/test_186.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
187,data/images/quantifier/test_187.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
188,data/images/quantifier/test_188.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
189,data/images/quantifier/test_189.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
190,data/images/quantifier/test_190.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
191,data/images/quantifier/test_191.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
192,data/images/quantifier/test_192.png,0Y,0.9765886288,0.0050167224,0.0,0.0033444816,0.0100334448,0.0,0.0,0.0,0.0050167224
