index,image
1525,data/images/quantifier/test_1525.png
1529,data/images/quantifier/test_1529.png
1538,data/images/quantifier/test_1538.png
1542,data/images/quantifier/test_1542.png
1546,data/images/quantifier/test_1546.png
1552,data/images/quantifier/test_1552.png
1553,data/images/quantifier/test_1553.png
1556,data/images/quantifier/test_1556.png
1561,data/images/quantifier/test_1561.png
1570,data/images/quantifier/test_1570.png
1571,data/images/quantifier/test_1571.png
1572,data/images/quantifier/test_1572.png
1573,data/images/quantifier/test_1573.png
1585,data/images/quantifier/test_1585.png
1587,data/images/quantifier/test_1587.png
1588,data/images/quantifier/test_1588.png
1591,data/images/quantifier/test_1591.png
1592,data/images/quantifier/test_1592.png
1595,data/images/quantifier/test_1595.png
1599,data/images/quantifier/test_1599.png
1611,data/images/quantifier/test_1611.png
1612,data/images/quantifier/test_1612.png
1617,data/images/quantifier/test_1617.png
1618,data/images/quantifier/test_1618.png
1619,data/images/quantifier/test_1619.png
1629,data/images/quantifier/test_1629.png
1634,data/images/quantifier/test_1634.png
1640,data/images/quantifier/test_1640.png
1641,data/images/quantifier/test_1641.png
1651,data/images/quantifier/test_1651.png
1652,data/images/quantifier/test_1652.png
1663,data/images/quantifier/test_1663.png
1666,data/images/quantifier/test_1666.png
1668,data/images/quantifier/test_1668.png
1669,data/images/quantifier/test_1669.png
1673,data/images/quantifier/test_1673.png
1675,data/images/quantifier/test_1675.png
1677,data/images/quantifier/test_1677.png
1683,data/images/quantifier/test_1683.png
1687,data/images/quantifier/test_1687.png
1690,data/images/quantifier/test_1690.png
1693,data/images/quantifier/test_1693.png
1695,data/images/quantifier/test_1695.png
1699,data/images/quantifier/test_1699.png
1703,data/images/quantifier/test_1703.png
1704,data/images/quantifier/test_1704.png
1716,data/images/quantifier/test_1716.png
1720,data/images/quantifier/test_1720.png
1721,data/images/quantifier/test_1721.png
1724,data/images/quantifier/test_1724.png
1726,data/images/quantifier/test_1726.png
1732,data/images/quantifier/test_1732.png
1736,data/images/quantifier/test_1736.png
1738,data/images/quantifier/test_1738.png
1739,data/images/quantifier/test_1739.png
1740,data/images/quantifier/test_1740.png
1741,data/images/quantifier/test_1741.png
1749,data/images/quantifier/test_1749.png
1750,data/images/quantifier/test_1750.png
1753,data/images/quantifier/test_1753.png
1761,data/images/quantifier/test_1761.png
1762,data/images/quantifier/test_1762.png
1765,data/images/quantifier/test_1765.png
1768,data/images/quantifier/test_1768.png
1771,data/images/quantifier/test_1771.png
1773,data/images/quantifier/test_1773.png
1777,data/images/quantifier/test_1777.png
1793,data/images/quantifier/test_1793.png
1795,data/images/quantifier/test_1795.png
1798,data/images/quantifier/test_1798.png
1800,data/images/quantifier/test_1800.png
1803,data/images/quantifier/test_1803.png
1805,data/images/quantifier/test_1805.png
1807,data/images/quantifier/test_1807.png
1809,data/images/quantifier/test_1809.png
1813,data/images/quantifier/test_1813.png
1815,data/images/quantifier/test_1815.png
1817,data/images/quantifier/test_1817.png
1822,data/images/quantifier/test_1822.png
1824,data/images/quantifier/test_1824.png
1829,data/images/quantifier/test_1829.png
1832,data/images/quantifier/test_1832.png
1839,data/images/quantifier/test_1839.png
1842,data/images/quantifier/test_1842.png
1846,data/images/quantifier/test_1846.png
1851,data/images/quantifier/test_1851.png
1852,data/images/quantifier/test_1852.png
1853,data/images/quantifier/test_1853.png
1855,data/images/quantifier/test_1855.png
1860,data/images/quantifier/test_1860.png
1861,data/images/quantifier/test_1861.png
1862,data/images/quantifier/test_1862.png
1872,data/images/quantifier/test_1872.png
1876,data/images/quantifier/test_1876.png
1879,data/images/quantifier/test_1879.png
1882,data/images/quantifier/test_1882.png
1885,data/images/quantifier/test_1885.png
1886,data/images/quantifier/test_1886.png
1890,data/images/quantifier/test_1890.png
1892,data/images/quantifier/test_1892.png
1900,data/images/quantifier/test_1900.png
1913,data/images/quantifier/test_1913.png
1919,data/images/quantifier/test_1919.png
1924,data/images/quantifier/test_1924.png
1930,data/images/quantifier/test_1930.png
1936,data/images/quantifier/test_1936.png
1938,data/images/quantifier/test_1938.png
1944,data/images/quantifier/test_1944.png
1953,data/images/quantifier/test_1953.png
1954,data/images/quantifier/test_1954.png
1955,data/images/quantifier/test_1955.png
1956,data/images/quantifier/test_1956.png
1962,data/images/quantifier/test_1962.png
1968,data/images/quantifier/test_1968.png
1975,data/images/quantifier/test_1975.png
1977,data/images/quantifier/test_1977.png
1979,data/images/quantifier/test_1979.png
1982,data/images/quantifier/test_1982.png
1994,data/images/quantifier/test_1994.png
1997,data/images/quantifier/test_1997.png
2001,data/images/quantifier/test_2001.png
2006,data/images/quantifier/test_2006.png
2011,data/images/quantifier/test_2011.png
2012,data/images/quantifier/test_2012.png
2019,data/images/quantifier/test_2019.png
2023,data/images/quantifier/test_2023.png
2024,data/images/quantifier/test_2024.png
2026,data/images/quantifier/test_2026.png
2027,data/images/quantifier/test_2027.png
2028,data/images/quantifier/test_2028.png
2029,data/images/quantifier/test_2029.png
2033,data/images/quantifier/test_2033.png
2036,data/images/quantifier/test_2036.png
2038,data/images/quantifier/test_2038.png
2047,data/images/quantifier/test_2047.png
2050,data/images/quantifier/test_2050.png
2053,data/images/quantifier/test_2053.png
2057,data/images/quantifier/test_2057.png
2060,data/images/quantifier/test_2060.png
2064,data/images/quantifier/test_2064.png
2066,data/images/quantifier/test_2066.png
2067,data/images/quantifier/test_2067.png
2069,data/images/quantifier/test_2069.png
2070,data/images/quantifier/test_2070.png
2071,data/images/quantifier/test_2071.png
2086,data/images/quantifier/test_2086.png
2090,data/images/quantifier/test_2090.png
2095,data/images/quantifier/test_2095.png
2099,data/images/quantifier/test_2099.png
2113,data/images/quantifier/test_2113.png
2115,data/images/quantifier/test_2115.png
2123,data/images/quantifier/test_2123.png
2142,data/images/quantifier/test_2142.png
2146,data/images/quantifier/test_2146.png
2147,data/images/quantifier/test_2147.png
2150,data/images/quantifier/test_2150.png
2152,data/images/quantifier/test_2152.png
2153,data/images/quantifier/test_2153.png
2160,data/images/quantifier/test_2160.png
2163,data/images/quantifier/test_2163.png
2164,data/images/quantifier/test_2164.png
2166,data/images/quantifier/test_2166.png
2172,data/images/quantifier/test_2172.png
2174,data/images/quantifier/test_2174.png
2184,data/images/quantifier/test_2184.png
2185,data/images/quantifier/test_2185.png
2190,data/images/quantifier/test_2190.png
2195,data/images/quantifier/test_2195.png
2196,data/images/quantifier/test_2196.png
2199,data/images/quantifier/test_2199.png
2200,data/images/quantifier/test_2200.png
2202,data/images/quantifier/test_2202.png
2209,data/images/quantifier/test_2209.png
2210,data/images/quantifier/test_2210.png
2213,data/images/quantifier/test_2213.png
2220,data/images/quantifier/test_2220.png
2226,data/images/quantifier/test_2226.png
2227,data/images/quantifier/test_2227.png
2228,data/images/quantifier/test_2228.png
2230,data/images/quantifier/test_2230.png
2232,data/images/quantifier/test_2232.png
2238,data/images/quantifier/test_2238.png
2248,data/images/quantifier/test_2248.png
2253,data/images/quantifier/test_2253.png
2258,data/images/quantifier/test_2258.png
2264,data/images/quantifier/test_2264.png
2265,data/images/quantifier/test_2265.png
2268,data/images/quantifier/test_2268.png
2278,data/images/quantifier/test_2278.png
2283,data/images/quantifier/test_2283.png
2288,data/images/quantifier/test_2288.png
2290,data/images/quantifier/test_2290.png
2294,data/images/quantifier/test_2294.png
2302,data/images/quantifier/test_2302.png
2315,data/images/quantifier/test_2315.png
2320,data/images/quantifier/test_2320.png
2321,data/images/quantifier/test_2321.png
2327,data/images/quantifier/test_2327.png
2334,data/images/quantifier/test_2334.png
2341,data/images/quantifier/test_2341.png
2343,data/images/quantifier/test_2343.png
2344,data/images/quantifier/test_2344.png
2346,data/images/quantifier/test_2346.png
2350,data/images/quantifier/test_2350.png
2351,data/images/quantifier/test_2351.png
2352,data/images/quantifier/test_2352.png
2355,data/images/quantifier/test_2355.png
2362,data/images/quantifier/test_2362.png
2363,data/images/quantifier/test_2363.png
2368,data/images/quantifier/test_2368.png
2369,data/images/quantifier/test_2369.png
2375,data/images/quantifier/test_2375.png
2376,data/images/quantifier/test_2376.png
2380,data/images/quantifier/test_2380.png
2384,data/images/quantifier/test_2384.png
2386,data/images/quantifier/test_2386.png
2388,data/images/quantifier/test_2388.png
2392,data/images/quantifier/test_2392.png
2394,data/images/quantifier/test_2394.png
2396,data/images/quantifier/test_2396.png
2411,data/images/quantifier/test_2411.png
2418,data/images/quantifier/test_2418.png
2422,data/images/quantifier/test_2422.png
2427,data/images/quantifier/test_2427.png
2430,data/images/quantifier/test_2430.png
2434,data/images/quantifier/test_2434.png
2437,data/images/quantifier/test_2437.png
2441,data/images/quantifier/test_2441.png
2442,data/images/quantifier/test_2442.png
2449,data/images/quantifier/test_2449.png
2452,data/images/quantifier/test_2452.png
2453,data/images/quantifier/test_2453.png
2459,data/images/quantifier/test_2459.png
2460,data/images/quantifier/test_2460.png
2464,data/images/quantifier/test_2464.png
2472,data/images/quantifier/test_2472.png
2476,data/images/quantifier/test_2476.png
2479,data/images/quantifier/test_2479.png
2484,data/images/quantifier/test_2484.png
2489,data/images/quantifier/test_2489.png
2495,data/images/quantifier/test_2495.png
2499,data/images/quantifier/test_2499.png
2504,data/images/quantifier/test_2504.png
2515,data/images/quantifier/test_2515.png
2518,data/images/quantifier/test_2518.png
2519,data/images/quantifier/test_2519.png
2520,data/images/quantifier/test_2520.png
2532,data/images/quantifier/test_2532.png
2533,data/images/quantifier/test_2533.png
2537,data/images/quantifier/test_2537.png
2543,data/images/quantifier/test_2543.png
2545,data/images/quantifier/test_2545.png
2548,data/images/quantifier/test_2548.png
2551,data/images/quantifier/test_2551.png
2559,data/images/quantifier/test_2559.png
2560,data/images/quantifier/test_2560.png
2563,data/images/quantifier/test_2563.png
2564,data/images/quantifier/test_2564.png
2568,data/images/quantifier/test_2568.png
2569,data/images/quantifier/test_2569.png
2572,data/images/quantifier/test_2572.png
2578,data/images/quantifier/test_2578.png
2581,data/images/quantifier/test_2581.png
2582,data/images/quantifier/test_2582.png
2583,data/images/quantifier/test_2583.png
2585,data/images/quantifier/test_2585.png
2590,data/images/quantifier/test_2590.png
2591,data/images/quantifier/test_2591.png
2595,data/images/quantifier/test_2595.png
2598,data/images/quantifier/test_2598.png
2611,data/images/quantifier/test_2611.png
2616,data/images/quantifier/test_2616.png
2619,data/images/quantifier/test_2619.png
2623,data/images/quantifier/test_2623.png
2627,data/images/quantifier/test_2627.png
2632,data/images/quantifier/test_2632.png
2633,data/images/quantifier/test_2633.png
2635,data/images/quantifier/test_2635.png
2637,data/images/quantifier/test_2637.png
2639,data/images/quantifier/test_2639.png
2641,data/images/quantifier/test_2641.png
2643,data/images/quantifier/test_2643.png
2646,data/images/quantifier/test_2646.png
2647,data/images/quantifier/test_2647.png
2655,data/images/quantifier/test_2655.png
2656,data/images/quantifier/test_2656.png
2657,data/images/quantifier/test_2657.png
2660,data/images/quantifier/test_2660.png
2661,data/images/quantifier/test_2661.png
2662,data/images/quantifier/test_2662.png
2663,data/images/quantifier/test_2663.png
2664,data/images/quantifier/test_2664.png
2669,data/images/quantifier/test_2669.png
2678,data/images/quantifier/test_2678.png
2691,data/images/quantifier/test_2691.png
2706,data/images/quantifier/test_2706.png
2712,data/images/quantifier/test_2712.png
2715,data/images/quantifier/test_2715.png
2729,data/images/quantifier/test_2729.png
2731,data/images/quantifier/test_2731.png
2732,data/images/quantifier/test_2732.png
2733,data/images/quantifier/test_2733.png
2734,data/images/quantifier/test_2734.png
2739,data/images/quantifier/test_2739.png
2742,data/images/quantifier/test_2742.png
2743,data/images/quantifier/test_2743.png
2754,data/images/quantifier/test_2754.png
2759,data/images/quantifier/test_2759.png
2764,data/images/quantifier/test_2764.png
2767,data/images/quantifier/test_2767.png
2768,data/images/quantifier/test_2768.png
2771,data/images/quantifier/test_2771.png
2784,data/images/quantifier/test_2784.png
2785,data/images/quantifier/test_2785.png
2786,data/images/quantifier/test_2786.png
2789,data/images/quantifier/test_2789.png
2790,data/images/quantifier/test_2790.png
2791,data/images/quantifier/test_2791.png
2794,data/images/quantifier/test_2794.png
2795,data/images/quantifier/test_2795.png
2802,data/images/quantifier/test_2802.png
2804,data/images/quantifier/test_2804.png
2806,data/images/quantifier/test_2806.png
2812,data/images/quantifier/test_2812.png
2815,data/images/quantifier/test_2815.png
2824,data/images/quantifier/test_2824.png
2829,data/images/quantifier/test_2829.png
2830,data/images/quantifier/test_2830.png
2832,data/images/quantifier/test_2832.png
2833,data/images/quantifier/test_2833.png
2834,data/images/quantifier/test_2834.png
2837,data/images/quantifier/test_2837.png
2842,data/images/quantifier/test_2842.png
2843,data/images/quantifier/test_2843.png
2847,data/images/quantifier/test_2847.png
2859,data/images/quantifier/test_2859.png
2860,data/images/quantifier/test_2860.png
2864,data/images/quantifier/test_2864.png
2871,data/images/quantifier/test_2871.png
2874,data/images/quantifier/test_2874.png
2878,data/images/quantifier/test_2878.png
2879,data/images/quantifier/test_2879.png
2884,data/images/quantifier/test_2884.png
2891,data/images/quantifier/test_2891.png
2898,data/images/quantifier/test_2898.png
2903,data/images/quantifier/test_2903.png
2908,data/images/quantifier/test_2908.png
2914,data/images/quantifier/test_2914.png
2919,data/images/quantifier/test_2919.png
2924,data/images/quantifier/test_2924.png
2925,data/images/quantifier/test_2925.png
2928,data/images/quantifier/test_2928.png
2929,data/images/quantifier/test_2929.png
2930,data/images/quantifier/test_2930.png
2932,data/images/quantifier/test_2932.png
2933,data/images/quantifier/test_2933.png
2940,data/images/quantifier/test_2940.png
2943,data/images/quantifier/test_2943.png
2944,data/images/quantifier/test_2944.png
2947,data/images/quantifier/test_2947.png
2952,data/images/quantifier/test_2952.png
2953,data/images/quantifier/test_2953.png
2962,data/images/quantifier/test_2962.png
2969,data/images/quantifier/test_2969.png
2970,data/images/quantifier/test_2970.png
2972,data/images/quantifier/test_2972.png
2986,data/images/quantifier/test_2986.png
2987,data/images/quantifier/test_2987.png
2992,data/images/quantifier/test_2992.png
2999,data/images/quantifier/test_2999.png
3000,data/images/quantifier/test_3000.png
3003,data/images/quantifier/test_3003.png
3006,data/images/quantifier/test_3006.png
3009,data/images/quantifier/test_3009.png
3010,data/images/quantifier/test_3010.png
3011,data/images/quantifier/test_3011.png
3012,data/images/quantifier/test_3012.png
3023,data/images/quantifier/test_3023.png
3025,data/images/quantifier/test_3025.png
3031,data/images/quantifier/test_3031.png
3035,data/images/quantifier/test_3035.png
3038,data/images/quantifier/test_3038.png
