	vg_image_id	vg_object_id	link_mn	link_vg	vg_obj_name	vg_domain	vg_synset	vg_same_object	vg_adequacy_mean	vg_inadequacy_type	vg_image_name	vg_cat	clusters	topname	responses	incorrect	singletons	adequacy_mean	inadequacy_type	total_responses	perc_top	H	N	domain	split	same_object	vg_bbox_xywh	mn_bbox_xywh
10	23	1024626	http://manynames.upf.edu//23_1024626_van.png	https://cs.stanford.edu/people/rak248/VG_100K/23.jpg	van	vehicles	truck.n.01	{'suv': 1.0, 'vehicle': 1.0, 'car': 1.0}	1.0	{'None': 1.0}	23.jpg	vehicle	[{'35': ['suv', 'van', 'vehicle', 'car']}]	van	{'van': 16, 'car': 14, 'vehicle': 3, 'suv': 2}	{}	{'automobile': 1}	{'van': 1.0, 'car': 1.0, 'vehicle': 1.0, 'suv': 0.83}	{'van': {'None': 1.0}, 'car': {'None': 1.0}, 'vehicle': {'None': 1.0}, 'suv': {'None': 0.7, 'visual': 0.3}}	35	0.4571428571428571	1.5847728337743971	4	vehicles	train	{'van': {'van': 1.0, 'car': 1.0, 'vehicle': 1.0, 'suv': 1.0}, 'car': {'van': 1.0, 'car': 1.0, 'vehicle': 1.0, 'suv': 1.0}, 'vehicle': {'van': 1.0, 'car': 1.0, 'vehicle': 1.0, 'suv': 1.0}, 'suv': {'van': 1.0, 'car': 1.0, 'vehicle': 1.0, 'suv': 1.0}}	[26, 196, 562, 244]	[12, 139, 426, 189]
11	27	1024754	http://manynames.upf.edu//27_1024754_floor.png	https://cs.stanford.edu/people/rak248/VG_100K/27.jpg	carpet	home	furnishing.n.02	{'floor': 1.0}	1.0	{'None': 1.0}	27.jpg	instrumentality, instrumentation	[{'32': ['floor', 'carpet']}, {'2': ['table']}]	floor	{'floor': 18, 'carpet': 14}	{'table': 2}	{'rug': 1, 'chair': 1}	{'table': 0.33, 'floor': 1.0, 'carpet': 1.0}	{'table': {'bounding box': 1.0}, 'floor': {'None': 1.0}, 'carpet': {'None': 1.0}}	32	0.5625	0.9886994082884974	2	home	train	{'table': {'table': 1.0, 'floor': 0.0, 'carpet': 0.0}, 'floor': {'table': 0.0, 'floor': 1.0, 'carpet': 1.0}, 'carpet': {'table': 0.0, 'floor': 1.0, 'carpet': 1.0}}	[132, 423, 641, 176]	[91, 308, 485, 138]
12	28	1024781	http://manynames.upf.edu//28_1024781_couch.png	https://cs.stanford.edu/people/rak248/VG_100K/28.jpg	couch	home	furnishing.n.02	{'sofa': 1.0}	1.0	{'None': 1.0}	28.jpg	instrumentality, instrumentation	[{'30': ['couch', 'sofa']}, {'2': ['bowl']}]	couch	{'couch': 21, 'sofa': 9}	{'bowl': 2}	{'vase': 1, 'table': 1, 'bench': 1, 'chair': 1}	{'bowl': 0.5, 'couch': 1.0, 'sofa': 1.0}	{'bowl': {'None': 0.3, 'bounding box': 0.7}, 'couch': {'None': 1.0}, 'sofa': {'None': 1.0}}	30	0.7	0.8812908992306926	2	home	train	{'bowl': {'bowl': 1.0, 'couch': 0.0, 'sofa': 0.0}, 'couch': {'bowl': 0.0, 'couch': 1.0, 'sofa': 1.0}, 'sofa': {'bowl': 0.0, 'couch': 1.0, 'sofa': 1.0}}	[0, 324, 511, 234]	[0, 234, 388, 181]
13	30	1061339	http://manynames.upf.edu//30_1061339_cabinet.png	https://cs.stanford.edu/people/rak248/VG_100K/30.jpg	stand	home	furnishing.n.02	{'entertainment center': 1.0, 'furniture': 1.0, 'cabinet': 1.0, 'dresser': 1.0, 'hatstand': 0.67}	1.0	{'None': 1.0}	30.jpg	instrumentality, instrumentation	[{'23': ['entertainment center', 'dresser', 'furniture', 'hatstand', 'cabinet']}]	cabinet	{'cabinet': 12, 'entertainment center': 3, 'hatstand': 3, 'dresser': 3, 'furniture': 2}	{}	{'wood': 1, 'rack': 1, 'wooden table': 1, 'chair': 1, 'mirror': 1, 'hutch': 1, 'drawers': 1, 'tv': 1, 'armoire': 1, 'bookshelves': 1, 'television stand': 1, 'capote': 1, 'shelf': 1}	{'cabinet': 1.0, 'entertainment center': 1.0, 'hatstand': 0.5, 'dresser': 0.83, 'furniture': 1.0}	{'cabinet': {'None': 1.0}, 'entertainment center': {'None': 1.0}, 'hatstand': {'visual': 0.7, 'other': 0.3}, 'dresser': {'visual': 0.3, 'None': 0.7}, 'furniture': {'None': 1.0}}	23	0.5217391304347826	1.9459874988768264	5	home	train	{'cabinet': {'cabinet': 1.0, 'entertainment center': 1.0, 'hatstand': 0.67, 'dresser': 1.0, 'furniture': 1.0}, 'entertainment center': {'cabinet': 1.0, 'entertainment center': 1.0, 'hatstand': 0.67, 'dresser': 1.0, 'furniture': 1.0}, 'hatstand': {'cabinet': 0.67, 'entertainment center': 0.67, 'hatstand': 1.0, 'dresser': 0.67, 'furniture': 0.67}, 'dresser': {'cabinet': 1.0, 'entertainment center': 1.0, 'hatstand': 0.67, 'dresser': 1.0, 'furniture': 1.0}, 'furniture': {'cabinet': 1.0, 'entertainment center': 1.0, 'hatstand': 0.67, 'dresser': 1.0, 'furniture': 1.0}}	[468, 115, 330, 482]	[342, 79, 253, 366]
14	32	1058643	http://manynames.upf.edu//32_1058643_cabinet.png	https://cs.stanford.edu/people/rak248/VG_100K/32.jpg	cabinet	home	furnishing.n.02	{'cupboard': 0.67, 'wood': 0.33, 'cabinets': 1.0}	1.0	{'None': 1.0}	32.jpg	instrumentality, instrumentation	[{'29': ['cabinets', 'cupboard', 'cabinet']}, {'2': ['wood']}]	cabinet	{'cabinet': 15, 'cabinets': 9, 'cupboard': 5}	{'wood': 2}	{'sink': 1, 'cabinetry': 1, 'modern kitchen': 1, 'wall': 1}	{'wood': 0.17, 'cabinet': 1.0, 'cabinets': 1.0, 'cupboard': 1.0}	{'wood': {'other': 0.3, 'bounding box': 0.3, 'visual': 0.3}, 'cabinet': {'None': 1.0}, 'cabinets': {'None': 1.0}, 'cupboard': {'None': 1.0}}	29	0.5172413793103449	1.4530732564535926	3	home	test	{'wood': {'wood': 1.0, 'cabinet': 0.33, 'cabinets': 0.33, 'cupboard': 0.33}, 'cabinet': {'wood': 0.33, 'cabinet': 1.0, 'cabinets': 1.0, 'cupboard': 0.67}, 'cabinets': {'wood': 0.33, 'cabinet': 1.0, 'cabinets': 1.0, 'cupboard': 0.67}, 'cupboard': {'wood': 0.33, 'cabinet': 0.67, 'cabinets': 0.67, 'cupboard': 1.0}}	[0, 1, 754, 320]	[0, 0, 569, 245]
15	35	1024961	http://manynames.upf.edu//35_1024961_desk.png	https://cs.stanford.edu/people/rak248/VG_100K/35.jpg	desk	home	furnishing.n.02	{'workstation': 0.67}	0.83	{'bounding box': 0.3, 'None': 0.7}	35.jpg	instrumentality, instrumentation	[{'6': ['shelf', 'shelving']}, {'21': ['workstation', 'desk']}, {'2': ['office']}, {'2': ['wall']}]	desk	{'desk': 19, 'workstation': 2}	{'shelf': 4, 'shelving': 2, 'wall': 2, 'office': 2}	{'bookcase': 1, 'computer desk': 1, 'chair': 1, 'bookshelf': 1}	{'shelving': 0.83, 'shelf': 0.67, 'office': 0.5, 'wall': 0.0, 'desk': 0.83, 'workstation': 1.0}	{'shelving': {'None': 0.7, 'bounding box': 0.3}, 'shelf': {'bounding box': 0.7, 'None': 0.3}, 'office': {'None': 0.3, 'bounding box': 0.7}, 'wall': {'visual': 0.3, 'bounding box': 0.7}, 'desk': {'bounding box': 0.3, 'None': 0.7}, 'workstation': {'None': 1.0}}	21	0.9047619047619048	0.4537163391869446	2	home	train	{'shelving': {'shelving': 1.0, 'shelf': 0.67, 'office': 0.33, 'wall': 0.0, 'desk': 0.0, 'workstation': 0.33}, 'shelf': {'shelving': 0.67, 'shelf': 1.0, 'office': 0.0, 'wall': 0.0, 'desk': 0.0, 'workstation': 0.0}, 'office': {'shelving': 0.33, 'shelf': 0.0, 'office': 1.0, 'wall': 0.0, 'desk': 0.0, 'workstation': 0.33}, 'wall': {'shelving': 0.0, 'shelf': 0.0, 'office': 0.0, 'wall': 1.0, 'desk': 0.0, 'workstation': 0.0}, 'desk': {'shelving': 0.0, 'shelf': 0.0, 'office': 0.0, 'wall': 0.0, 'desk': 1.0, 'workstation': 0.67}, 'workstation': {'shelving': 0.33, 'shelf': 0.0, 'office': 0.33, 'wall': 0.0, 'desk': 0.67, 'workstation': 1.0}}	[43, 2, 249, 434]	[25, 0, 193, 330]
16	37	1025073	http://manynames.upf.edu//37_1025073_couch.png	https://cs.stanford.edu/people/rak248/VG_100K/37.jpg	sofa	home	furnishing.n.02	{'couch': 1.0, 'bed': 1.0}	1.0	{'None': 1.0}	37.jpg	instrumentality, instrumentation	[{'30': ['couch', 'sofa', 'bed']}, {'6': ['pillow']}]	couch	{'couch': 21, 'sofa': 7}	{'pillow': 6, 'bed': 2}	{}	{'pillow': 0.17, 'bed': 0.17, 'couch': 1.0, 'sofa': 1.0}	{'pillow': {'bounding box': 1.0}, 'bed': {'visual': 1.0}, 'couch': {'None': 1.0}, 'sofa': {'None': 1.0}}	28	0.75	0.8112781244591328	2	home	train	{'pillow': {'pillow': 1.0, 'bed': 0.0, 'couch': 0.0, 'sofa': 0.0}, 'bed': {'pillow': 0.0, 'bed': 1.0, 'couch': 1.0, 'sofa': 1.0}, 'couch': {'pillow': 0.0, 'bed': 1.0, 'couch': 1.0, 'sofa': 1.0}, 'sofa': {'pillow': 0.0, 'bed': 1.0, 'couch': 1.0, 'sofa': 1.0}}	[146, 209, 653, 294]	[102, 149, 493, 226]
17	40	1025176	http://manynames.upf.edu//40_1025176_chair.png	https://cs.stanford.edu/people/rak248/VG_100K/40.jpg	chair	home	furnishing.n.02	{'armchair': 1.0, 'sofa': 1.0}	1.0	{'None': 1.0}	40.jpg	instrumentality, instrumentation	[{'32': ['chair', 'sofa', 'armchair']}, {'2': ['cloth']}]	chair	{'chair': 23, 'sofa': 7, 'armchair': 2}	{'cloth': 2}	{'books': 1, 'couch': 1}	{'cloth': 0.33, 'chair': 1.0, 'sofa': 1.0, 'armchair': 1.0}	{'cloth': {'bounding box': 1.0}, 'chair': {'None': 1.0}, 'sofa': {'None': 1.0}, 'armchair': {'None': 1.0}}	32	0.71875	1.072080954883921	3	home	train	{'cloth': {'cloth': 1.0, 'chair': 0.0, 'sofa': 0.0, 'armchair': 0.0}, 'chair': {'cloth': 0.0, 'chair': 1.0, 'sofa': 1.0, 'armchair': 1.0}, 'sofa': {'cloth': 0.0, 'chair': 1.0, 'sofa': 1.0, 'armchair': 1.0}, 'armchair': {'cloth': 0.0, 'chair': 1.0, 'sofa': 1.0, 'armchair': 1.0}}	[0, 294, 213, 471]	[0, 157, 126, 270]
18	41	1061574	http://manynames.upf.edu//41_1061574_counter.png	https://cs.stanford.edu/people/rak248/VG_100K/41.jpg	counter	home	furnishing.n.02	{'floor': 0.67, 'countertop': 1.0, 'table': 1.0}	1.0	{'None': 1.0}	41.jpg	instrumentality, instrumentation	[{'31': ['countertop', 'floor', 'table', 'counter']}]	counter	{'counter': 20, 'countertop': 7, 'table': 2}	{'floor': 2}	{'machine': 1, 'microwave': 1, 'rack': 1, 'tiles': 1}	{'floor': 0.0, 'counter': 1.0, 'countertop': 1.0, 'table': 0.67}	{'floor': {'visual': 0.7, 'other': 0.3}, 'counter': {'None': 1.0}, 'countertop': {'None': 1.0}, 'table': {'None': 0.3, 'linguistic': 0.3, 'visual': 0.3}}	29	0.6896551724137931	1.1307380174672108	3	home	train	{'floor': {'floor': 1.0, 'counter': 0.67, 'countertop': 0.67, 'table': 0.67}, 'counter': {'floor': 0.67, 'counter': 1.0, 'countertop': 1.0, 'table': 1.0}, 'countertop': {'floor': 0.67, 'counter': 1.0, 'countertop': 1.0, 'table': 1.0}, 'table': {'floor': 0.67, 'counter': 1.0, 'countertop': 1.0, 'table': 1.0}}	[0, 381, 798, 219]	[0, 277, 596, 170]
19	43	1061695	http://manynames.upf.edu//43_1061695_counter.png	https://cs.stanford.edu/people/rak248/VG_100K/43.jpg	counter	home	furnishing.n.02	{'kitchen counter': 1.0, 'table': 0.67, 'countertop': 1.0}	1.0	{'None': 1.0}	43.jpg	instrumentality, instrumentation	[{'27': ['kitchen counter', 'countertop', 'table', 'counter']}, {'2': ['plate']}, {'2': ['tile']}]	counter	{'counter': 18, 'countertop': 5, 'kitchen counter': 2}	{'table': 2, 'tile': 2, 'plate': 2}	{'cabinet': 1, 'cupboard': 1, 'wire': 1}	{'tile': 0.0, 'table': 0.33, 'plate': 0.17, 'counter': 1.0, 'countertop': 1.0, 'kitchen counter': 1.0}	{'tile': {'bounding box': 1.0}, 'table': {'None': 0.3, 'visual': 0.3, 'other': 0.3}, 'plate': {'bounding box': 1.0}, 'counter': {'None': 1.0}, 'countertop': {'None': 1.0}, 'kitchen counter': {'None': 1.0}}	25	0.72	1.0971245697587872	3	home	train	{'tile': {'tile': 1.0, 'table': 0.0, 'plate': 0.0, 'counter': 0.0, 'countertop': 0.0, 'kitchen counter': 0.0}, 'table': {'tile': 0.0, 'table': 1.0, 'plate': 0.0, 'counter': 0.67, 'countertop': 0.67, 'kitchen counter': 0.67}, 'plate': {'tile': 0.0, 'table': 0.0, 'plate': 1.0, 'counter': 0.0, 'countertop': 0.0, 'kitchen counter': 0.0}, 'counter': {'tile': 0.0, 'table': 0.67, 'plate': 0.0, 'counter': 1.0, 'countertop': 1.0, 'kitchen counter': 1.0}, 'countertop': {'tile': 0.0, 'table': 0.67, 'plate': 0.0, 'counter': 1.0, 'countertop': 1.0, 'kitchen counter': 1.0}, 'kitchen counter': {'tile': 0.0, 'table': 0.67, 'plate': 0.0, 'counter': 1.0, 'countertop': 1.0, 'kitchen counter': 1.0}}	[0, 365, 799, 233]	[0, 265, 596, 181]
20	65	1533920	http://manynames.upf.edu//65_1533920_car.png	https://cs.stanford.edu/people/rak248/VG_100K_2/65.jpg	sedan	vehicles	car.n.01	{'vehicle': 1.0, 'car': 1.0}	1.0	{'None': 1.0}	65.jpg	vehicle	[{'34': ['vehicle', 'car']}]	car	{'car': 32, 'vehicle': 2, 'automobile': 1}	{}	{}	{'car': 1.0, 'vehicle': 1.0, 'automobile': 'NA'}	{'car': {'None': 1.0}, 'vehicle': {'None': 1.0}, 'automobile': 'NA'}	35	0.9142857142857144	0.5007115883735378	3	vehicles		{'car': {'car': 1.0, 'vehicle': 1.0, 'automobile': 'NA'}, 'vehicle': {'car': 1.0, 'vehicle': 1.0, 'automobile': 'NA'}, 'automobile': {'car': 'NA', 'vehicle': 'NA', 'automobile': 'NA'}}	[143, 131, 503, 417]	[100, 91, 382, 318]
21	66	1533975	http://manynames.upf.edu//66_1533975_carpet.png	https://cs.stanford.edu/people/rak248/VG_100K_2/66.jpg	carpet	home	furnishing.n.02	{'floor': 1.0}	1.0	{'None': 1.0}	66.jpg	instrumentality, instrumentation	[{'32': ['floor', 'carpet']}]	carpet	{'carpet': 19, 'floor': 13, 'rug': 1}	{}	{'table': 1, 'mat': 1, 'unknown': 1}	{'carpet': 1.0, 'floor': 1.0, 'rug': 'NA'}	{'carpet': {'None': 1.0}, 'floor': {'None': 1.0}, 'rug': 'NA'}	33	0.5757575757575758	1.1408686923505045	3	home	train	{'carpet': {'carpet': 1.0, 'floor': 1.0, 'rug': 'NA'}, 'floor': {'carpet': 1.0, 'floor': 1.0, 'rug': 'NA'}, 'rug': {'carpet': 'NA', 'floor': 'NA', 'rug': 'NA'}}	[0, 314, 626, 165]	[0, 285, 590, 161]
22	72	1062142	http://manynames.upf.edu//72_1062142_table.png	https://cs.stanford.edu/people/rak248/VG_100K_2/72.jpg	table	home	furnishing.n.02	{'dining table': 1.0}	1.0	{'None': 1.0}	72.jpg	instrumentality, instrumentation	[{'31': ['table', 'dining table']}]	table	{'table': 29, 'dining table': 2}	{}	{'cakes': 1, 'coke': 1, 'food': 1, 'wine glass': 1, 'dinner': 1}	{'table': 1.0, 'dining table': 1.0}	{'table': {'None': 1.0}, 'dining table': {'None': 1.0}}	31	0.935483870967742	0.345117314944953	2	home	train	{'table': {'table': 1.0, 'dining table': 1.0}, 'dining table': {'table': 1.0, 'dining table': 1.0}}	[0, 116, 432, 131]	[0, 133, 528, 165]
23	83	1062222	http://manynames.upf.edu//83_1062222_table.png	https://cs.stanford.edu/people/rak248/VG_100K_2/83.jpg	table	home	furnishing.n.02	{'furniture': 1.0, 'desk': 1.0}	1.0	{'None': 1.0}	83.jpg	instrumentality, instrumentation	[{'25': ['desk', 'furniture', 'table']}, {'10': ['books', 'book']}]	table	{'table': 20, 'desk': 3, 'furniture': 2}	{'books': 6, 'book': 4}	{'tabletop': 1}	{'books': 0.5, 'book': 0.33, 'table': 1.0, 'desk': 1.0, 'furniture': 1.0}	{'books': {'bounding box': 1.0}, 'book': {'bounding box': 1.0}, 'table': {'None': 1.0}, 'desk': {'None': 1.0}, 'furniture': {'None': 1.0}}	25	0.8	0.916118213778296	3	home	train	{'books': {'books': 1.0, 'book': 0.67, 'table': 0.0, 'desk': 0.0, 'furniture': 0.0}, 'book': {'books': 0.67, 'book': 1.0, 'table': 0.0, 'desk': 0.0, 'furniture': 0.0}, 'table': {'books': 0.0, 'book': 0.0, 'table': 1.0, 'desk': 1.0, 'furniture': 1.0}, 'desk': {'books': 0.0, 'book': 0.0, 'table': 1.0, 'desk': 1.0, 'furniture': 1.0}, 'furniture': {'books': 0.0, 'book': 0.0, 'table': 1.0, 'desk': 1.0, 'furniture': 1.0}}	[0, 302, 799, 232]	[0, 218, 597, 180]
