Unnamed: 0,vg_image_id,vg_object_id,image,link_vg,vg_obj_name,vg_domain,vg_synset,vg_same_object,vg_adequacy_mean,vg_inadequacy_type,vg_image_name,vg_cat,clusters,topname,adequacy_mean,inadequacy_type,total_responses,perc_top,H,N,domain,split,same_object,vg_bbox_xywh,mn_bbox_xywh,human_nouns,blip2_output
1604,2317404,2882968,http://manynames.upf.edu//2317404_2882968_bird.png,https://cs.stanford.edu/people/rak248/VG_100K/2317404.jpg,bird,animals_plants,bird.n.01,{},1.0,{'None': 1.0},2317404.jpg,animal,[{'32': ['bird']}],bird,{'bird': 1.0},{'bird': {'None': 1.0}},32,1.0,0.0,1,animals_plants,train,{'bird': {'bird': 1.0}},"[135, 72, 217, 412]","[114, 57, 201, 375]","{'bird': 32, 'sparrow': 1}","[['a robin'], ['a bird'], ['a robin, bird'], ['red robin'], ['robin']]"
2692,2322841,3143880,http://manynames.upf.edu//2322841_3143880_horse.png,https://cs.stanford.edu/people/rak248/VG_100K/2322841.jpg,horse,animals_plants,horse.n.01,{},1.0,{'None': 1.0},2322841.jpg,animal,[{'33': ['horse']}],horse,{'horse': 1.0},{'horse': {'None': 1.0}},33,1.0,0.0,1,animals_plants,train,{'horse': {'horse': 1.0}},"[42, 57, 260, 356]","[31, 44, 239, 325]","{'horse': 33, 'belt': 1}","[['the horse'], [""the man on the left is grooming the horse's mane""], [""the man's horse""], ['horse'], ['a horse']]"
23671,2411207,360140,http://manynames.upf.edu//2411207_360140_cat.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2411207.jpg,cat,animals_plants,feline.n.01,{},1.0,{'None': 1.0},2411207.jpg,animal,[{'34': ['cat']}],cat,{'cat': 1.0},{'cat': {'None': 1.0}},34,1.0,0.0,1,animals_plants,train,{'cat': {'cat': 1.0}},"[0, 63, 398, 311]","[0, 68, 481, 378]","{'cat': 34, 'pant': 1}","[['a cat holding a wii remote.'], ['a cat with a wii remote and a gamecube controller on the bed'], ['a cat with a wii remote'], ['the cat in the blue shirt holding a wii remote.'], ['the remote control for the nintendo wii game']]"
2659,2322673,2949587,http://manynames.upf.edu//2322673_2949587_horse.png,https://cs.stanford.edu/people/rak248/VG_100K/2322673.jpg,horse,animals_plants,horse.n.01,{},1.0,{'None': 1.0},2322673.jpg,animal,[{'30': ['horse']}],horse,{'horse': 1.0},{'horse': {'None': 1.0}},30,1.0,0.0,1,animals_plants,train,{'horse': {'horse': 1.0}},"[91, 125, 266, 206]","[102, 142, 325, 253]","{'horse': 30, 'rope': 1, 'wheel': 1, 'belt': 1, 'animal': 1}","[['a horse and carriage'], ['the horse and carriage'], ['the red-barred horse and carriage'], ['a horse drawn carriage with a person in it'], [""a horse drawn carriage on the street with a man dressed in a st. patrick's day outfit""]]"
19668,2394684,461968,http://manynames.upf.edu//2394684_461968_sheep.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2394684.jpg,sheep,animals_plants,ungulate.n.01,{},1.0,{'None': 1.0},2394684.jpg,animal,[{'31': ['sheep']}],sheep,{'sheep': 1.0},{'sheep': {'None': 1.0}},31,1.0,0.0,1,animals_plants,train,{'sheep': {'sheep': 1.0}},"[123, 135, 374, 179]","[139, 153, 450, 219]","{'sheep': 31, 'animal': 1, 'lam boy': 1, 'adust': 1, 'goat': 1, 'lamb': 1}","[['sheep standing in front of the building'], ['sheep, with the name sheep'], ['the sheep in the background is named ""glorious"".'], ['a sheep laying down'], ['the first thing that comes to mind is the animal in the foreground. the red box in the background']]"
2614,2322428,2930306,http://manynames.upf.edu//2322428_2930306_bridge.png,https://cs.stanford.edu/people/rak248/VG_100K/2322428.jpg,bridge,buildings,bridge.n.01,"{'road': 0.5, 'roadway': 0.5}",0.75,"{'other': 0.2, 'None': 0.8}",2322428.jpg,"structure, construction","[{'23': ['road', 'roadway', 'bridge']}, {'7': ['car', 'truck']}, {'2': ['vest']}]",bridge,"{'vest': 0.5, 'car': 0.25, 'truck': 0.5, 'bridge': 0.75, 'road': 1.0, 'roadway': 1.0}","{'vest': {'None': 0.2, 'bounding box': 0.8}, 'car': {'other': 0.2, 'bounding box': 0.8}, 'truck': {'None': 0.2, 'bounding box': 0.8}, 'bridge': {'other': 0.2, 'None': 0.8}, 'road': {'None': 1.0}, 'roadway': {'None': 1.0}}",23,0.6086956521739131,1.264672679395722,3,buildings,train,"{'vest': {'vest': 1.0, 'car': 0.0, 'truck': 0.0, 'bridge': 0.0, 'road': 0.0, 'roadway': 0.0}, 'car': {'vest': 0.0, 'car': 1.0, 'truck': 0.75, 'bridge': 0.0, 'road': 0.0, 'roadway': 0.0}, 'truck': {'vest': 0.0, 'car': 0.75, 'truck': 1.0, 'bridge': 0.0, 'road': 0.0, 'roadway': 0.0}, 'bridge': {'vest': 0.0, 'car': 0.0, 'truck': 0.0, 'bridge': 1.0, 'road': 0.5, 'roadway': 0.5}, 'road': {'vest': 0.0, 'car': 0.0, 'truck': 0.0, 'bridge': 0.5, 'road': 1.0, 'roadway': 1.0}, 'roadway': {'vest': 0.0, 'car': 0.0, 'truck': 0.0, 'bridge': 0.5, 'road': 1.0, 'roadway': 1.0}}","[0, 180, 469, 316]","[0, 154, 420, 290]","{'bridge': 14, 'road': 7, 'roadway': 2, 'truck': 4, 'car': 3, 'vest': 2, 'ground': 1, 'pickup truck': 1, 'street': 1, 'wheel': 1}","[['this is a blue truck with a man standing next to it'], [''], ['this is the truck that is standing next to the building'], ['a construction worker standing next to a large truck'], ['the blue pick up truck with the guy standing beside it']]"
24278,2413574,170779,http://manynames.upf.edu//2413574_170779_storefront.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2413574.jpg,restaurant,buildings,restaurant.n.01,"{'shop': 1.0, 'building': 0.67, 'storefront': 0.67, 'store': 1.0}",0.83,"{'visual': 0.3, 'None': 0.7}",2413574.jpg,"structure, construction","[{'20': ['store', 'restaurant', 'shop', 'storefront']}, {'14': ['store', 'restaurant', 'shop', 'building']}, {'2': ['patio']}, {'2': ['pole']}, {'4': ['window']}]",storefront,"{'pole': 0.33, 'window': 0.33, 'patio': 1.0, 'storefront': 1.0, 'store': 0.83, 'restaurant': 0.83, 'shop': 0.83, 'building': 0.5}","{'pole': {'bounding box': 1.0}, 'window': {'bounding box': 1.0}, 'patio': {'None': 1.0}, 'storefront': {'None': 1.0}, 'store': {'None': 0.7, 'visual': 0.3}, 'restaurant': {'None': 0.7, 'visual': 0.3}, 'shop': {'None': 0.7, 'visual': 0.3}, 'building': {'bounding box': 0.7, 'None': 0.3}}",22,0.3636363636363636,2.170134892428194,5,buildings,train,"{'pole': {'pole': 1.0, 'window': 0.0, 'patio': 0.0, 'storefront': 0.0, 'store': 0.0, 'restaurant': 0.0, 'shop': 0.0, 'building': 0.0}, 'window': {'pole': 0.0, 'window': 1.0, 'patio': 0.0, 'storefront': 0.0, 'store': 0.0, 'restaurant': 0.0, 'shop': 0.0, 'building': 0.0}, 'patio': {'pole': 0.0, 'window': 0.0, 'patio': 1.0, 'storefront': 0.0, 'store': 0.0, 'restaurant': 0.0, 'shop': 0.0, 'building': 0.0}, 'storefront': {'pole': 0.0, 'window': 0.0, 'patio': 0.0, 'storefront': 1.0, 'store': 0.67, 'restaurant': 0.67, 'shop': 0.67, 'building': 0.33}, 'store': {'pole': 0.0, 'window': 0.0, 'patio': 0.0, 'storefront': 0.67, 'store': 1.0, 'restaurant': 1.0, 'shop': 1.0, 'building': 0.67}, 'restaurant': {'pole': 0.0, 'window': 0.0, 'patio': 0.0, 'storefront': 0.67, 'store': 1.0, 'restaurant': 1.0, 'shop': 1.0, 'building': 0.67}, 'shop': {'pole': 0.0, 'window': 0.0, 'patio': 0.0, 'storefront': 0.67, 'store': 1.0, 'restaurant': 1.0, 'shop': 1.0, 'building': 0.67}, 'building': {'pole': 0.0, 'window': 0.0, 'patio': 0.0, 'storefront': 0.33, 'store': 0.67, 'restaurant': 0.67, 'shop': 0.67, 'building': 1.0}}","[137, 145, 304, 133]","[156, 166, 369, 166]","{'storefront': 8, 'store': 5, 'restaurant': 4, 'shop': 3, 'building': 2, 'window': 4, 'pole': 2, 'patio': 2, 'curtain': 1, 'chair': 1, 'awning': 1, 'canopy': 1, 'diner': 1}","[['a building in a city'], ['the red box is a restaurant called mission baltaz'], ['mission of balzac'], ['restaurant in the street'], ['the red awning in front of the restaurant']]"
19210,2392494,1229424,http://manynames.upf.edu//2392494_1229424_building.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2392494.jpg,house,buildings,house.n.01,"{'building': 1.0, 'steeple': 0.5, 'roof': 0.25}",0.75,"{'bounding box': 0.2, 'None': 0.8}",2392494.jpg,"structure, construction","[{'17': ['house', 'steeple', 'building']}, {'5': ['roof', 'steeple']}, {'13': ['clock']}]",building,"{'house': 0.75, 'building': 1.0, 'steeple': 0.88, 'roof': 0.88, 'clock': 0.25}","{'house': {'None': 0.8, 'bounding box': 0.2}, 'building': {'None': 1.0}, 'steeple': {'None': 0.8, 'visual': 0.2}, 'roof': {'None': 0.8, 'bounding box': 0.2}, 'clock': {'bounding box': 1.0}}",17,0.5294117647058824,1.37928048729106,3,buildings,train,"{'house': {'house': 1.0, 'building': 1.0, 'steeple': 0.5, 'roof': 0.25, 'clock': 0.0}, 'building': {'house': 1.0, 'building': 1.0, 'steeple': 0.5, 'roof': 0.25, 'clock': 0.0}, 'steeple': {'house': 0.5, 'building': 0.5, 'steeple': 1.0, 'roof': 0.5, 'clock': 0.0}, 'roof': {'house': 0.25, 'building': 0.25, 'steeple': 0.5, 'roof': 1.0, 'clock': 0.0}, 'clock': {'house': 0.0, 'building': 0.0, 'steeple': 0.0, 'roof': 0.0, 'clock': 1.0}}","[0, 0, 421, 344]","[0, 0, 510, 411]","{'building': 9, 'house': 6, 'steeple': 2, 'clock': 13, 'roof': 3, 'watch': 1, 'clock tower': 1, 'tower': 1}","[['clock'], ['a clock in the middle of a tree'], ['the clock tower of the castle in the background.'], ['clock tower on a house'], ['the clock tower']]"
17809,2385899,1291684,http://manynames.upf.edu//2385899_1291684_house.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2385899.jpg,house,buildings,house.n.01,{'building': 1.0},1.0,{'None': 1.0},2385899.jpg,"structure, construction","[{'30': ['house', 'building']}, {'3': ['sign']}]",house,"{'sign': 0.17, 'house': 1.0, 'building': 1.0}","{'sign': {'bounding box': 1.0}, 'house': {'None': 1.0}, 'building': {'None': 1.0}}",30,0.7,0.8812908992306926,2,buildings,train,"{'sign': {'sign': 1.0, 'house': 0.0, 'building': 0.0}, 'house': {'sign': 0.0, 'house': 1.0, 'building': 1.0}, 'building': {'sign': 0.0, 'house': 1.0, 'building': 1.0}}","[0, 1, 289, 339]","[0, 0, 259, 310]","{'house': 21, 'building': 9, 'sign': 3, 'door': 1, 'wall': 1, 'wood': 1}","[['the house with the red siding.'], ['a red fire hydrant'], ['a small red fire hydrant'], ['a red fire hydrant'], ['a house, a street, a car']]"
20812,2400019,412084,http://manynames.upf.edu//2400019_412084_dugout.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2400019.jpg,dugout,buildings,shelter.n.01,{'dug out': 1.0},1.0,{'None': 1.0},2400019.jpg,"structure, construction","[{'4': ['men', 'team']}, {'2': ['helmet']}, {'20': ['dugout']}]",dugout,"{'men': 0.5, 'team': 0.5, 'helmet': 0.17, 'dugout': 1.0}","{'men': {'bounding box': 0.7, 'None': 0.3}, 'team': {'bounding box': 0.7, 'None': 0.3}, 'helmet': {'bounding box': 1.0}, 'dugout': {'None': 1.0}}",20,1.0,0.0,1,buildings,train,"{'men': {'men': 1.0, 'team': 1.0, 'helmet': 0.0, 'dugout': 0.0, 'dug out': 0.0}, 'team': {'men': 1.0, 'team': 1.0, 'helmet': 0.0, 'dugout': 0.0, 'dug out': 0.0}, 'helmet': {'men': 0.0, 'team': 0.0, 'helmet': 1.0, 'dugout': 0.0, 'dug out': 0.0}, 'dugout': {'men': 0.0, 'team': 0.0, 'helmet': 0.0, 'dugout': 1.0, 'dug out': 1.0}, 'dug out': {'men': 0.0, 'team': 0.0, 'helmet': 0.0, 'dugout': 1.0, 'dug out': 1.0}}","[1, 1, 498, 100]","[0, 0, 597, 126]","{'dugout': 20, 'men': 2, 'helmet': 2, 'team': 2, 'hat': 1, 'stadium': 1, 'pipe': 1, 'baseball fail': 1, 'baseball dugout': 1, 'bullpen': 1, 'pit': 1, 'players': 1, 'sidelines': 1, 'baseballs': 1, 'cap': 1}","[['baseball bat'], ['the baseball bat'], ['the batter in the red box'], ['the batter in the baseball game'], ['a baseball bat']]"
8898,2352556,853253,http://manynames.upf.edu//2352556_853253_house.png,https://cs.stanford.edu/people/rak248/VG_100K/2352556.jpg,house,buildings,house.n.01,{'building': 1.0},1.0,{'None': 1.0},2352556.jpg,"structure, construction","[{'32': ['house', 'building']}]",house,"{'house': 1.0, 'building': 1.0, 'home': 'NA'}","{'house': {'None': 1.0}, 'building': {'None': 1.0}, 'home': 'NA'}",33,0.9090909090909092,0.5229784263810124,3,buildings,train,"{'house': {'house': 1.0, 'building': 1.0, 'home': 'NA'}, 'building': {'house': 1.0, 'building': 1.0, 'home': 'NA'}, 'home': {'house': 'NA', 'building': 'NA', 'home': 'NA'}}","[102, 0, 397, 231]","[115, 0, 480, 282]","{'house': 30, 'building': 2, 'home': 1, 'door': 1, 'shirt': 1, 'jacket': 1}","[['a young man stands in front of a large tree with his suitcase'], [''], ['a suitcase with wheels and a suitcase handle'], ['the red suitcase'], ['the man is holding a piece of luggage']]"
16204,2378984,1362335,http://manynames.upf.edu//2378984_1362335_house.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2378984.jpg,house,buildings,house.n.01,{'building': 1.0},1.0,{'None': 1.0},2378984.jpg,"structure, construction","[{'24': ['house', 'building']}, {'3': ['helmet']}, {'2': ['jacket']}, {'2': ['mirror']}]",house,"{'helmet': 0.0, 'jacket': 0.0, 'mirror': 0.0, 'house': 1.0, 'building': 1.0, 'home': 'NA'}","{'helmet': {'bounding box': 1.0}, 'jacket': {'bounding box': 1.0}, 'mirror': {'bounding box': 1.0}, 'house': {'None': 1.0}, 'building': {'None': 1.0}, 'home': 'NA'}",25,0.88,0.6395563653739033,3,buildings,train,"{'helmet': {'helmet': 1.0, 'jacket': 0.0, 'mirror': 0.0, 'house': 0.0, 'building': 0.0, 'home': 'NA'}, 'jacket': {'helmet': 0.0, 'jacket': 1.0, 'mirror': 0.0, 'house': 0.0, 'building': 0.0, 'home': 'NA'}, 'mirror': {'helmet': 0.0, 'jacket': 0.0, 'mirror': 1.0, 'house': 0.0, 'building': 0.0, 'home': 'NA'}, 'house': {'helmet': 0.0, 'jacket': 0.0, 'mirror': 0.0, 'house': 1.0, 'building': 1.0, 'home': 'NA'}, 'building': {'helmet': 0.0, 'jacket': 0.0, 'mirror': 0.0, 'house': 1.0, 'building': 1.0, 'home': 'NA'}, 'home': {'helmet': 'NA', 'jacket': 'NA', 'mirror': 'NA', 'house': 'NA', 'building': 'NA', 'home': 'NA'}}","[195, 0, 304, 128]","[226, 0, 370, 160]","{'house': 22, 'building': 2, 'home': 1, 'helmet': 3, 'mirror': 2, 'jacket': 2, 'window': 1, 't-shirt': 1, 'wheel': 1, 'mask': 1}","[['a motorcycle with a camera on it'], ['motorcycle with the word ""motor"" on it'], ['motorcycle helmet'], ['the man in the blue jacket on the motorcycle with a black helmet'], ['a man on a motorcycle with a gopro on his helmet.']]"
5250,2336913,2340730,http://manynames.upf.edu//2336913_2340730_bridge.png,https://cs.stanford.edu/people/rak248/VG_100K/2336913.jpg,overpass,buildings,bridge.n.01,{'bridge': 1.0},1.0,{'None': 1.0},2336913.jpg,"structure, construction","[{'24': ['overpass', 'bridge']}, {'5': ['train']}]",bridge,"{'train': 0.33, 'bridge': 1.0, 'overpass': 1.0}","{'train': {'bounding box': 1.0}, 'bridge': {'None': 1.0}, 'overpass': {'None': 1.0}}",24,0.9166666666666666,0.4138168503036338,2,buildings,,"{'train': {'train': 1.0, 'bridge': 0.0, 'overpass': 0.0}, 'bridge': {'train': 0.0, 'bridge': 1.0, 'overpass': 1.0}, 'overpass': {'train': 0.0, 'bridge': 1.0, 'overpass': 1.0}}","[133, 80, 365, 110]","[152, 89, 443, 138]","{'bridge': 22, 'overpass': 2, 'train': 5, 'steps': 1, 'airplane': 1, 'crosswalk': 1, 'staircase': 1, 'stairs': 1, 'boardwalk': 1, 'pedestrian bridge': 1}","[['the train, the platform, the platform sign, the track, the rail'], ['a train'], ['the object is a train traveling down the tracks'], ['a train'], ['train with the first name of ""vancouver""']]"
2133,2319572,3208534,http://manynames.upf.edu//2319572_3208534_building.png,https://cs.stanford.edu/people/rak248/VG_100K/2319572.jpg,restaurant,buildings,restaurant.n.01,"{'store': 1.0, 'building': 1.0}",1.0,{'None': 1.0},2319572.jpg,"structure, construction","[{'28': ['store', 'building']}]",building,"{'building': 1.0, 'store': 1.0}","{'building': {'None': 1.0}, 'store': {'None': 1.0}}",28,0.7142857142857143,0.8631205685666309,2,buildings,train,"{'building': {'building': 1.0, 'store': 1.0}, 'store': {'building': 1.0, 'store': 1.0}}","[0, 12, 300, 170]","[0, 7, 365, 210]","{'building': 20, 'store': 8, 'light': 1, 't-shirt': 1, 'restaurant': 1, 'sign': 1, 'storefront': 1, 'costa': 1}","[['the tree on the right in the picture'], ['costa coffee'], ['costa'], ['the police tape.'], ['the tree in the middle of the road']]"
5453,2338009,3703986,http://manynames.upf.edu//2338009_3703986_building.png,https://cs.stanford.edu/people/rak248/VG_100K/2338009.jpg,house,buildings,house.n.01,{'building': 1.0},1.0,{'None': 1.0},2338009.jpg,"structure, construction","[{'27': ['house', 'building']}, {'3': ['dog']}, {'2': ['door']}]",building,"{'door': 0.33, 'dog': 0.33, 'building': 1.0, 'house': 1.0}","{'door': {'bounding box': 1.0}, 'dog': {'bounding box': 1.0}, 'building': {'None': 1.0}, 'house': {'None': 1.0}}",27,0.7407407407407407,0.8256265261578954,2,buildings,train,"{'door': {'door': 1.0, 'dog': 0.0, 'building': 0.0, 'house': 0.0}, 'dog': {'door': 0.0, 'dog': 1.0, 'building': 0.0, 'house': 0.0}, 'building': {'door': 0.0, 'dog': 0.0, 'building': 1.0, 'house': 1.0}, 'house': {'door': 0.0, 'dog': 0.0, 'building': 1.0, 'house': 1.0}}","[0, 0, 499, 196]","[0, 0, 597, 241]","{'building': 20, 'house': 7, 'dog': 3, 'door': 2, 'window': 1, 'storefronts': 1, 'room': 1}","[['a dog on a street'], ['a dog'], ['a dog crossing a street'], ['a dog walking across a street'], ['the dog in the red box']]"
23954,2412369,3804856,http://manynames.upf.edu//2412369_3804856_house.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2412369.jpg,house,buildings,house.n.01,{'building': 1.0},1.0,{'None': 1.0},2412369.jpg,"structure, construction","[{'33': ['house', 'building']}]",house,"{'house': 1.0, 'building': 1.0, 'home': 'NA'}","{'house': {'None': 1.0}, 'building': {'None': 1.0}, 'home': 'NA'}",34,0.8235294117647058,0.7870046561900534,3,buildings,train,"{'house': {'house': 1.0, 'building': 1.0, 'home': 'NA'}, 'building': {'house': 1.0, 'building': 1.0, 'home': 'NA'}, 'home': {'house': 'NA', 'building': 'NA', 'home': 'NA'}}","[10, 15, 234, 238]","[5, 11, 286, 291]","{'house': 28, 'building': 5, 'home': 1}","[['this is a house with a trolley on the street'], ['a house with a trolley'], ['this is a yellow house'], ['house with a white trim'], ['this is a house in prague, czech republic']]"
