Unnamed: 0,vg_image_id,vg_object_id,image,link_vg,vg_obj_name,vg_domain,vg_synset,vg_same_object,vg_adequacy_mean,vg_inadequacy_type,vg_image_name,vg_cat,clusters,topname,adequacy_mean,inadequacy_type,total_responses,perc_top,H,N,domain,split,same_object,vg_bbox_xywh,mn_bbox_xywh,human_nouns,blip2_extracted_nouns,pearsonr
1604,2317404,2882968,http://manynames.upf.edu//2317404_2882968_bird.png,https://cs.stanford.edu/people/rak248/VG_100K/2317404.jpg,bird,animals_plants,bird.n.01,{},1.0,{'None': 1.0},2317404.jpg,animal,[{'32': ['bird']}],bird,{'bird': 1.0},{'bird': {'None': 1.0}},32,1.0,0.0,1,animals_plants,train,{'bird': {'bird': 1.0}},"[135, 72, 217, 412]","[114, 57, 201, 375]","{'hair': 0.0, 'robin': 0.0, 'box': 0.0, 'is': 0.0, 'bird': 0.9696969696969697, 'sparrow': 0.030303030303030304, 'has': 0.0, 'looks': 0.0, 'red': 0.0}","{'hair': 0.09090909090909091, 'robin': 0.36363636363636365, 'box': 0.09090909090909091, 'is': 0.09090909090909091, 'bird': 0.09090909090909091, 'sparrow': 0.0, 'has': 0.09090909090909091, 'looks': 0.09090909090909091, 'red': 0.09090909090909091}",-0.08966161719409058
2692,2322841,3143880,http://manynames.upf.edu//2322841_3143880_horse.png,https://cs.stanford.edu/people/rak248/VG_100K/2322841.jpg,horse,animals_plants,horse.n.01,{},1.0,{'None': 1.0},2322841.jpg,animal,[{'33': ['horse']}],horse,{'horse': 1.0},{'horse': {'None': 1.0}},33,1.0,0.0,1,animals_plants,train,{'horse': {'horse': 1.0}},"[42, 57, 260, 356]","[31, 44, 239, 325]","{'box': 0.0, 'horse': 0.9705882352941176, 'is': 0.0, 'athlete': 0.0, 'mind': 0.0, 'man': 0.0, 'name': 0.0, 'object': 0.0, 'comes': 0.0, 'belt': 0.029411764705882353}","{'box': 0.07692307692307693, 'horse': 0.38461538461538464, 'is': 0.07692307692307693, 'athlete': 0.07692307692307693, 'mind': 0.07692307692307693, 'man': 0.07692307692307693, 'name': 0.07692307692307693, 'object': 0.07692307692307693, 'comes': 0.07692307692307693, 'belt': 0.0}",0.9644625276499184
23671,2411207,360140,http://manynames.upf.edu//2411207_360140_cat.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2411207.jpg,cat,animals_plants,feline.n.01,{},1.0,{'None': 1.0},2411207.jpg,animal,[{'34': ['cat']}],cat,{'cat': 1.0},{'cat': {'None': 1.0}},34,1.0,0.0,1,animals_plants,train,{'cat': {'cat': 1.0}},"[0, 63, 398, 311]","[0, 68, 481, 378]","{'remote': 0.0, 'pant': 0.02857142857142857, 'game': 0.0, 'controller': 0.0, 'cat': 0.9714285714285714, 'playing': 0.0, 'control': 0.0, 'couch': 0.0}","{'remote': 0.08333333333333333, 'pant': 0.0, 'game': 0.08333333333333333, 'controller': 0.08333333333333333, 'cat': 0.4166666666666667, 'playing': 0.08333333333333333, 'control': 0.08333333333333333, 'couch': 0.16666666666666666}",0.9271244957696928
2659,2322673,2949587,http://manynames.upf.edu//2322673_2949587_horse.png,https://cs.stanford.edu/people/rak248/VG_100K/2322673.jpg,horse,animals_plants,horse.n.01,{},1.0,{'None': 1.0},2322673.jpg,animal,[{'30': ['horse']}],horse,{'horse': 1.0},{'horse': {'None': 1.0}},30,1.0,0.0,1,animals_plants,train,{'horse': {'horse': 1.0}},"[91, 125, 266, 206]","[102, 142, 325, 253]","{'drawn': 0.0, 'flag': 0.0, 'carriage': 0.0, 'wheel': 0.029411764705882353, 'screen': 0.0, 'equestrian': 0.0, 'winter': 0.0, 'rope': 0.029411764705882353, 'park': 0.0, 'horse': 0.8823529411764706, 'is': 0.0, 'front': 0.0, 'crowd': 0.0, 'people': 0.0, 'street': 0.0, 'belt': 0.029411764705882353, 'pulling': 0.0, 'image': 0.0, 'animal': 0.029411764705882353}","{'drawn': 0.04, 'flag': 0.04, 'carriage': 0.2, 'wheel': 0.0, 'screen': 0.04, 'equestrian': 0.04, 'winter': 0.04, 'rope': 0.0, 'park': 0.04, 'horse': 0.2, 'is': 0.04, 'front': 0.04, 'crowd': 0.04, 'people': 0.04, 'street': 0.04, 'belt': 0.0, 'pulling': 0.12, 'image': 0.04, 'animal': 0.0}",0.5872586963449532
19668,2394684,461968,http://manynames.upf.edu//2394684_461968_sheep.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2394684.jpg,sheep,animals_plants,ungulate.n.01,{},1.0,{'None': 1.0},2394684.jpg,animal,[{'31': ['sheep']}],sheep,{'sheep': 1.0},{'sheep': {'None': 1.0}},31,1.0,0.0,1,animals_plants,train,{'sheep': {'sheep': 1.0}},"[123, 135, 374, 179]","[139, 153, 450, 219]","{'sheeps': 0.0, 'laying': 0.0, 'goat': 0.027777777777777776, 'adust': 0.027777777777777776, 'lying': 0.0, 'grass': 0.0, 'sheep': 0.8611111111111112, 'animal': 0.027777777777777776, 'lam boy': 0.027777777777777776, 'lamb': 0.027777777777777776}","{'sheeps': 0.16666666666666666, 'laying': 0.16666666666666666, 'goat': 0.0, 'adust': 0.0, 'lying': 0.16666666666666666, 'grass': 0.16666666666666666, 'sheep': 0.3333333333333333, 'animal': 0.0, 'lam boy': 0.0, 'lamb': 0.0}",0.6659598009001284
2614,2322428,2930306,http://manynames.upf.edu//2322428_2930306_bridge.png,https://cs.stanford.edu/people/rak248/VG_100K/2322428.jpg,bridge,buildings,bridge.n.01,"{'road': 0.5, 'roadway': 0.5}",0.75,"{'other': 0.2, 'None': 0.8}",2322428.jpg,"structure, construction","[{'23': ['road', 'roadway', 'bridge']}, {'7': ['car', 'truck']}, {'2': ['vest']}]",bridge,"{'vest': 0.5, 'car': 0.25, 'truck': 0.5, 'bridge': 0.75, 'road': 1.0, 'roadway': 1.0}","{'vest': {'None': 0.2, 'bounding box': 0.8}, 'car': {'other': 0.2, 'bounding box': 0.8}, 'truck': {'None': 0.2, 'bounding box': 0.8}, 'bridge': {'other': 0.2, 'None': 0.8}, 'road': {'None': 1.0}, 'roadway': {'None': 1.0}}",23,0.6086956521739131,1.264672679395722,3,buildings,train,"{'vest': {'vest': 1.0, 'car': 0.0, 'truck': 0.0, 'bridge': 0.0, 'road': 0.0, 'roadway': 0.0}, 'car': {'vest': 0.0, 'car': 1.0, 'truck': 0.75, 'bridge': 0.0, 'road': 0.0, 'roadway': 0.0}, 'truck': {'vest': 0.0, 'car': 0.75, 'truck': 1.0, 'bridge': 0.0, 'road': 0.0, 'roadway': 0.0}, 'bridge': {'vest': 0.0, 'car': 0.0, 'truck': 0.0, 'bridge': 1.0, 'road': 0.5, 'roadway': 0.5}, 'road': {'vest': 0.0, 'car': 0.0, 'truck': 0.0, 'bridge': 0.5, 'road': 1.0, 'roadway': 1.0}, 'roadway': {'vest': 0.0, 'car': 0.0, 'truck': 0.0, 'bridge': 0.5, 'road': 1.0, 'roadway': 1.0}}","[0, 180, 469, 316]","[0, 154, 420, 290]","{'roadway': 0.05555555555555555, 'box': 0.0, 'person': 0.0, 'wheel': 0.027777777777777776, 'hat': 0.0, 'comes': 0.0, 's': 0.0, 'pickup truck': 0.027777777777777776, 'standing': 0.0, 'bridge': 0.3888888888888889, 'vest': 0.05555555555555555, 'site': 0.0, 'car': 0.08333333333333333, 'curb': 0.0, 'is': 0.0, 'construction': 0.0, 'mind': 0.0, 'front': 0.0, 'ground': 0.027777777777777776, 'man': 0.0, 'truck': 0.1111111111111111, 'this': 0.0, 'name': 0.0, 'street': 0.027777777777777776, 'blue': 0.0, 'road': 0.19444444444444445, 'pickup': 0.0}","{'roadway': 0.0, 'box': 0.034482758620689655, 'person': 0.034482758620689655, 'wheel': 0.0, 'hat': 0.06896551724137931, 'comes': 0.034482758620689655, 's': 0.034482758620689655, 'pickup truck': 0.0, 'standing': 0.13793103448275862, 'bridge': 0.0, 'vest': 0.0, 'site': 0.034482758620689655, 'car': 0.0, 'curb': 0.034482758620689655, 'is': 0.06896551724137931, 'construction': 0.034482758620689655, 'mind': 0.034482758620689655, 'front': 0.10344827586206896, 'ground': 0.0, 'man': 0.06896551724137931, 'truck': 0.13793103448275862, 'this': 0.034482758620689655, 'name': 0.034482758620689655, 'street': 0.0, 'blue': 0.034482758620689655, 'road': 0.0, 'pickup': 0.034482758620689655}",-0.25467628932352726
24278,2413574,170779,http://manynames.upf.edu//2413574_170779_storefront.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2413574.jpg,restaurant,buildings,restaurant.n.01,"{'shop': 1.0, 'building': 0.67, 'storefront': 0.67, 'store': 1.0}",0.83,"{'visual': 0.3, 'None': 0.7}",2413574.jpg,"structure, construction","[{'20': ['store', 'restaurant', 'shop', 'storefront']}, {'14': ['store', 'restaurant', 'shop', 'building']}, {'2': ['patio']}, {'2': ['pole']}, {'4': ['window']}]",storefront,"{'pole': 0.33, 'window': 0.33, 'patio': 1.0, 'storefront': 1.0, 'store': 0.83, 'restaurant': 0.83, 'shop': 0.83, 'building': 0.5}","{'pole': {'bounding box': 1.0}, 'window': {'bounding box': 1.0}, 'patio': {'None': 1.0}, 'storefront': {'None': 1.0}, 'store': {'None': 0.7, 'visual': 0.3}, 'restaurant': {'None': 0.7, 'visual': 0.3}, 'shop': {'None': 0.7, 'visual': 0.3}, 'building': {'bounding box': 0.7, 'None': 0.3}}",22,0.3636363636363636,2.170134892428194,5,buildings,train,"{'pole': {'pole': 1.0, 'window': 0.0, 'patio': 0.0, 'storefront': 0.0, 'store': 0.0, 'restaurant': 0.0, 'shop': 0.0, 'building': 0.0}, 'window': {'pole': 0.0, 'window': 1.0, 'patio': 0.0, 'storefront': 0.0, 'store': 0.0, 'restaurant': 0.0, 'shop': 0.0, 'building': 0.0}, 'patio': {'pole': 0.0, 'window': 0.0, 'patio': 1.0, 'storefront': 0.0, 'store': 0.0, 'restaurant': 0.0, 'shop': 0.0, 'building': 0.0}, 'storefront': {'pole': 0.0, 'window': 0.0, 'patio': 0.0, 'storefront': 1.0, 'store': 0.67, 'restaurant': 0.67, 'shop': 0.67, 'building': 0.33}, 'store': {'pole': 0.0, 'window': 0.0, 'patio': 0.0, 'storefront': 0.67, 'store': 1.0, 'restaurant': 1.0, 'shop': 1.0, 'building': 0.67}, 'restaurant': {'pole': 0.0, 'window': 0.0, 'patio': 0.0, 'storefront': 0.67, 'store': 1.0, 'restaurant': 1.0, 'shop': 1.0, 'building': 0.67}, 'shop': {'pole': 0.0, 'window': 0.0, 'patio': 0.0, 'storefront': 0.67, 'store': 1.0, 'restaurant': 1.0, 'shop': 1.0, 'building': 0.67}, 'building': {'pole': 0.0, 'window': 0.0, 'patio': 0.0, 'storefront': 0.33, 'store': 0.67, 'restaurant': 0.67, 'shop': 0.67, 'building': 1.0}}","[137, 145, 304, 133]","[156, 166, 369, 166]","{'pole': 0.05714285714285714, 'diner': 0.02857142857142857, 'balsa': 0.0, 'corner': 0.0, 'window': 0.11428571428571428, 'chair': 0.02857142857142857, 'fabric': 0.0, 'store': 0.14285714285714285, 'patio': 0.05714285714285714, 'patterned': 0.0, 'shop': 0.08571428571428572, 'building': 0.05714285714285714, 'mission': 0.0, 'restaurant': 0.11428571428571428, 'canopy': 0.02857142857142857, 'café': 0.0, 'street': 0.0, 'awning': 0.02857142857142857, 'baleac': 0.0, 'city': 0.0, 'storefront': 0.22857142857142856, 'curtain': 0.02857142857142857}","{'pole': 0.0, 'diner': 0.0, 'balsa': 0.07692307692307693, 'corner': 0.07692307692307693, 'window': 0.0, 'chair': 0.0, 'fabric': 0.07692307692307693, 'store': 0.0, 'patio': 0.0, 'patterned': 0.07692307692307693, 'shop': 0.0, 'building': 0.0, 'mission': 0.07692307692307693, 'restaurant': 0.07692307692307693, 'canopy': 0.0, 'café': 0.07692307692307693, 'street': 0.15384615384615385, 'awning': 0.07692307692307693, 'baleac': 0.07692307692307693, 'city': 0.15384615384615385, 'storefront': 0.0, 'curtain': 0.0}",-0.5375912559145837
19210,2392494,1229424,http://manynames.upf.edu//2392494_1229424_building.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2392494.jpg,house,buildings,house.n.01,"{'building': 1.0, 'steeple': 0.5, 'roof': 0.25}",0.75,"{'bounding box': 0.2, 'None': 0.8}",2392494.jpg,"structure, construction","[{'17': ['house', 'steeple', 'building']}, {'5': ['roof', 'steeple']}, {'13': ['clock']}]",building,"{'house': 0.75, 'building': 1.0, 'steeple': 0.88, 'roof': 0.88, 'clock': 0.25}","{'house': {'None': 0.8, 'bounding box': 0.2}, 'building': {'None': 1.0}, 'steeple': {'None': 0.8, 'visual': 0.2}, 'roof': {'None': 0.8, 'bounding box': 0.2}, 'clock': {'bounding box': 1.0}}",17,0.5294117647058824,1.37928048729106,3,buildings,train,"{'house': {'house': 1.0, 'building': 1.0, 'steeple': 0.5, 'roof': 0.25, 'clock': 0.0}, 'building': {'house': 1.0, 'building': 1.0, 'steeple': 0.5, 'roof': 0.25, 'clock': 0.0}, 'steeple': {'house': 0.5, 'building': 0.5, 'steeple': 1.0, 'roof': 0.5, 'clock': 0.0}, 'roof': {'house': 0.25, 'building': 0.25, 'steeple': 0.5, 'roof': 1.0, 'clock': 0.0}, 'clock': {'house': 0.0, 'building': 0.0, 'steeple': 0.0, 'roof': 0.0, 'clock': 1.0}}","[0, 0, 421, 344]","[0, 0, 510, 411]","{'clock': 0.3611111111111111, 'flowers': 0.0, 'pineapple': 0.0, 'top': 0.0, 'is': 0.0, 'picture': 0.0, 'front': 0.0, 'clock tower': 0.027777777777777776, 'steeple': 0.05555555555555555, 'tower': 0.027777777777777776, 'wooden': 0.0, 'called': 0.0, 'roof': 0.08333333333333333, 'watch': 0.027777777777777776, 'building': 0.25, 'house': 0.16666666666666666}","{'clock': 0.2, 'flowers': 0.05, 'pineapple': 0.05, 'top': 0.05, 'is': 0.1, 'picture': 0.05, 'front': 0.1, 'clock tower': 0.0, 'steeple': 0.0, 'tower': 0.1, 'wooden': 0.05, 'called': 0.05, 'roof': 0.0, 'watch': 0.0, 'building': 0.15, 'house': 0.05}",0.6481512352955859
17809,2385899,1291684,http://manynames.upf.edu//2385899_1291684_house.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2385899.jpg,house,buildings,house.n.01,{'building': 1.0},1.0,{'None': 1.0},2385899.jpg,"structure, construction","[{'30': ['house', 'building']}, {'3': ['sign']}]",house,"{'sign': 0.17, 'house': 1.0, 'building': 1.0}","{'sign': {'bounding box': 1.0}, 'house': {'None': 1.0}, 'building': {'None': 1.0}}",30,0.7,0.8812908992306926,2,buildings,train,"{'sign': {'sign': 1.0, 'house': 0.0, 'building': 0.0}, 'house': {'sign': 0.0, 'house': 1.0, 'building': 1.0}, 'building': {'sign': 0.0, 'house': 1.0, 'building': 1.0}}","[0, 1, 289, 339]","[0, 0, 259, 310]","{'front': 0.0, 'sign': 0.08333333333333333, 'wall': 0.027777777777777776, 'fire': 0.0, 'wood': 0.027777777777777776, 'hydrant': 0.0, 'building': 0.25, 'house': 0.5833333333333334, 'water': 0.0, 'door': 0.027777777777777776}","{'front': 0.1111111111111111, 'sign': 0.2222222222222222, 'wall': 0.0, 'fire': 0.1111111111111111, 'wood': 0.0, 'hydrant': 0.2222222222222222, 'building': 0.0, 'house': 0.2222222222222222, 'water': 0.1111111111111111, 'door': 0.0}",0.29532110144875917
20812,2400019,412084,http://manynames.upf.edu//2400019_412084_dugout.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2400019.jpg,dugout,buildings,shelter.n.01,{'dug out': 1.0},1.0,{'None': 1.0},2400019.jpg,"structure, construction","[{'4': ['men', 'team']}, {'2': ['helmet']}, {'20': ['dugout']}]",dugout,"{'men': 0.5, 'team': 0.5, 'helmet': 0.17, 'dugout': 1.0}","{'men': {'bounding box': 0.7, 'None': 0.3}, 'team': {'bounding box': 0.7, 'None': 0.3}, 'helmet': {'bounding box': 1.0}, 'dugout': {'None': 1.0}}",20,1.0,0.0,1,buildings,train,"{'men': {'men': 1.0, 'team': 1.0, 'helmet': 0.0, 'dugout': 0.0, 'dug out': 0.0}, 'team': {'men': 1.0, 'team': 1.0, 'helmet': 0.0, 'dugout': 0.0, 'dug out': 0.0}, 'helmet': {'men': 0.0, 'team': 0.0, 'helmet': 1.0, 'dugout': 0.0, 'dug out': 0.0}, 'dugout': {'men': 0.0, 'team': 0.0, 'helmet': 0.0, 'dugout': 1.0, 'dug out': 1.0}, 'dug out': {'men': 0.0, 'team': 0.0, 'helmet': 0.0, 'dugout': 1.0, 'dug out': 1.0}}","[1, 1, 498, 100]","[0, 0, 597, 126]","{'stadium': 0.02702702702702703, 'baseball fail': 0.02702702702702703, 'players': 0.02702702702702703, 'men': 0.05405405405405406, 'bat': 0.0, 'hat': 0.02702702702702703, 'pipe': 0.02702702702702703, 'baseball dugout': 0.02702702702702703, 'pit': 0.02702702702702703, 'baseballs': 0.02702702702702703, 'helmet': 0.05405405405405406, 'bullpen': 0.02702702702702703, 'team': 0.05405405405405406, 'dugout': 0.5405405405405406, 'cap': 0.02702702702702703, 'ball': 0.0, 'baseball': 0.0, 'sidelines': 0.02702702702702703}","{'stadium': 0.0, 'baseball fail': 0.0, 'players': 0.0, 'men': 0.0, 'bat': 0.4, 'hat': 0.0, 'pipe': 0.0, 'baseball dugout': 0.0, 'pit': 0.0, 'baseballs': 0.0, 'helmet': 0.0, 'bullpen': 0.0, 'team': 0.0, 'dugout': 0.0, 'cap': 0.0, 'ball': 0.2, 'baseball': 0.4, 'sidelines': 0.0}",-0.2000070127866498
