image,number label,actual name,familiarity score,nameability score,color saliency,texture saliency,llava_output,llava_saliencies,llava_saliency_rate
data/images/noun/2011-600.jpg,2011,noisemaker,22,75,88,3,"['In the image, there is a green toy car with a face painted on it. The to', 'In the image, there is a green and orange toy car with a distinctive shape, res', 'In the image, there is a green toy car with an orange nose, which is sitting on', 'In the image, there is a green toy car with orange wheels, which appears to be', 'In the image, there is a green toy shaped like a face with a nose and two']","[(['Green'], []), (['Orange', 'Green'], []), (['Orange', 'Green'], []), (['Orange', 'Green'], []), (['Green'], [])]","(100, 0)"
data/images/noun/2012-600.jpg,2012,coiled worm toy,41,50,59,41,"['The image features a large, pink, fuzzy, and hairy object, possibly a', 'In the image, there is a bright pink plastic toy shaped like a sea creature', 'In the image, there is a large, brightly colored, and odd-shaped plastic', 'In the image, there is a bright pink plastic toy, which appears to be a', 'In the image, there is a large, bright pink, fuzzy, and hairy']","[(['Pink'], ['Fuzzy', 'Hairy']), (['Pink'], ['Plastic']), (['Red'], ['Plastic']), (['Pink'], ['Plastic']), (['Pink'], ['Fuzzy', 'Hairy'])]","(100, 100)"
data/images/noun/2013-600.jpg,2013,sling shot,6,20,87,6,"['In the image, there is a small orange object with a hole in the middle, resembling', 'In the image, there is a toy, possibly a toy kitchen utensil or a', 'In the image, there is a toy shaped like a person with an orange head and a', 'In the image, there is a toy shaped like a person with an orange head and a', 'In the image, there is a bright orange plastic object with a handle and a red top.']","[(['Orange'], []), ([], []), (['Orange'], []), (['Orange'], []), (['Red', 'Orange'], ['Plastic'])]","(80, 20)"
data/images/noun/2014-600.jpg,2014,this light-up toy,38,75,39,0,"['In the image, there is a toy microphone with a purple plastic case. The', 'In the image, there is a colorful toy, which appears to be a toy micro', 'In the image, there is a pink and yellow toy with a clear ball on the end', 'In the image, there is a colorful, patterned, and shiny toy that res', 'In the image, there is a colorful, glittery, and clear toy shaped']","[(['Purple'], ['Plastic']), ([], []), (['Yellow', 'Pink'], []), ([], ['Shiny']), ([], [])]","(40, 40)"
data/images/noun/2015-600.jpg,2015,ball catcher,38,78,55,10,"['In the image, there is a blue object with a circular pattern on it. The object is placed', 'In the image, there is a blue plastic object with a hole in the middle. It is', 'In the image, there is a blue object with a hole in the center, which is likely a', 'In the image, there is a blue object with a circular design on it. The blue object appears', 'In the image, there is a blue plastic object with a hole in the middle, which appears']","[(['Blue'], ['Lace']), (['Blue'], ['Plastic']), (['Blue'], []), (['Blue'], []), (['Blue'], ['Plastic'])]","(100, 60)"
data/images/noun/2016 600dpi.jpg,2016,bird toy,28,21,61,6,"['In the image, there is a blue and white rug, possibly a bath mat, sitting on a', 'In the image, there is a blue and white rug with a yellow top, which is laying', 'In the image, there is a blue and white rug with a yellow handle, which appears to be', 'In the image, there is a blue and white rug with a yellow top, sitting on a white', 'In the image, there is a blue and white rug on a white background. The rug is in']","[(['Blue', 'White'], []), (['Yellow', 'Blue', 'White'], []), (['Yellow', 'Blue', 'White'], []), (['Yellow', 'Blue', 'White'], []), (['Blue'], [])]","(100, 0)"
data/images/noun/2017-600.jpg,2017,kenetic wheel,41,29,23,13,"['In the image, there is a pair of metal clips or clamps, one blue and one', 'In the image, there is a blue and silver clip holding a green wheel. The wheel is attached', 'In the image, there is a small toy, possibly a toy car or a small metal', 'In the image, there is a small toy with a blue clip and a green wheel. The', 'In the image, there is a small metal clip with a blue clip attached to it. The blue']","[(['Blue'], []), (['Green', 'Blue', 'Silver'], []), ([], []), (['Green', 'Blue'], []), (['Blue'], [])]","(80, 0)"
data/images/noun/2018-600.jpg,2018,this coils string,16,50,61,6,"['In the image, there is a yellow plastic container, possibly a bowl, with a clear', 'In the image, there is a yellow plastic container with a clear lid, sitting on a white', 'In the image, there is a yellow bowl with a black center, which appears to be a', 'In the image, there is a yellow bowl or container with a clear plastic lining.', 'In the image, there is a yellow plastic container with a clear plastic cover. The container']","[(['Yellow'], ['Plastic']), (['Yellow', 'White'], ['Plastic']), (['Yellow', 'Black'], []), (['Yellow'], ['Plastic']), (['Yellow'], ['Plastic'])]","(100, 80)"
data/images/noun/2019-600.jpg,2019,cat nip toy,31,67,38,25,"['In the image, there is a brightly colored, oddly shaped object that appears to be', 'In the image, there is a small, odd-shaped toy, possibly a rubber', 'In the image, there is a small, odd-shaped toy that resembles a', 'In the image, there is a small, oddly shaped, brightly colored toy that', 'In the image, there is a brightly colored, odd-shaped object that resembles']","[(['Red'], []), ([], ['Rubber']), ([], []), (['Red'], []), (['Red'], [])]","(60, 20)"
data/images/noun/2020.jpg,2020,jacobs ladder,41,36,29,6,"['The image features a stack of six colored blocks, each with a different color. The colors are red', 'In the image, there is a stack of five different colored foam blocks, with each block having', 'In the image, there is a stack of five different colored cushions, with each cush', 'In the image, there are three stacks of colored blocks, each with different colors. The blocks', 'The image features a stack of six colorful wedge-shaped blocks, each with a different']","[(['Red'], []), (['Red'], []), (['Red'], []), (['Red'], []), ([], [])]","(80, 0)"
data/images/noun/2021-600.jpg,2021,foam arrow,9,29,84,3,"['In the image, there is a black and pink object with a green center, which appears to', 'In the image, there is a black and pink plastic item with a green tip. The', 'The image shows a close-up of a green and purple rubber object with a black center', 'The image features a close-up of a black and pink object, which appears to be a', 'The image features a black and purple object, which appears to be a plastic item. It']","[(['Green', 'Pink', 'Black'], []), (['Green', 'Pink', 'Black'], ['Plastic']), (['Green', 'Purple', 'Black'], ['Rubber']), (['Pink', 'Black'], []), (['Purple', 'Black'], ['Plastic'])]","(100, 60)"
data/images/noun/2022-600.jpg,2022,marker,9,15,70,13,"['In the image, there is a green plastic object that looks like a mushroom or a', 'In the image, there is a green object, possibly a green cone or a green dome,', 'In the image, there is a green object, possibly a plastic or rubber item, that', 'In the image, there is a green plastic object that resembles a cone or a green', 'In the image, there is a green object that looks like a small cone or a green dome']","[(['Green'], ['Plastic']), (['Green'], []), (['Green'], ['Plastic', 'Rubber']), (['Green'], ['Plastic']), (['Green'], [])]","(100, 60)"
data/images/noun/2023-600.jpg,2023,color changing ball,13,31,87,17,"['In the image, there is a white and black circular object that resembles a flower or a', 'In the image, there is a white and black circular object with a hole in the middle. The', 'In the image, there is a white and black object that looks like a combination of a white bow', 'In the image, there is a white and black object that resembles a flower or a round', 'In the image, there is a white and black object that resembles a flower. The object']","[(['Black', 'White'], []), (['Black', 'White'], []), (['Black', 'White'], []), (['Black', 'White'], []), (['Black', 'White'], [])]","(100, 0)"
data/images/noun/2024-600.jpg,2024,connected disk toy,81,44,41,3,"['In the image, there is a colorful wooden toy shaped like a clock with a yellow', 'In the image, there is a yellow and red toy shaped like a clock, with a', 'In the image, there is a yellow and red toy shaped like a circle with a hole', 'In the image, there is a yellow and red toy shaped like a clock, with a', 'In the image, there is a yellow and red toy shaped like a circle with a blue']","[(['Yellow'], ['Wooden']), (['Red', 'Yellow'], []), (['Red', 'Yellow'], []), (['Red', 'Yellow'], []), (['Red', 'Yellow', 'Blue'], [])]","(100, 20)"
data/images/noun/2025-600.jpg,2025,boomerang,6,14,58,13,"['In the image, there is a blue plastic object that looks like a shoe or a sand', 'In the image, there is a blue object that looks like a sandal or a shoe with', 'In the image, there is a blue object that appears to be a pair of flippers or', 'In the image, there is a blue object that resembles a pair of flippers or', 'In the image, there is a blue plastic object that looks like a pair of shoes or']","[(['Blue'], ['Plastic']), (['Blue'], []), (['Blue'], []), (['Blue'], []), (['Blue'], ['Plastic'])]","(100, 40)"
data/images/noun/2026-600.jpg,2026,dog toy,16,71,63,17,"['In the image, there is a green and red toy shaped like a shoe. It', ""In the image, there is a green rubber toy shaped like a dog's leg"", ""In the image, there is a green toy shaped like a dog's foot, with"", ""In the image, there is a green toy shaped like a dog's leg. The"", ""In the image, there is a green toy shaped like a dog's foot, with""]","[(['Red', 'Green'], []), (['Green'], ['Rubber']), (['Green'], []), (['Green'], []), (['Green'], [])]","(100, 20)"
data/images/noun/2027-600.jpg,2027,room freshener toy,22,38,47,9,"['In the image, there is a white, round, plastic object with a hole in the middle', 'In the image, there is a white, round, plastic object that resembles a ball', 'In the image, there is a white plastic object, which appears to be a sports ball or', 'In the image, there is a white plastic ball with a hole in the center. The ball', 'In the image, there is a white, round object with a hole in the center. The object']","[(['White'], ['Plastic']), (['White'], ['Plastic']), (['White'], ['Plastic']), (['White'], ['Plastic']), (['White'], [])]","(100, 80)"
data/images/noun/2028-600.jpg,2028,cat toy found at the pound store,6,47,53,63,"['In the image, there is a pink and white donut with a hole in the center.', 'In the image, there is a close-up of a pink donut with white frost', 'In the image, there is a pink donut with white frosting, which is placed', 'In the image, there is a white background with a pink and white donut-shaped', 'In the image, there is a close-up of a pink donut with white frost']","[(['Pink', 'White'], []), (['Pink', 'White'], []), (['Pink', 'White'], ['Lace']), (['Pink'], []), (['Pink', 'White'], [])]","(100, 20)"
data/images/noun/2029-600.jpg,2029,cover for room fresheners,19,27,65,16,"['In the image, there is a close-up view of a black plastic piece, which appears', 'In the image, there is a black plastic piece, possibly a part of a toy or', 'In the image, there is a black plastic piece with a hole in the middle. The piece', 'In the image, there is a black object, possibly a piece of a gear or a part', 'In the image, there is a black object that appears to be a piece of a camera or a']","[(['Black'], ['Plastic']), (['Black'], ['Plastic']), (['Black'], ['Plastic']), (['Black'], []), (['Black'], [])]","(100, 60)"
data/images/noun/2030-600.jpg,2030,marker,9,43,53,0,"['In the image, there is a blue ceramic or plastic object that resembles a', 'In the image, there is a blue object that looks like a small robot or a blue vase', 'In the image, there is a blue object that resembles a face. It is a close', 'In the image, there is a blue ceramic vase with a face painted on it.', 'In the image, there is a blue object that looks like a face with two eyes and a mouth']","[(['Blue'], ['Plastic']), (['Blue'], []), (['Blue'], []), (['Blue'], []), (['Blue'], [])]","(100, 20)"
data/images/noun/2031.jpg,2031,book end,16,32,35,26,"['In the image, there is a close-up of a silver metal piece, possibly a metal bra', 'In the image, there is a metal piece with a curved shape, resembling a piece', 'In the image, there is a close-up view of a metal piece, which appears to be', 'In the image, there is a close-up of a metal piece that resembles a piece', 'In the image, there is a metal piece with a curved shape, resembling a piece']","[(['Silver'], []), ([], []), ([], []), ([], []), ([], [])]","(20, 0)"
data/images/noun/2032-600.jpg,2032,submarine,47,90,50,3,"['In the image, there is a bright orange toy rocket sitting on a white background. The', 'In the image, there is a small orange object with a blue tail, sitting on a white background', 'In the image, there is a bright orange plastic toy rocket with a blue tail,', 'In the image, there is a small orange toy rocket with a blue tail, sitting on', 'In the image, there is a small orange plastic rocket toy with a blue nose.']","[(['Orange'], []), (['Orange', 'Blue'], []), (['Orange', 'Blue'], ['Plastic']), (['Orange', 'Blue'], []), (['Orange', 'Blue'], ['Plastic'])]","(100, 40)"
data/images/noun/2033-600.jpg,2033,cat toy cage,9,57,55,3,"['In the image, there is an orange plastic object with a green handle. The object has a', 'In the image, there is a green and orange plastic object with a star pattern. The object', 'In the image, there is a small orange object with a green handle. It appears to be a', 'In the image, there is a green and orange plastic container with a star pattern on it.', 'In the image, there is a green and orange plastic container with a lattice-like structure.']","[(['Orange', 'Green'], ['Plastic']), (['Orange', 'Green'], ['Plastic']), (['Orange', 'Green'], []), (['Orange', 'Green'], ['Plastic']), (['Orange', 'Green'], ['Plastic'])]","(100, 80)"
data/images/noun/2034-600.jpg,2034,worm ball with cut off hands or stars,72,39,45,26,"['In the image, there is a pile of brightly colored, twisted, and curly', 'In the image, there is a pile of brightly colored, long, and curly hair', 'In the image, there is a pile of brightly colored, long, and wiggly', 'In the image, there is a pile of brightly colored, long, and curly hair', 'In the image, there is a pile of brightly colored, long, and curly hair']","[(['Red'], []), (['Red'], []), (['Red'], []), (['Red'], []), (['Red'], [])]","(100, 0)"
data/images/noun/2035-600.jpg,2035,giant pen with pen tip removed and cooper scourer pad on top,13,54,47,13,"['In the image, there is a blue pen with a brown brush attached to it. The pen', 'In the image, there is a blue pen with a brown bristle brush attached to it', 'In the image, there is a blue pen with a brush attached to it. The pen is', 'In the image, there is a blue pen with a brown bristle head. The pen is', 'In the image, there is a blue pen with a brush head attached to it. The br']","[(['Blue', 'Brown'], []), (['Blue', 'Brown'], []), (['Blue'], []), (['Blue', 'Brown'], []), (['Blue'], [])]","(100, 0)"
data/images/noun/2036-600.jpg,2036,cup-and-ball toy,59,70,20,20,"['In the image, there is a wooden toy with a red ball on top of it. The', ""In the image, there is a colorful wooden toy, which appears to be a child'"", 'In the image, there is a colorful wooden toy with a handle, which appears to be', 'In the image, there is a wooden toy with a handle and a ball attached to it.', 'In the image, there is a colorful wooden toy, which appears to be a toy']","[(['Red'], ['Wooden']), ([], ['Wooden']), ([], ['Wooden']), ([], ['Wooden']), ([], ['Wooden'])]","(20, 100)"
data/images/noun/2037-600.jpg,2037,teething ring with a bit photoshopped out,34,24,37,3,"['In the image, there is a pink plastic ring with three pink balls on it.', 'In the image, there is a pink bracelet made of plastic beads. The', 'In the image, there is a pink plastic bracelet with three beads on it', 'In the image, there is a pink plastic bracelet with a row of three p', 'In the image, there is a pink plastic bracelet with three clear beads on']","[(['Pink'], ['Plastic']), (['Pink'], ['Plastic']), (['Pink'], ['Plastic']), (['Pink'], ['Plastic']), (['Pink'], ['Plastic'])]","(100, 100)"
data/images/noun/2038-600.jpg,2038,heart shaped slinky,56,63,26,6,"['In the image, there is a close-up view of a bunch of colorful, twisted', 'In the image, there is a close-up of a colorful, spiral-shaped', 'In the image, there is a pile of colorful, twisted, and curled-', 'In the image, there is a group of six different colored noodles, each with a unique', 'In the image, there is a pile of colorful, twisted, and curled no']","[([], []), ([], []), ([], []), (['Red'], []), ([], [])]","(20, 0)"
data/images/noun/2039-600.jpg,2039,led top,28,64,61,13,"['In the image, there is a green plastic toy shaped like a cross with a sc', 'In the image, there is a green plastic toy in the shape of a cross. The', 'In the image, there is a green plastic item that resembles a cross. It is', 'In the image, there is a green plastic toy shaped like a cross with a hole', 'In the image, there is a green plastic toy shaped like a cross. The to']","[(['Green'], ['Plastic']), (['Green'], ['Plastic']), (['Green'], ['Plastic']), (['Green'], ['Plastic']), (['Green'], ['Plastic'])]","(100, 100)"
data/images/noun/2040-600.jpg,2040,rubber toy found in toy aisle,31,64,63,16,"['In the image, there is a blue and yellow ball with a long blue hair or tentacle-', 'In the image, there is a blue and yellow ball with a long blue hair on top of it', 'In the image, there is a blue and yellow ball with blue tentacles, resembling a', 'In the image, there is a blue and yellow ball with a long blue tail. The ball is', 'In the image, there is a blue and yellow ball with a long blue tail. The ball is']","[(['Yellow', 'Blue'], []), (['Yellow', 'Blue'], []), (['Yellow', 'Blue'], []), (['Yellow', 'Blue'], []), (['Yellow', 'Blue'], [])]","(100, 0)"
data/images/noun/2041-600.jpg,2041,massager,34,38,23,20,"['In the image, there is a wooden cross with four wooden balls attached to it. The cross is', 'In the image, there is a wooden cross with four wooden circles attached to it. The cross is', 'In the image, there is a toy cross made of wood with four wooden circles attached to it', 'In the image, there is a toy cross made of wood and blue plastic. The cross', 'In the image, there is a wooden cross with four wooden balls attached to it. The cross is']","[([], ['Wooden']), ([], ['Wooden']), ([], ['Wooden']), (['Blue'], ['Plastic']), ([], ['Wooden'])]","(20, 100)"
data/images/noun/2042-600.jpg,2042,small personal fan without blades,38,67,81,3,"['In the image, there is a blue and yellow object with a blue handle and a yellow top.', 'In the image, there is a blue object with a yellow top, which appears to be a to', 'In the image, there is a blue and yellow object that resembles a toy or a', 'In the image, there is a blue object with a yellow top, which appears to be a to', 'In the image, there is a blue object with a yellow cap on it. The blue object appears']","[(['Yellow', 'Blue'], []), (['Yellow', 'Blue'], []), (['Yellow', 'Blue'], []), (['Yellow', 'Blue'], []), (['Yellow', 'Blue'], [])]","(100, 0)"
data/images/noun/2043.jpg,2043,clacker,66,76,65,6,"['In the image, there is a toy with a yellow ball attached to a string. The to', 'In the image, there is a toy with a yellow ball attached to it. The toy', 'In the image, there is a toy with a yellow ball attached to it. The toy', 'In the image, there is a toy with a yellow ball and a pink handle. The', 'In the image, there is a pink and yellow toy hanging from a string. The']","[(['Yellow'], []), (['Yellow'], []), (['Yellow'], []), (['Yellow', 'Pink'], []), (['Yellow', 'Pink'], [])]","(100, 0)"
data/images/noun/2044-600.jpg,2044,diving toy with small weight,6,27,94,6,"['In the image, there is a toy shaped like a giant orange and blue ball. The', 'In the image, there is a blue ball with a chain attached to it. The chain is made', 'In the image, there is a toy that resembles a large orange and blue ball with', 'In the image, there is a toy shaped like a long orange and blue tube with', 'In the image, there is a blue ball with a red, orange, and blue design on it']","[(['Orange', 'Blue'], []), (['Blue'], []), (['Orange', 'Blue'], []), (['Orange', 'Blue'], []), (['Red', 'Orange', 'Blue'], [])]","(100, 0)"
data/images/noun/2045-600.jpg,2045,wooden ball toy,25,29,3,55,"['In the image, there is a wooden spoon with four holes in it. It is placed on', 'The image features a wooden spoon with five holes in it, sitting on a white background. The', 'The image features a wooden spoon with five holes in it. It is placed on a white background', 'The image features a wooden spoon with a hole in the middle. It is a close-up', 'In the image, there is a wooden tool with six holes in it, which appears to be a']","[([], ['Wooden', 'Lace']), ([], ['Wooden']), ([], ['Wooden', 'Lace']), ([], ['Wooden']), ([], ['Wooden'])]","(0, 100)"
data/images/noun/2046-600.jpg,2046,keychain with bubbles inside,34,67,42,3,"['In the image, there is a small plastic container with a clear plastic tray inside.', 'In the image, there is a small, clear plastic case with a chain attached to it.', 'In the image, there is a small plastic container with a key chain attached to it. The', 'In the image, there is a small, clear case with a key chain attached to it. The', 'In the image, there is a small, clear case with a blue and green color scheme. The']","[([], ['Plastic']), ([], ['Plastic']), ([], ['Plastic']), ([], []), (['Green', 'Blue'], [])]","(20, 60)"
data/images/noun/2047-600.jpg,2047,perfume sprayer,41,32,50,3,"['In the image, there is a black and silver bottle sitting on a white background. The bott', 'In the image, there is a black and silver bottle sitting on a white background. The bott', 'In the image, there is a black and silver bottle with a silver top. The bottle', 'In the image, there is a black and silver bottle, possibly a vase or a container', 'In the image, there is a small black and silver bottle with a silver cap. The bott']","[(['Black', 'Silver'], []), (['Black', 'Silver'], []), (['Black', 'Silver'], []), (['Black', 'Silver'], []), (['Black', 'Silver'], [])]","(100, 0)"
data/images/noun/2048-600.jpg,2048,worm ball with hands and stars cut off,13,47,55,6,"['In the image, there is a pile of colorful balls, including yellow, blue, green', 'In the image, there is a pile of colorful plastic balls stacked on top of', 'In the image, there is a large pile of colorful plastic balls. The balls are', 'In the image, there is a pile of brightly colored balls, including green, blue,', 'In the image, there is a large pile of colorful balls, including blue, green,']","[(['Yellow', 'Green', 'Blue'], []), ([], ['Plastic']), ([], ['Plastic']), (['Red', 'Green', 'Blue'], []), (['Green', 'Blue'], [])]","(60, 40)"
data/images/noun/2049-600.jpg,2049,slide whistle,19,44,39,10,"['In the image, there is a blue pencil with a clip attached to it. The clip', 'In the image, there is a blue pen with a clip attached to it. The pen is standing', 'In the image, there is a blue pen with a clip attached to it. The pen is standing', 'In the image, there is a blue pen with a white cap and a metal clip attached to it', 'In the image, there is a blue pen with a clip attached to it. The pen is position']","[(['Blue'], []), (['Blue', 'Tan'], []), (['Blue', 'Tan'], []), (['Blue', 'White'], []), (['Blue'], [])]","(100, 0)"
data/images/noun/2050-600.jpg,2050,mobile phone stand for a car,31,68,45,0,"['In the image, there is a black object with a circular hole in the center. The object is', 'In the image, there is a black plastic piece, which appears to be a circular object with', 'In the image, there is a black object that appears to be a circular piece of equipment, possibly', 'In the image, there is a black object that resembles a circular piece of equipment with a', 'In the image, there is a black plastic object with a hole in the middle, sitting on']","[(['Black'], []), (['Black'], ['Plastic']), (['Black'], []), (['Black'], []), (['Black'], ['Plastic'])]","(100, 40)"
data/images/noun/2051-600.jpg,2051,finger castanet,53,60,47,9,"['In the image, there is a green toy that looks like a toilet. It is', 'In the image, there is a green toy shaped like a toilet with a seat', 'In the image, there is a green toy with a hole in the middle, which appears to', 'In the image, there is a green plastic item that looks like a toilet seat,', 'In the image, there is a green toy that resembles a toilet, with']","[(['Green'], []), (['Green'], []), (['Green'], []), (['Green'], ['Plastic']), (['Green'], [])]","(100, 20)"
data/images/noun/2052-600.jpg,2052,noisemaker,41,53,63,7,"['In the image, there is a green plastic object with two green handles, which appears to be', 'In the image, there is a green umbrella-shaped object with a pink handle', 'In the image, there is a green umbrella with a pink handle. The umbre', 'In the image, there is a green plastic tool with a pink handle, which appears to', 'In the image, there is a green plastic object that resembles a pair of sciss']","[(['Green'], ['Plastic']), (['Green', 'Pink'], []), (['Green', 'Pink'], []), (['Green', 'Pink'], ['Plastic']), (['Green'], ['Plastic'])]","(100, 60)"
data/images/noun/2053-600.jpg,2053,hand castanet,44,79,45,6,"['In the image, there is a red metal pole with a black handle on top of it. The', 'In the image, there is a red object, possibly a piece of furniture, standing on end', 'In the image, there is a red object that is shaped like a pair of scissors', 'In the image, there is a red umbrella stand with a red umbrella attached to', 'In the image, there is a red object with two black handles, which appears to be a pair']","[(['Red', 'Black'], []), (['Red', 'Tan'], []), (['Red'], []), (['Red', 'Tan'], []), (['Red', 'Black'], [])]","(100, 0)"
data/images/noun/2054-600.jpg,2054,floating ball game,3,25,38,48,"['In the image, there is a wooden object, possibly a wooden paddle or a wooden board,', 'In the image, there is a wooden object with a red handle. It appears to be a wooden', 'In the image, there is a wooden object with a red top, which appears to be a piece', 'In the image, there is a wooden object with a red handle. The object is placed on a', 'In the image, there is a wooden board with a red handle on it. The board appears to']","[([], ['Wooden']), (['Red'], ['Wooden']), (['Red'], ['Wooden']), (['Red'], ['Wooden', 'Lace']), (['Red'], ['Wooden'])]","(80, 100)"
data/images/noun/2055-600.jpg,2055,aroma therapy oil burner,13,33,53,13,"['The image features a green vase with a unique design. It is made of a material that res', 'In the image, there is a green vase with a unique design. It features a series of', 'In the image, there is a large green vase with a unique design, featuring a series of', 'In the image, there is a green vase with a unique design. The vase is made', 'In the image, there is a green vase with a unique design. The vase has a']","[(['Green'], []), (['Green'], []), (['Green'], []), (['Green'], []), (['Green'], [])]","(100, 0)"
data/images/noun/2056-600.jpg,2056,dog toy,19,59,61,13,"['In the image, there is a toy shaped like an airplane, made of a combination', 'In the image, there is a blue and red toy shaped like a bird, possibly a', 'In the image, there is a toy shaped like a bird, specifically a blue and red', 'In the image, there is a blue and red toy that resembles a bird. The', 'In the image, there is a colorful toy shaped like an airplane, with a']","[([], []), (['Red', 'Blue'], []), (['Red', 'Blue'], []), (['Red', 'Blue'], []), ([], [])]","(60, 0)"
