image_path,number label,actual name,familiarity score,nameability score,color saliency,texture saliency,llava_output,llava_saliencies,llava_saliency_rate
data/images/noun/2011-600.jpg,2011,noisemaker,22,75,88,3,"['The image features a green toy with an orange nose and two orange wheels. The toy', 'The image features a green and orange toy car with a face painted on it, sitting on a', 'The image features a green toy car with a distinctive orange nose, placed on a white background', 'The image features a green and orange plastic toy, possibly a toy car or a to', 'The image features a green and orange toy, possibly a toy car or a toy train', 'The image features a green and orange toy car, likely a toy car or a toy', 'The image features a green toy car with an orange nose, sitting on a white background. The', 'The image features a green and orange toy shaped like a face, with a big nose and', 'The image features a green toy with an orange nose, resembling a face. It is', 'The image features a green toy car with an orange nose, sitting on a white background. The']","[(['Orange', 'Green'], []), (['Orange', 'Green'], []), (['Orange', 'Green'], ['Lace']), (['Orange', 'Green'], ['Plastic']), (['Orange', 'Green'], []), (['Orange', 'Green'], []), (['Orange', 'Green'], []), (['Orange', 'Green'], []), (['Orange', 'Green'], []), (['Orange', 'Green'], [])]","(100, 20)"
data/images/noun/2012-600.jpg,2012,coiled worm toy,41,50,59,41,"['The image features a close-up of a bright pink, fuzzy, and squish', 'The image features a large, bright pink, fuzzy, and hairy object that res', 'The image features a large, bright pink, and orange plastic toy, resembling', 'The image features a close-up of a large, brightly colored, and oddly shaped', 'The image features a large, bright pink, and orange plastic toy or sculpture,', 'The image features a bright pink, red, and orange plastic toy with a unique,', 'The image features a close-up of a bright pink, rubbery, and fuz', 'The image features a large, bright pink, fuzzy, and squishy object that', 'The image features a close-up of a bright pink, odd-shaped object that res', 'The image features a close-up view of a bright pink, fuzzy, and squ']","[(['Pink'], ['Fuzzy']), (['Pink'], ['Fuzzy', 'Hairy']), (['Orange', 'Pink'], ['Plastic']), (['Red'], []), (['Orange', 'Pink'], ['Plastic']), (['Red', 'Orange', 'Pink'], ['Plastic']), (['Pink'], ['Rubber']), (['Pink'], ['Fuzzy']), (['Pink'], []), (['Pink'], ['Fuzzy'])]","(100, 80)"
data/images/noun/2013-600.jpg,2013,sling shot,6,20,87,6,"['The image features a bright orange and yellow toy in the shape of a head. The toy', 'The image features a bright orange and yellow toy, possibly a toy kitchen gadget or', 'The image features a unique and colorful toy, resembling a human head with an orange', 'The image features a close-up of a brightly colored, orange plastic object that looks like', 'The image features a close-up of an orange plastic object with a spout or top,', 'The image features a close-up view of a yellow and orange plastic toy, which appears', 'The image features a close-up view of a plastic orange toy, possibly a toy', 'The image features a bright orange and yellow plastic object, possibly a toy or a piece of', 'The image features a close-up of an orange plastic piece of art, possibly a sculpture', 'The image features a close-up of an orange and yellow toy, possibly a toy kitchen']","[(['Orange', 'Yellow'], []), (['Orange', 'Yellow'], []), (['Orange'], []), (['Red', 'Orange'], ['Plastic']), (['Orange'], ['Plastic']), (['Orange', 'Yellow'], ['Plastic']), (['Orange'], ['Plastic']), (['Orange', 'Yellow'], ['Plastic']), (['Orange'], ['Plastic']), (['Orange', 'Yellow'], [])]","(100, 60)"
data/images/noun/2014-600.jpg,2014,this light-up toy,38,75,39,0,"['The image features a colorful, rainbow-colored toy that resembles a micro', 'The image features a colorful, shiny, and sparkly toy with a clear plastic', 'The image features a pink and yellow toy, which appears to be a toy microphone', 'The image features a colorful, glittery toy that resembles a microphone or', 'The image features a colorful, plastic toy shaped like a microphone. It has', 'The image features a colorful, sparkly toy shaped like a microphone. The to', 'The image features a colorful, patterned toy, likely a toy microphone or a', 'The image features a colorful, patterned toy that appears to be a toy microphone', 'The image features a colorful, round, and shiny object, likely a toy or a', 'The image features a colorful toy shaped like a microphone, with a purple and']","[(['Red'], []), ([], ['Sparkly', 'Plastic', 'Shiny']), (['Yellow', 'Pink'], []), ([], []), ([], ['Plastic']), ([], ['Sparkly']), ([], []), ([], []), ([], ['Shiny']), (['Purple'], [])]","(30, 40)"
data/images/noun/2015-600.jpg,2015,ball catcher,38,78,55,10,"['The image features a blue plastic object with a circular design, possibly a piece of sports equipment or', 'The image features a blue plastic object with a circular pattern on it, possibly a protective cover', 'The image features a blue plastic object with a hole in the center, resembling a sports', 'The image features a blue plastic object with a hole in the center, resembling a blue', 'The image features a blue, plastic object that resembles a piece of sports equipment, possibly', 'The image features a blue plastic piece with a hole in the center, which is a protective', 'The image features a blue plastic item with a hole in the center, possibly a protective cover', 'The image features a blue object with a hole in the center, resembling a blue box or', 'The image features a blue sports helmet with a unique design. It has a square pattern on the', 'The image features a blue plastic object with a hole in the center, resembling a blue']","[(['Blue'], ['Plastic']), (['Blue'], ['Plastic']), (['Blue'], ['Plastic']), (['Blue'], ['Plastic']), (['Blue'], ['Plastic']), (['Blue'], ['Plastic']), (['Blue'], ['Plastic']), (['Blue'], []), (['Blue'], []), (['Blue'], ['Plastic'])]","(100, 80)"
data/images/noun/2016 600dpi.jpg,2016,bird toy,28,21,61,6,"['The image features a blue and white rug with a blue fringe, sitting on top of a white', 'The image features a blue and white rug on a white background. The rug has a scrubber', 'The image features a blue and white rug with a scrub brush on top of it. The', 'The image features a blue and white rug on a white background. The rug is made of a combination', 'The image features a blue and white rug with a yellow handle, which is placed on a white background', 'The image features a blue and white rug with a blue and white fringe, laying on a', 'The image features a blue and white rug with a fuzzy texture, possibly made of yarn', 'The image features a blue and white rug with a yellow top, placed on a white background. The', 'The image features a blue and white rug on a white background. The rug is in the shape of', 'The image features a blue and white rug with a yellow top, sitting on a white background. The']","[(['Blue', 'White'], []), (['Blue'], ['Rubber']), (['Blue', 'White'], []), (['Blue'], []), (['Yellow', 'Blue'], ['Lace']), (['Blue', 'White'], []), (['Blue', 'White'], ['Fuzzy']), (['Yellow', 'Blue'], ['Lace']), (['Blue'], []), (['Yellow', 'Blue'], [])]","(100, 40)"
data/images/noun/2017-600.jpg,2017,kenetic wheel,41,29,23,13,"['The image features a pair of metal clips with blue handles, which are attached to a metal wheel', 'The image features a small toy with a blue handle and a yellow wheel. The toy appears', 'The image features a small toy, possibly a science project or a model, made of metal and', ""The image features a small toy, possibly a child's toy or a science project,"", 'The image features a pair of metal clips with blue handles, which are connected to each other.', 'The image features a white background with a small metal clip holding a blue wheel and a yellow wheel.', 'The image features a small toy car with a blue clip on the top, sitting on a white', 'The image features a small, colorful toy on a white background. The toy is a', 'The image features a pair of metal clips, which are connected by a blue spring. The cli', 'The image features a close-up view of a small toy car on a track, which appears']","[(['Blue'], []), (['Yellow', 'Blue'], []), ([], []), ([], []), (['Blue'], []), (['Yellow', 'Blue'], []), (['Blue', 'White'], []), ([], []), (['Blue'], []), ([], [])]","(60, 0)"
data/images/noun/2018-600.jpg,2018,this coils string,16,50,61,6,"['The image features a yellow plastic bowl with a black top, placed on a white background.', 'The image features a yellow plastic bowl with a clear cover on top. The bowl is', 'The image features a small, yellow plastic bowl with a clear plastic cover. The bow', 'The image features a yellow bowl or container, possibly a light fixture or a bowl with', 'The image features a yellow plastic bowl sitting on a white background. The bowl has a', 'The image features a yellow plastic container with a clear lid, sitting on a white background. The', 'The image features a yellow plastic bowl or container with a clear top, sitting on a white', 'The image features a small, round, yellow plastic container with a clear plastic lid. The', 'The image features a yellow plastic bowl with a clear lid, sitting on a white background.', 'The image features a yellow plastic bowl or container with a transparent lid, placed on a white']","[(['Yellow', 'Black'], ['Plastic', 'Lace']), (['Yellow'], ['Plastic']), (['Yellow'], ['Plastic']), (['Yellow'], []), (['Yellow'], ['Plastic']), (['Yellow'], ['Plastic']), (['Yellow', 'White'], ['Plastic']), (['Yellow'], ['Plastic']), (['Yellow'], ['Plastic']), (['Yellow', 'White'], ['Plastic', 'Lace', 'Transparent'])]","(100, 90)"
data/images/noun/2019-600.jpg,2019,cat nip toy,31,67,38,25,"['The image features a brightly colored, odd-shaped plastic egg with a yellow and orange', 'The image features a brightly colored, oddly shaped toy, possibly a rubber egg', 'The image features a small, odd-shaped, and brightly colored plastic toy,', 'The image features a brightly colored, odd-shaped, and somewhat creepy toy', 'The image features a yellow and orange egg-shaped toy, possibly a rubber chicken', 'The image features a small, odd-shaped toy or decoration that resembles a', 'The image features a small, brightly colored egg-shaped object with a fuzzy top', 'The image features a small, brightly colored, and shiny plastic egg with a fuz', 'The image features a small, brightly colored, and oddly shaped plastic egg with a', 'The image features a small, brightly colored, and oddly shaped object, which appears to']","[(['Red', 'Orange', 'Yellow'], ['Plastic']), (['Red'], ['Rubber']), (['Red'], ['Plastic']), (['Red'], []), (['Orange', 'Yellow'], ['Rubber']), ([], []), (['Red'], ['Fuzzy']), (['Red'], ['Plastic', 'Shiny']), (['Red'], ['Plastic']), (['Red'], [])]","(90, 70)"
data/images/noun/2020.jpg,2020,jacobs ladder,41,36,29,6,"['The image features a stack of six colorful cushions, each with a different color and pattern', 'The image features a stack of five colorful mats, each with a different color and design.', 'The image features a white background with a stack of six colorful blocks. These blocks are made of', 'The image features a stack of five different colored cushions, each with a distinct color and pattern', 'The image features a white background with a stack of five colorful, rectangular-shaped c', 'The image features a stack of five colorful, rectangular cushions, each with a different', 'The image features a stack of six colorful foam blocks, each with a different color. These', 'The image features a stack of five colorful foam blocks, each with a different color and design', 'The image features a stack of five colorful cushions or pads, arranged neatly on', 'The image features a stack of six different colored cushion pads, each with a unique color']","[([], []), ([], []), ([], []), (['Red'], []), (['Tan'], []), (['Tan'], []), ([], []), ([], []), ([], []), (['Red'], [])]","(40, 0)"
data/images/noun/2021-600.jpg,2021,foam arrow,9,29,84,3,"['The image features a close-up view of a purple, pink, and green object,', 'The image features a close-up of a colorful, plastic item with a black center.', 'The image features a close-up view of a green and pink object with a black center.', 'The image features a close-up of a small, colorful, plastic object with a black', 'The image features a close-up view of a black and purple plastic item, which appears', 'The image features a white background with a black and pink object prominently displayed. The object', 'The image features a close-up view of a black and purple plastic piece, possibly a', 'The image features a close-up view of a small, colorful, and round object made of', 'The image features a close-up of a purple and green object with a black center. The', 'The image features a close-up view of a purple and pink plastic item, which']","[(['Green', 'Purple', 'Pink'], []), (['Black'], ['Plastic']), (['Green', 'Pink', 'Black'], []), (['Black'], ['Plastic']), (['Purple', 'Black'], ['Plastic']), (['Pink', 'Black'], []), (['Purple', 'Black'], ['Plastic']), ([], []), (['Green', 'Purple', 'Black'], []), (['Purple', 'Pink'], ['Plastic'])]","(90, 50)"
data/images/noun/2022-600.jpg,2022,marker,9,15,70,13,"['The image features a close-up of a green object, possibly a plastic or rubber item', 'The image features a close-up view of a green object, which appears to be a large,', 'The image features a close-up of a green plastic cone, which appears to be a light', 'The image features a green plastic cone or dome, which is sitting on a white background.', 'The image features a close-up view of a green plastic object, which appears to be a', 'The image features a green plastic object, possibly a container or a lid, with a circular shape', 'The image features a green plastic object, which appears to be a piece of a green object,', 'The image features a green plastic object with a conical shape, resembling a green cone', 'The image features a green plastic object that resembles a large, odd-shaped m', 'The image features a green plastic object, possibly a bottle or a vase, with a']","[(['Green'], ['Plastic', 'Rubber']), (['Green'], []), (['Green'], ['Plastic']), (['Green'], ['Plastic']), (['Green'], ['Plastic']), (['Green'], ['Plastic']), (['Green'], ['Plastic']), (['Green'], ['Plastic']), (['Green'], ['Plastic']), (['Green'], ['Plastic'])]","(100, 90)"
data/images/noun/2023-600.jpg,2023,color changing ball,13,31,87,17,"['The image features a white and black plastic top, which appears to be a broken or damaged', 'The image features a white and black sculpture made of white plastic cups and black plastic', 'The image features a white and black object, which appears to be a white bowl or a piece', 'The image features a white and black decorative object that resembles a flower, made up of', 'The image features a white and black object that resembles a flower, made up of several white', 'The image features a white and black spiral sculpture made of plastic, resembling a', 'The image features a white and black circular object, which appears to be a sculpture or a decor', 'The image features a white and black dome-shaped object with a hole in the center.', 'The image features a white and black object that resembles a flower, made from a combination of', 'The image features a white and black object, which appears to be a combination of a white bowl']","[(['Black', 'White'], ['Plastic']), (['Black', 'White'], ['Plastic']), (['Black', 'White'], []), (['Black', 'White'], []), (['Black', 'White'], []), (['Black', 'White'], ['Plastic']), (['Black', 'White'], []), (['Black', 'White'], []), (['Black', 'White'], []), (['Black', 'White'], [])]","(100, 30)"
data/images/noun/2024-600.jpg,2024,connected disk toy,81,44,41,3,"['The image features a yellow and blue object, which appears to be a toy or a piece of', 'The image features a colorful, circular object made of two different colored plastic pieces. The top', 'The image features a colorful toy, resembling a small carousel or a yellow and', 'The image features a yellow and red plastic toy in the shape of a circle with a blue', 'The image features a colorful, handmade wooden toy in the shape of a wheel. The', 'The image features a yellow and red toy, resembling a top or a wheel, made', ""The image features a toy, possibly a child's toy, made of two different colors"", 'The image features a yellow and red toy, which appears to be a small model of a space', 'The image features a yellow and red toy, resembling a top or a flying saucer', 'The image features a yellow and red toy, possibly a toy car or a toy plane']","[(['Yellow', 'Blue'], []), (['Red'], ['Plastic']), (['Yellow'], []), (['Red', 'Yellow', 'Blue'], ['Plastic']), ([], ['Wooden']), (['Red', 'Yellow'], []), ([], []), (['Red', 'Yellow'], []), (['Red', 'Yellow'], []), (['Red', 'Yellow'], [])]","(80, 30)"
data/images/noun/2025-600.jpg,2025,boomerang,6,14,58,13,"['The image features a blue plastic item, which appears to be a pair of shoes or sand', 'The image features a blue plastic object, which appears to be a pair of flippers or', 'The image features a blue plastic item, possibly a pair of sandals or flippers,', 'The image features a blue plastic object that resembles a pair of flippers or a', 'The image features a pair of blue flippers, possibly a blue water skis or a pair', 'The image features a pair of blue flippers or water skis, likely made of rubber', 'The image features a pair of blue plastic sandals, likely for a pool or beach setting.', 'The image features a blue object that resembles a pair of flippers or a shoe', 'The image features a blue object that resembles a pair of flippers or fins, with', 'The image features a blue plastic object that looks like a shoe or a sandal. It']","[(['Blue'], ['Plastic']), (['Blue'], ['Plastic']), (['Blue'], ['Plastic']), (['Blue'], ['Plastic']), (['Blue'], []), (['Blue'], ['Rubber']), (['Blue'], ['Plastic']), (['Blue'], []), (['Blue'], []), (['Blue'], ['Plastic'])]","(100, 70)"
data/images/noun/2026-600.jpg,2026,dog toy,16,71,63,17,"[""The image features a green toy shaped like a dog's leg. The toy is"", 'The image features a green toy dog with a red nose, placed on a white background. The', 'The image features a green and red dog toy, shaped like a shoe, sitting on', 'The image features a green toy shoe with a red shoe lace, sitting on a', 'The image features a green plastic toy dog, likely a chew toy, sitting on', ""The image features a green rubber toy shaped like a dog's leg, with a"", ""The image features a green toy shaped like a dog's leg, with a red foot"", 'The image features a green toy dog with a red tongue, sitting on a white background. The', ""The image features a green plastic toy shaped like a dog's tail. The tail"", 'The image features a green toy shoe with a red tongue and a blue sole, sitting on']","[(['Green'], []), (['Red', 'Green'], ['Lace']), (['Red', 'Green'], []), (['Red', 'Green'], ['Lace']), (['Green'], ['Plastic']), (['Green'], ['Rubber']), (['Red', 'Green'], []), (['Red', 'Green'], []), (['Green'], ['Plastic']), (['Red', 'Green', 'Blue'], [])]","(100, 50)"
data/images/noun/2027-600.jpg,2027,room freshener toy,22,38,47,9,"['The image features a white plastic ball with a hole in the center. It is positioned in', 'The image features a white plastic ball sitting on a white background. The ball appears to be a', 'The image features a white, round object that resembles a football or a sports ball. It', 'The image features a white, plastic sports ball with a hole in the middle. The ball appears', 'The image features a white plastic object with a hole in the center, resembling a d', 'The image features a white, round object that resembles a sports ball or a white helmet', 'The image features a white plastic object, possibly a sports ball or a toy, with a', 'The image features a white plastic object with a hole in the center, which appears to be a', 'The image features a white plastic ball with a hole in the middle, sitting on a white background', 'The image features a white, plastic, round object that resembles a ball or a sports']","[(['White'], ['Plastic']), ([], ['Plastic']), (['White'], []), (['White'], ['Plastic']), (['White'], ['Plastic']), (['White'], []), (['White'], ['Plastic']), (['White'], ['Plastic']), ([], ['Plastic']), (['White'], ['Plastic'])]","(80, 80)"
data/images/noun/2028-600.jpg,2028,cat toy found at the pound store,6,47,53,63,"['The image features a white background with a close-up view of a pink and white donut', 'The image features a close-up of a pink donut with white frosting, placed', 'The image features a close-up view of a pink donut with white frosting.', 'The image features a white background with a pink donut-shaped item hanging from a', 'The image features a white background with a close-up of a pink donut-shaped', 'The image features a white background with a pink and white donut-shaped object, which', 'The image features a close-up view of a pink donut with white frosting,', 'The image features a close-up of a donut with a pink frosting, which', 'The image features a close-up of a pink donut with white frosting and spr', 'The image features a white background with a large pink donut in the center, surrounded by four']","[(['Pink'], []), (['Pink', 'White'], ['Lace']), (['Pink', 'White'], []), (['Pink'], []), (['Pink'], []), (['Pink'], []), (['Pink', 'White'], []), (['Pink'], []), (['Pink', 'White'], []), (['Pink'], [])]","(100, 10)"
data/images/noun/2029-600.jpg,2029,cover for room fresheners,19,27,65,16,"['The image features a close-up of a black plastic piece, possibly a part of a g', 'The image features a black plastic object, which appears to be a piece of a plastic container', 'The image features a close-up of a black plastic piece with a hole in the middle.', 'The image features a black object with a circular hole in the center. The object appears to be a', 'The image features a black plastic piece with a hole in the center. It appears to be a', 'The image features a black object, possibly a piece of machinery or a part of a machine', 'The image features a black object that appears to be a part of a camera or a lens.', 'The image features a black plastic part, possibly a piece of a camera or a lens,', 'The image features a black plastic piece, possibly a part of a machine or an item, sitting', 'The image features a black object that appears to be a part of a camera, possibly a lens']","[(['Black'], ['Plastic']), (['Black'], ['Plastic']), (['Black'], ['Plastic']), (['Black'], []), (['Black'], ['Plastic']), (['Black'], []), (['Black'], []), (['Black'], ['Plastic']), (['Black'], ['Plastic']), (['Black'], [])]","(100, 60)"
data/images/noun/2030-600.jpg,2030,marker,9,43,53,0,"['The image features a small, blue ceramic statue of a person with a smiling face.', 'The image features a blue, plastic-looking object with a face, possibly a toy or', 'The image features a small, blue plastic object with a face painted on it. The object is', 'The image features a blue plastic object, possibly a toy or a decoration, with a', ""The image features a small, blue, ceramic object that resembles a person's"", 'The image features a blue plastic object that looks like a small statue or a ceramic piece', 'The image features a blue plastic toy or sculpture, which appears to be a head or', ""The image features a blue ceramic object that resembles a person's head. It"", 'The image features a blue ceramic vase with a face painted on it. The vase', 'The image features a blue, plastic, three-dimensional object that resembles a head with']","[(['Blue'], []), (['Blue'], ['Plastic']), (['Blue'], ['Plastic']), (['Blue'], ['Plastic']), (['Blue'], []), (['Blue'], ['Plastic']), (['Blue'], ['Plastic']), (['Blue'], []), (['Blue'], []), (['Blue'], ['Plastic'])]","(100, 60)"
