image,number label,actual name,familiarity score,nameability score,color saliency,texture saliency,llava_output,llava_saliencies,llava_saliency_rate
data/images/noun/2019-600.jpg,2019,cat nip toy,31,67,38,25,"['In the image, there is a brightly colored, oddly shaped plastic egg with a', 'In the image, there is a brightly colored, odd-shaped egg with a yellow and', 'In the image, there is a small, orange, and yellow rubber egg with a long,', 'In the image, there is a yellow and orange egg-shaped object with a fuzzy', 'In the image, there is a brightly colored, plastic, egg-shaped object with']","[(['Red'], ['Plastic']), (['Red', 'Yellow'], []), (['Orange', 'Yellow'], ['Rubber']), (['Orange', 'Yellow'], ['Fuzzy']), (['Red'], ['Plastic'])]","(100, 80)"
data/images/noun/2020.jpg,2020,jacobs ladder,41,36,29,6,"['In the image, there are three stacks of colorful mats or cushions arranged in', 'I see a stack of six colored foam cushions, each with a different color and shape', 'In the image, there is a stack of six colorful wax blocks, each with a different', 'The image features a stack of four colorful cushion blocks, each with a different color.', 'I see a stack of colorful mats, including a green, blue, and orange mat,']","[([], []), (['Red'], []), ([], []), ([], []), (['Orange', 'Green', 'Blue'], [])]","(40, 0)"
data/images/noun/2021-600.jpg,2021,foam arrow,9,29,84,3,"['In the image, there is a close-up of a purple and pink rubber object', 'In the image, there is a close-up of a purple and green object that resemb', 'In the image, there is a black and purple object with a green center, which appears to', 'The image features a small black and pink object with a green and purple tail, sitting in', 'In the image, there is a close-up of a green, purple, and pink']","[(['Purple', 'Pink'], ['Rubber']), (['Green', 'Purple'], []), (['Green', 'Purple', 'Black'], []), (['Green', 'Purple', 'Pink', 'Black'], []), (['Green', 'Purple', 'Pink'], [])]","(100, 20)"
data/images/noun/2022-600.jpg,2022,marker,9,15,70,13,"['I see a green object, which could be a small green cone or a green bell, sitting on', 'In the image, there is a green plastic object that looks like a small, oddly sh', 'In the image, there is a green object that resembles a giant mushroom or a', 'In the image, there is a green object with a hole in the middle, resembling a', 'In the image, there is a green plastic object with a hole in the middle, sitting on']","[(['Green'], []), (['Green'], ['Plastic']), (['Green'], []), (['Green'], []), (['Green'], ['Plastic'])]","(100, 40)"
data/images/noun/2023-600.jpg,2023,color changing ball,13,31,87,17,"['In the image, there is a white and black circular object, which is a combination of a white', 'In the image, there is a white and black object, which appears to be a piece of art', 'In the image, there is a white and black plastic object, which appears to be a combination', 'In the image, there is a white and black ball made up of various small white and black objects', 'In the image, there is a white and black spiral-shaped object that looks like a']","[(['Black', 'White'], []), (['Black', 'White'], []), (['Black', 'White'], ['Plastic']), (['Black', 'White'], []), (['Black', 'White'], [])]","(100, 20)"
data/images/noun/2024-600.jpg,2024,connected disk toy,81,44,41,3,"['In the image, there is a yellow and blue toy shaped like a spacecraft or a', 'The image features a yellow and red toy airplane shaped like a wheel, with a blue', 'In the image, there is a toy shaped like a clock with a yellow and red color', 'In the image, there is a yellow and red toy, possibly a toy airplane or', 'In the image, there is a yellow and red plastic toy shaped like a spaceship']","[(['Yellow', 'Blue'], []), (['Red', 'Yellow', 'Blue'], []), (['Red', 'Yellow'], []), (['Red', 'Yellow'], []), (['Red', 'Yellow'], ['Plastic'])]","(100, 20)"
data/images/noun/2025-600.jpg,2025,boomerang,6,14,58,13,"['In the image, there is a blue plastic object that resembles a pair of fli', 'The image features a blue plastic object that looks like a pair of sandals or a fli', 'In the image, there is a blue plastic object that looks like a sandal or a sh', 'In the image, there is a blue plastic item that resembles a sandal or a', 'The image features a blue object with a hole in the middle. It appears to be a blue sh']","[(['Blue'], ['Plastic']), (['Blue'], ['Plastic']), (['Blue'], ['Plastic']), (['Blue'], ['Plastic']), (['Blue'], [])]","(100, 80)"
data/images/noun/2026-600.jpg,2026,dog toy,16,71,63,17,"[""In the image, there is a green toy shaped like a dog's tail, which"", 'The image features a green dog toy that looks like a shoe. It is designed to res', 'In the image, there is a green dog toy with a red nose, sitting on a white', ""In the image, there is a green and red plastic toy shaped like a dog'"", ""In the image, there is a green toy shaped like a dog's head. The""]","[(['Green'], []), (['Green'], []), (['Red', 'Green', 'White'], []), (['Red', 'Green'], ['Plastic']), (['Green'], [])]","(100, 20)"
data/images/noun/2027-600.jpg,2027,room freshener toy,22,38,47,9,"['In the image, there is a white plastic object with a hole in the center, which is', 'In the image, there is a white plastic ball sitting on a white background. The ball appears', 'In the image, there is a white, plastic, round object with a hole in the center', 'In the image, there is a white plastic object, possibly a toy or a piece of', 'In the image, there is a white plastic ball sitting on a white background.']","[(['White'], ['Plastic']), ([], ['Plastic']), (['White'], ['Plastic']), (['White'], ['Plastic']), ([], ['Plastic'])]","(60, 100)"
data/images/noun/2028-600.jpg,2028,cat toy found at the pound store,6,47,53,63,"['In the image, there is a white background with a cluster of pink and white cotton balls', 'In the image, there is a close-up of a pink and white donut with a', 'In the image, there is a white background with a pink donut-shaped item placed', 'In the image, there is a close-up of a pink donut with white frost', 'In the image, there is a white background with a cluster of pink donuts on top.']","[(['Pink'], []), (['Pink', 'White'], []), (['Pink'], ['Lace']), (['Pink', 'White'], []), (['Pink'], [])]","(100, 20)"
data/images/noun/2029-600.jpg,2029,cover for room fresheners,19,27,65,16,"['In the image, there is a black plastic part that appears to be a part of a g', 'In the image, there is a black object with a hole in it, which appears to be a', 'In the image, there is a close-up view of a black plastic piece with a hole', 'The image shows a close-up of a black plastic part, possibly a piece of a g', 'The image features a black plastic piece with a hole in the middle, which appears to be a']","[(['Black'], ['Plastic']), (['Black'], []), (['Black'], ['Plastic']), (['Black'], ['Plastic']), (['Black'], ['Plastic'])]","(100, 80)"
data/images/noun/2030-600.jpg,2030,marker,9,43,53,0,"['In the image, there is a blue object, which appears to be a small figurine or to', 'In the image, there is a blue plastic object that resembles a face. It is', 'In the image, there is a blue, plastic, humorous-looking object that resemb', 'In the image, there is a blue plastic container or container-shaped object, possibly a', 'In the image, there is a blue ceramic object that resembles a small face with']","[(['Blue'], []), (['Blue'], ['Plastic']), (['Blue'], ['Plastic']), (['Blue'], ['Plastic']), (['Blue'], [])]","(100, 60)"
data/images/noun/2031.jpg,2031,book end,16,32,35,26,"['In the image, there is a metal piece, which appears to be a piece of art or a', 'In the image, there is a metal piece, which appears to be a silver metal bracket or', 'In the image, there is a silver metal piece that appears to be a metal bracelet or', 'In the image, there is a piece of metal that looks like a metal bracelet or a', 'In the image, there is a silver metal piece, possibly a metal bracelet, sitting on']","[([], []), (['Silver'], []), (['Silver'], []), ([], []), (['Silver'], [])]","(60, 0)"
data/images/noun/2032-600.jpg,2032,submarine,47,90,50,3,"['In the image, there is a small orange toy rocket or space shuttle, which', 'In the image, there is a small orange object that looks like a rocket. The rocket', 'In the image, there is an orange toy shaped like a rocket or a missile', 'In the image, there is a small orange object, possibly a toy or a model, that', 'In the image, there is a bright orange object, which appears to be a toy or a']","[(['Orange'], []), (['Orange'], []), (['Orange'], []), (['Orange'], []), (['Orange'], [])]","(100, 0)"
data/images/noun/2033-600.jpg,2033,cat toy cage,9,57,55,3,"['In the image, there is a green and orange plastic object with a pattern of stars on it', 'In the image, there is a green and orange object, which appears to be a piece of sports', 'In the image, there is an orange plastic object with a green handle. The object has a', 'In the image, there is an orange object with a green top, sitting on a white background.', 'In the image, there is an orange plastic object with a green top. It is a three']","[(['Orange', 'Green'], ['Plastic']), (['Orange', 'Green'], []), (['Orange', 'Green'], ['Plastic']), (['Orange', 'Green'], []), (['Orange', 'Green'], ['Plastic'])]","(100, 60)"
data/images/noun/2034-600.jpg,2034,worm ball with cut off hands or stars,72,39,45,26,"['In the image, there is a pile of brightly colored, long, and curly pl', 'In the image, there is a large pile of brightly colored, long, and wig', 'In the image, there is a pile of colorful, squishy, and oddly', 'In the image, there is a large pile of multicolored, long, and curly', 'In the image, there is a pile of brightly colored, rainbow-colored,']","[(['Red'], []), (['Red'], []), ([], []), (['Red'], []), (['Red'], [])]","(80, 0)"
data/images/noun/2035-600.jpg,2035,giant pen with pen tip removed and cooper scourer pad on top,13,54,47,13,"['In the image, there is a blue pen with a bristly brush on the end of', 'In the image, there is a blue pen with a brown bristle head. The pen is', 'In the image, there is a blue pen with a bristle brush head, which appears', 'In the image, there is a blue pen with a brown bristle head. The pen is', 'In the image, there is a blue pen with a brown bristle on top, which appears']","[(['Blue'], []), (['Blue', 'Brown'], []), (['Blue'], []), (['Blue', 'Brown'], []), (['Blue', 'Brown'], [])]","(100, 0)"
data/images/noun/2036-600.jpg,2036,cup-and-ball toy,59,70,20,20,"['In the image, there is a wooden toy with a handle, featuring a red ball at the', 'In the image, there is a wooden toy with a colorful striped handle, featuring red', 'In the image, there is a toy drum with a wooden handle and a colorful top.', 'In the image, there is a toy drum with a wooden handle and a colorful top.', 'In the image, there is a toy wooden drum with a red, green, and yellow top']","[(['Red'], ['Wooden']), (['Red'], ['Wooden']), ([], ['Wooden']), ([], ['Wooden']), (['Red', 'Yellow', 'Green'], ['Wooden'])]","(60, 100)"
data/images/noun/2037-600.jpg,2037,teething ring with a bit photoshopped out,34,24,37,3,"['In the image, there is a pink rubber band with three plastic balls attached to it', 'In the image, there is a pink plastic ring with a clear center and a pink', 'In the image, there is a pink plastic bracelet with four pink balls attached', 'In the image, there is a pink plastic ring with a clear center and three small balls', 'In the image, there is a pink plastic bracelet with a clear center, featuring']","[(['Pink'], ['Plastic', 'Rubber']), (['Pink'], ['Plastic']), (['Pink'], ['Plastic']), (['Pink'], ['Plastic']), (['Pink'], ['Plastic'])]","(100, 100)"
data/images/noun/2038-600.jpg,2038,heart shaped slinky,56,63,26,6,"['The image features a colorful display of various colored noodles, including red, yellow, and', 'The image features a close-up of a colorful, wavy, and curly hair access', 'The image features a group of colorful noodles, likely made of plastic, arranged in', 'The image features a bunch of colorful, curly, and wavy noodles, arranged', 'In the image, there is a close-up of a bunch of colorful, curly hair']","[(['Red', 'Yellow'], []), ([], []), ([], ['Plastic']), ([], []), ([], [])]","(20, 20)"
data/images/noun/2039-600.jpg,2039,led top,28,64,61,13,"['In the image, there is a green plastic toy, which appears to be a cross-', 'In the image, there is a green plastic piece that resembles a cross. It has', 'In the image, there is a green plastic object with a cross shape, possibly a small to', 'In the image, there is a green plastic piece with a cross shape and a hole in the', 'In the image, there is a green plastic toy, which appears to be a toy']","[(['Green'], ['Plastic']), (['Green'], ['Plastic']), (['Green'], ['Plastic']), (['Green'], ['Plastic']), (['Green'], ['Plastic'])]","(100, 100)"
data/images/noun/2040-600.jpg,2040,rubber toy found in toy aisle,31,64,63,16,"['In the image, there is a blue and yellow ball with a long blue hair-like protr', 'In the image, there is a blue and yellow toy ball with a long blue tail. The', 'In the image, there is a blue and yellow ball with a long blue hair. The ball appears', 'In the image, there is a blue and yellow sports ball with a long blue hair on top of', 'In the image, there is a small blue and yellow ball with a long blue tentacle coming out']","[(['Yellow', 'Blue'], []), (['Yellow', 'Blue'], []), (['Yellow', 'Blue'], []), (['Yellow', 'Blue'], []), (['Yellow', 'Blue'], [])]","(100, 0)"
data/images/noun/2041-600.jpg,2041,massager,34,38,23,20,"['The image features a wooden cross with four wooden balls attached to it. The cross is blue in color', 'The image features a small wooden cross with four wooden circles attached to it. The cross is made of', 'The image features a wooden cross with four wooden balls attached to it. The cross is blue in color', 'In the image, there is a wooden cross made of four wooden balls and a blue bolt.', 'In the image, there is a wooden cross with four wooden balls attached to it. The cross is']","[(['Blue'], ['Wooden']), ([], ['Wooden']), (['Blue'], ['Wooden']), (['Blue'], ['Wooden']), ([], ['Wooden'])]","(60, 100)"
data/images/noun/2042-600.jpg,2042,small personal fan without blades,38,67,81,3,"['In the image, there is a blue and yellow object, which appears to be a toy or', 'In the image, there is a blue and yellow object, which appears to be a small toy', 'In the image, there is a blue object that resembles a hand with a yellow handle.', ""The image features a blue and yellow toy in the shape of a person's head. The"", 'In the image, there is a blue plastic handle with a yellow cap on it. The handle']","[(['Yellow', 'Blue'], []), (['Yellow', 'Blue'], []), (['Yellow', 'Blue'], []), (['Yellow', 'Blue'], []), (['Yellow', 'Blue'], ['Plastic'])]","(100, 20)"
data/images/noun/2043.jpg,2043,clacker,66,76,65,6,"['The image features a pink and yellow toy on a white background. The toy appears to', 'In the image, there is a toy with a yellow, green, and pink ball attached', 'In the image, there is a colorful plastic toy, possibly a kite or a', 'In the image, there is a toy hanging from a string. The toy consists of', 'The image shows a colorful toy, resembling a snake or a toy with']","[(['Yellow', 'Pink'], []), (['Yellow', 'Green', 'Pink'], []), ([], ['Plastic']), ([], []), ([], [])]","(40, 20)"
data/images/noun/2044-600.jpg,2044,diving toy with small weight,6,27,94,6,"['In the image, there is a toy with a blue ball on top. The toy appears', 'In the image, there is a blue ball on a chain with a row of orange circles. The', 'In the image, there is a bright orange toy that resembles a piece of chewing', 'In the image, there is a brightly colored orange and blue toy with a blue ball attached', 'In the image, there is a toy with a blue ball on the end of it. The']","[(['Blue'], []), (['Orange', 'Blue'], []), (['Orange'], []), (['Red', 'Orange', 'Blue'], []), (['Blue'], [])]","(100, 0)"
data/images/noun/2045-600.jpg,2045,wooden ball toy,25,29,3,55,"['In the image, there is a wooden tool with three holes on it, sitting on a white background', 'In the image, there is a wooden spoon with a handle. The spoon is resting', 'In the image, there is a wooden object with a hole in the middle. The object has a', 'The image features a wooden spatula with a hole in the center, resting on a white', 'In the image, there is a wooden object with a hole in the middle, resembling a']","[([], ['Wooden']), ([], ['Wooden']), ([], ['Wooden']), (['White'], ['Wooden']), ([], ['Wooden'])]","(20, 100)"
data/images/noun/2046-600.jpg,2046,keychain with bubbles inside,34,67,42,3,"['In the image, there is a small plastic tray with a keychain attached to it.', 'In the image, there is a small plastic container with a key chain attached to it. The', 'In the image, there is a small, clear case with a blue and green design, possibly a', 'In the image, there is a small, rectangular container with a clear plastic window. Inside', 'In the image, there is a small, clear case with a colorful design, which could be']","[([], ['Plastic']), ([], ['Plastic']), (['Green', 'Blue'], []), (['Tan'], ['Plastic']), ([], [])]","(40, 60)"
data/images/noun/2047-600.jpg,2047,perfume sprayer,41,32,50,3,"['In the image, there is a black and silver bottle sitting on a white background. The bott', 'In the image, there is a black and silver container with a silver top, standing upright', 'In the image, there is a small, black, round object with a silver top, possibly a', 'In the image, there is a black and silver bottle, possibly a flask, with a silver', 'In the image, there is a small black and silver bottle, possibly a wine bottle,']","[(['Black', 'Silver'], []), (['Black', 'Silver', 'Tan'], []), (['Black', 'Silver'], []), (['Black', 'Silver'], []), (['Black', 'Silver'], [])]","(100, 0)"
data/images/noun/2048-600.jpg,2048,worm ball with hands and stars cut off,13,47,55,6,"['The image features a stack of brightly colored plastic balls, including blue, green, yellow,', 'In the image, there is a pile of colorful balls, including various shades of blue', 'In the image, there is a pile of colorful balls, including a variety of colors such', 'In the image, there is a pile of colorful balls, including a blue one, sitting', 'The image shows a pile of colorful, plastic balls sitting on a white background. The']","[(['Red', 'Yellow', 'Green', 'Blue'], ['Plastic']), (['Blue'], []), ([], []), (['Blue'], []), ([], ['Plastic'])]","(60, 40)"
data/images/noun/2049-600.jpg,2049,slide whistle,19,44,39,10,"['In the image, there is a blue pen with a clip attached to it. The pen is placed', 'In the image, there is a blue pencil with a metal clip attached to it. The', 'In the image, there is a blue pen with a clip attached to it, sitting on a white', 'The image features a blue pen with a metal clip attached to it. The pen is standing upr', 'In the image, there is a blue pen with a clip attached to it, sitting on a white']","[(['Blue'], ['Lace']), (['Blue'], []), (['Blue', 'White'], []), (['Blue', 'Tan'], []), (['Blue', 'White'], [])]","(100, 20)"
data/images/noun/2050-600.jpg,2050,mobile phone stand for a car,31,68,45,0,"['In the image, there is a black object with a silver center, which appears to be a circular', 'In the image, there is a black object with a metal top, which appears to be a piece', 'In the image, there is a black object with a round top, possibly a piece of equipment or', 'In the image, there is a black object with a hole in the center, sitting on a white', 'In the image, there is a black object, which appears to be a piece of furniture or']","[(['Black', 'Silver'], []), (['Black'], []), (['Black'], []), (['Black', 'White'], []), (['Black'], [])]","(100, 0)"
data/images/noun/2051-600.jpg,2051,finger castanet,53,60,47,9,"['The image features a green toilet seat with a hole in it, which is designed to be', 'In the image, there is a green toy shaped like a toilet, with a', 'In the image, there is a green toy with a handle and a bowl-shaped', 'In the image, there is a green toy shaped like a toilet. The to', 'The image features a green toy shaped like a toilet, with a lid and a']","[(['Green'], []), (['Green'], []), (['Green'], []), (['Green'], []), (['Green'], [])]","(100, 0)"
data/images/noun/2052-600.jpg,2052,noisemaker,41,53,63,7,"['In the image, there is a green object with a pink handle, which appears to be a', 'In the image, there is a green object with two green handles, resembling a pair of', 'In the image, there is a green umbrella holder with a pink umbrella inside', 'In the image, there is a green and pink umbrella holder. The umbrella', 'In the image, there is a green plastic object that resembles a pair of sciss']","[(['Green', 'Pink'], []), (['Green'], []), (['Green', 'Pink'], []), (['Green', 'Pink'], []), (['Green'], ['Plastic'])]","(100, 20)"
data/images/noun/2053-600.jpg,2053,hand castanet,44,79,45,6,"['In the image, there is a red object that is shaped like a pair of scissors', 'The image features a red metal object with two black handles. It appears to be a metal tool or', 'In the image, there is a red pole with a hook at the end. The pole is standing', 'In the image, there is a red umbrella stand with a red umbrella attached to', 'In the image, there is a red object, which appears to be a pair of scissors']","[(['Red'], []), (['Red', 'Black'], []), (['Red', 'Tan'], []), (['Red', 'Tan'], []), (['Red'], [])]","(100, 0)"
data/images/noun/2054-600.jpg,2054,floating ball game,3,25,38,48,"['In the image, there is a wooden object with a red plastic piece attached to it, res', 'In the image, there is a wooden object with a red hook or clamp attached to it.', 'In the image, there is a wooden object with a red handle, which appears to be a piece', 'In the image, there is a wooden block with a red handle attached to it. The block is', 'In the image, there is a wooden board with a red knob on it, placed on a']","[(['Red'], ['Wooden', 'Plastic']), (['Red'], ['Wooden']), (['Red'], ['Wooden']), (['Red'], ['Wooden']), (['Red'], ['Wooden', 'Lace'])]","(100, 100)"
data/images/noun/2055-600.jpg,2055,aroma therapy oil burner,13,33,53,13,"['In the image, there is a close-up view of a vase that is made of yellow', 'In the image, there is a large, green, and white vase with a unique design.', 'The image features a close-up of a green vase with an odd shape. The vase', 'In the image, there is a green vase with a hole in the middle, which is made', 'In the image, there is a close-up of a green vase with a wavy design']","[(['Yellow'], []), (['Green', 'White'], []), (['Green'], []), (['Green'], []), (['Green'], [])]","(100, 0)"
data/images/noun/2056-600.jpg,2056,dog toy,19,59,61,13,"['In the image, there is a brightly colored plastic toy in the shape of an air', 'In the image, there is a brightly colored wooden toy shaped like a bird, with', 'In the image, there is a blue and red toy shaped like an airplane, which', 'In the image, there is a toy shaped like a dog, made of blue and red', 'In the image, there is a toy shaped like an airplane, made of a combination']","[(['Red'], ['Plastic']), (['Red'], ['Wooden']), (['Red', 'Blue'], []), (['Red', 'Blue'], []), ([], [])]","(80, 40)"
