image,number label,actual name,familiarity score,nameability score,color saliency,texture saliency,fromage_output
data/images/noun/2011-600.jpg,2011,noisemaker,22,75,88,3,[]
data/images/noun/2012-600.jpg,2012,coiled worm toy,41,50,59,41,[]
data/images/noun/2013-600.jpg,2013,sling shot,6,20,87,6,[]
data/images/noun/2014-600.jpg,2014,this light-up toy,38,75,39,0,[]
data/images/noun/2015-600.jpg,2015,ball catcher,38,78,55,10,[]
data/images/noun/2016 600dpi.jpg,2016,bird toy,28,21,61,6,[]
data/images/noun/2017-600.jpg,2017,kenetic wheel,41,29,23,13,[]
data/images/noun/2018-600.jpg,2018,this coils string,16,50,61,6,[]
data/images/noun/2019-600.jpg,2019,cat nip toy,31,67,38,25,[]
data/images/noun/2020.jpg,2020,jacobs ladder,41,36,29,6,[]
data/images/noun/2021-600.jpg,2021,foam arrow,9,29,84,3,[]
data/images/noun/2022-600.jpg,2022,marker,9,15,70,13,[]
data/images/noun/2023-600.jpg,2023,color changing ball,13,31,87,17,[]
data/images/noun/2024-600.jpg,2024,connected disk toy,81,44,41,3,[]
data/images/noun/2025-600.jpg,2025,boomerang,6,14,58,13,[]
data/images/noun/2026-600.jpg,2026,dog toy,16,71,63,17,[]
data/images/noun/2027-600.jpg,2027,room freshener toy,22,38,47,9,[]
data/images/noun/2028-600.jpg,2028,cat toy found at the pound store,6,47,53,63,[]
data/images/noun/2029-600.jpg,2029,cover for room fresheners,19,27,65,16,[]
data/images/noun/2030-600.jpg,2030,marker,9,43,53,0,[]
data/images/noun/2031.jpg,2031,book end,16,32,35,26,[]
data/images/noun/2032-600.jpg,2032,submarine,47,90,50,3,[]
data/images/noun/2033-600.jpg,2033,cat toy cage,9,57,55,3,[]
data/images/noun/2034-600.jpg,2034,worm ball with cut off hands or stars,72,39,45,26,[]
data/images/noun/2035-600.jpg,2035,giant pen with pen tip removed and cooper scourer pad on top,13,54,47,13,[]
data/images/noun/2036-600.jpg,2036,cup-and-ball toy,59,70,20,20,[]
data/images/noun/2037-600.jpg,2037,teething ring with a bit photoshopped out,34,24,37,3,[]
data/images/noun/2038-600.jpg,2038,heart shaped slinky,56,63,26,6,[]
data/images/noun/2039-600.jpg,2039,led top,28,64,61,13,[]
data/images/noun/2040-600.jpg,2040,rubber toy found in toy aisle,31,64,63,16,[]
data/images/noun/2041-600.jpg,2041,massager,34,38,23,20,[]
data/images/noun/2042-600.jpg,2042,small personal fan without blades,38,67,81,3,[]
data/images/noun/2043.jpg,2043,clacker,66,76,65,6,[]
data/images/noun/2044-600.jpg,2044,diving toy with small weight,6,27,94,6,[]
data/images/noun/2045-600.jpg,2045,wooden ball toy,25,29,3,55,[]
data/images/noun/2046-600.jpg,2046,keychain with bubbles inside,34,67,42,3,[]
data/images/noun/2047-600.jpg,2047,perfume sprayer,41,32,50,3,[]
data/images/noun/2048-600.jpg,2048,worm ball with hands and stars cut off,13,47,55,6,[]
data/images/noun/2049-600.jpg,2049,slide whistle,19,44,39,10,[]
data/images/noun/2050-600.jpg,2050,mobile phone stand for a car,31,68,45,0,[]
data/images/noun/2051-600.jpg,2051,finger castanet,53,60,47,9,[]
data/images/noun/2052-600.jpg,2052,noisemaker,41,53,63,7,[]
data/images/noun/2053-600.jpg,2053,hand castanet,44,79,45,6,[]
data/images/noun/2054-600.jpg,2054,floating ball game,3,25,38,48,[]
data/images/noun/2055-600.jpg,2055,aroma therapy oil burner,13,33,53,13,[]
data/images/noun/2056-600.jpg,2056,dog toy,19,59,61,13,[]
data/images/noun/2057-600.jpg,2057,spout for watering can,34,32,35,3,[]
data/images/noun/2058-600.jpg,2058,hole for children golf game,22,33,58,3,[]
data/images/noun/2059-600.jpg,2059,maraca pen,75,92,28,0,[]
data/images/noun/2060-600.jpg,2060,dog toy with removed rope,38,32,55,29,[]
data/images/noun/2061-600.jpg,2061,dog toy,53,53,59,13,[]
data/images/noun/2062-600.jpg,2062,dog toy,44,56,29,42,[]
data/images/noun/2063-600.jpg,2063,magic loops,25,38,13,19,[]
data/images/noun/2064-600.jpg,2064,massager,28,33,45,3,[]
